time_s,tracker_id,pos_x,pos_y,pos_z,rot_y,is_gripping,down_face_x,down_face_y,down_face_z
0.2255,CubeBlue,0.0000,0.0000,0.0000,343.49,0,0.00,-1.00,0.00
0.2261,CubeRed,0.0000,0.0000,0.0000,336.24,0,0.00,-1.00,0.00
0.2786,CubeBlue,0.0000,0.0000,0.0000,343.49,0,0.00,-1.00,0.00
0.2787,CubeRed,0.0000,0.0000,0.0000,336.24,0,0.00,-1.00,0.00
0.4492,CubeBlue,0.0000,0.0000,0.0000,343.49,0,0.00,-1.00,0.00
0.4493,CubeRed,0.0000,0.0000,0.0000,336.24,0,0.00,-1.00,0.00
0.4730,CubeBlue,0.0000,0.0000,0.0000,343.49,0,0.00,-1.00,0.00
0.4732,CubeRed,0.0000,0.0000,0.0000,336.23,0,0.00,-1.00,0.00
0.5067,CubeBlue,0.0000,0.0000,0.0000,343.48,0,0.00,-1.00,0.00
0.5069,CubeRed,0.0000,0.0000,0.0000,336.23,0,0.00,-1.00,0.00
0.6450,CubeBlue,-0.0800,0.0687,0.1299,337.42,0,0.00,-1.00,0.00
0.6452,CubeRed,-0.0434,0.0687,0.1328,331.24,0,0.00,-1.00,0.00
0.6670,CubeBlue,-0.3875,0.3328,0.6294,336.70,0,0.00,-1.00,0.00
0.6675,CubeRed,-0.2104,0.3328,0.6437,330.64,0,0.00,-1.00,0.00
0.7119,CubeBlue,-0.3953,0.3395,0.6421,336.70,0,0.00,-1.00,0.00
0.7120,CubeRed,-0.2146,0.3395,0.6567,330.64,0,0.00,-1.00,0.00
0.8453,CubeBlue,-0.4087,0.3510,0.6639,336.70,0,0.00,-1.00,0.00
0.8455,CubeRed,-0.2219,0.3510,0.6790,330.64,0,0.00,-1.00,0.00
0.8683,CubeBlue,-0.4395,0.3775,0.7138,336.70,0,0.00,-1.00,0.00
0.8685,CubeRed,-0.2386,0.3775,0.7301,330.64,0,0.00,-1.00,0.00
0.9136,CubeBlue,-0.4405,0.3783,0.7155,336.70,0,0.00,-1.00,0.00
0.9161,CubeRed,-0.2392,0.3783,0.7318,330.64,0,0.00,-1.00,0.00
1.0322,CubeBlue,-0.4423,0.3799,0.7184,336.70,0,0.00,-1.00,0.00
1.0325,CubeRed,-0.2401,0.3799,0.7348,330.64,0,0.00,-1.00,0.00
1.0498,CubeBlue,-0.4455,0.3827,0.7237,336.70,0,0.00,-1.00,0.00
1.0499,CubeRed,-0.2419,0.3827,0.7402,330.64,0,0.00,-1.00,0.00
1.0993,CubeBlue,-0.4457,0.3828,0.7239,336.69,0,0.00,-1.00,0.00
1.0995,CubeRed,-0.2420,0.3828,0.7404,330.64,0,0.00,-1.00,0.00
1.2435,CubeBlue,-0.4460,0.3831,0.7245,336.70,0,0.00,-1.00,0.00
1.2436,CubeRed,-0.2422,0.3831,0.7410,330.64,0,0.00,-1.00,0.00
1.2631,CubeBlue,-0.4468,0.3837,0.7257,336.70,0,0.00,-1.00,0.00
1.2635,CubeRed,-0.2426,0.3837,0.7423,330.64,0,0.00,-1.00,0.00
1.2973,CubeBlue,-0.4468,0.3837,0.7257,336.70,0,0.00,-1.00,0.00
1.2974,CubeRed,-0.2426,0.3837,0.7423,330.64,0,0.00,-1.00,0.00
1.4324,CubeBlue,-0.4468,0.3838,0.7258,335.90,0,0.00,-1.00,0.00
1.4327,CubeRed,-0.2426,0.3838,0.7423,330.47,0,0.00,-1.00,0.00
1.4508,CubeBlue,-0.4469,0.3838,0.7259,333.75,0,0.00,-1.00,0.00
1.4510,CubeRed,-0.2426,0.3838,0.7424,330.03,0,0.00,-1.00,0.00
1.4994,CubeBlue,-0.4469,0.3838,0.7259,333.75,0,0.00,-1.00,0.00
1.4996,CubeRed,-0.2426,0.3838,0.7424,330.03,0,0.00,-1.00,0.00
1.6224,CubeBlue,-0.4469,0.3838,0.7259,333.75,0,0.00,-1.00,0.00
1.6227,CubeRed,-0.2426,0.3838,0.7424,330.03,0,0.00,-1.00,0.00
1.6447,CubeBlue,-0.4469,0.3838,0.7259,333.74,0,0.00,-1.00,0.00
1.6449,CubeRed,-0.2426,0.3838,0.7424,330.03,0,0.00,-1.00,0.00
1.6918,CubeBlue,-0.4469,0.3838,0.7259,333.74,0,0.00,-1.00,0.00
1.6920,CubeRed,-0.2426,0.3838,0.7424,330.03,0,0.00,-1.00,0.00
1.8136,CubeBlue,-0.4469,0.3838,0.7259,333.74,0,0.00,-1.00,0.00
1.8138,CubeRed,-0.2426,0.3838,0.7424,330.03,0,0.00,-1.00,0.00
1.8345,CubeBlue,-0.4469,0.3838,0.7259,333.74,0,0.00,-1.00,0.00
1.8349,CubeRed,-0.2426,0.3838,0.7424,330.03,0,0.00,-1.00,0.00
1.8809,CubeBlue,-0.4469,0.3838,0.7259,333.74,0,0.00,-1.00,0.00
1.8811,CubeRed,-0.2426,0.3838,0.7424,330.03,0,0.00,-1.00,0.00
2.0032,CubeBlue,-0.4469,0.3838,0.7259,333.73,0,0.00,-1.00,0.00
2.0033,CubeRed,-0.2426,0.3838,0.7424,330.03,0,0.00,-1.00,0.00
2.0214,CubeBlue,-0.4469,0.3838,0.7259,333.73,0,0.00,-1.00,0.00
2.0216,CubeRed,-0.2426,0.3838,0.7424,330.02,0,0.00,-1.00,0.00
2.0686,CubeBlue,-0.4469,0.3838,0.7259,333.73,0,0.00,-1.00,0.00
2.0687,CubeRed,-0.2426,0.3838,0.7424,330.02,0,0.00,-1.00,0.00
2.1884,CubeBlue,-0.4469,0.3838,0.7259,333.73,0,0.00,-1.00,0.00
2.1886,CubeRed,-0.2426,0.3838,0.7424,330.02,0,0.00,-1.00,0.00
2.2067,CubeBlue,-0.4469,0.3838,0.7259,333.73,0,0.00,-1.00,0.00
2.2069,CubeRed,-0.2426,0.3838,0.7424,330.02,0,0.00,-1.00,0.00
2.2543,CubeBlue,-0.4469,0.3838,0.7259,333.73,0,0.00,-1.00,0.00
2.2544,CubeRed,-0.2426,0.3838,0.7424,330.02,0,0.00,-1.00,0.00
2.3773,CubeBlue,-0.4469,0.3838,0.7259,333.72,0,0.00,-1.00,0.00
2.3776,CubeRed,-0.2426,0.3838,0.7424,330.02,0,0.00,-1.00,0.00
2.3976,CubeBlue,-0.4469,0.3838,0.7259,333.72,0,0.00,-1.00,0.00
2.3981,CubeRed,-0.2426,0.3838,0.7424,330.02,0,0.00,-1.00,0.00
2.4428,CubeBlue,-0.4469,0.3838,0.7259,333.72,0,0.00,-1.00,0.00
2.4430,CubeRed,-0.2426,0.3838,0.7424,330.02,0,0.00,-1.00,0.00
2.5619,CubeBlue,-0.4469,0.3838,0.7259,333.72,0,0.00,-1.00,0.00
2.5621,CubeRed,-0.2426,0.3838,0.7424,330.02,0,0.00,-1.00,0.00
2.5790,CubeBlue,-0.4469,0.3838,0.7259,333.71,0,0.00,-1.00,0.00
2.5792,CubeRed,-0.2426,0.3838,0.7424,330.02,0,0.00,-1.00,0.00
2.6303,CubeBlue,-0.4469,0.3838,0.7259,333.71,0,0.00,-1.00,0.00
2.6305,CubeRed,-0.2426,0.3838,0.7424,330.01,0,0.00,-1.00,0.00
2.7479,CubeBlue,-0.4469,0.3838,0.7259,333.71,0,0.00,-1.00,0.00
2.7481,CubeRed,-0.2221,0.4675,0.6726,330.01,0,0.00,-1.00,0.00
2.7665,CubeBlue,-0.4469,0.3838,0.7259,333.71,0,0.00,-1.00,0.00
2.7666,CubeRed,-0.1888,0.6035,0.5591,330.01,0,0.00,-1.00,0.00
2.8114,CubeBlue,-0.4469,0.3838,0.7259,333.71,0,0.00,-1.00,0.00
2.8115,CubeRed,-0.1874,0.6094,0.5541,330.01,0,0.00,-1.00,0.00
2.9343,CubeBlue,-0.4098,0.4575,0.6659,333.71,0,0.00,-1.00,0.00
2.9345,CubeRed,-0.1841,0.6226,0.5431,330.01,0,0.00,-1.00,0.00
2.9558,CubeBlue,-0.3347,0.6065,0.5446,333.70,0,0.00,-1.00,0.00
2.9565,CubeRed,-0.1776,0.6493,0.5208,330.01,0,0.00,-1.00,0.00
3.0033,CubeBlue,-0.3314,0.6132,0.5391,333.70,0,0.00,-1.00,0.00
3.0035,CubeRed,-0.1773,0.6506,0.5198,330.01,0,0.00,-1.00,0.00
3.1205,CubeBlue,-0.3249,0.6260,0.5287,333.70,0,0.00,-1.00,0.00
3.1207,CubeRed,-0.1767,0.6529,0.5179,330.01,0,0.00,-1.00,0.00
3.1409,CubeBlue,-0.3132,0.6492,0.5098,333.70,0,0.00,-1.00,0.00
3.1410,CubeRed,-0.1757,0.6570,0.5144,330.01,0,0.00,-1.00,0.00
3.1893,CubeBlue,-0.3126,0.6504,0.5088,333.70,0,0.00,-1.00,0.00
3.1894,CubeRed,-0.1756,0.6572,0.5143,330.01,0,0.00,-1.00,0.00
3.3394,CubeBlue,-0.3114,0.6529,0.5068,333.70,0,0.00,-1.00,0.00
3.3395,CubeRed,-0.1755,0.6577,0.5139,330.01,0,0.00,-1.00,0.00
3.3595,CubeBlue,-0.3088,0.6581,0.5026,333.70,0,0.00,-1.00,0.00
