time_s,tracker_id,qx,qy,qz,qw,raw_grip
0.2253,CubeBlue,0.0065,-0.1435,-0.0159,0.9895,1
0.2261,CubeRed,0.0013,-0.2058,-0.0033,0.9786,0
0.2785,CubeBlue,0.0058,-0.1435,-0.0158,0.9895,0
0.2787,CubeRed,0.0015,-0.2059,-0.0032,0.9786,0
0.4492,CubeBlue,0.0063,-0.1435,-0.0157,0.9895,0
0.4493,CubeRed,0.0013,-0.2059,-0.0034,0.9786,0
0.4728,CubeBlue,0.0060,-0.1435,-0.0161,0.9895,0
0.4731,CubeRed,0.0019,-0.2059,-0.0037,0.9786,0
0.5066,CubeBlue,0.0060,-0.1436,-0.0167,0.9895,0
0.5068,CubeRed,0.0019,-0.2059,-0.0037,0.9786,0
0.6449,CubeBlue,0.0065,-0.1436,-0.0162,0.9895,0
0.6452,CubeRed,0.0022,-0.2059,-0.0039,0.9786,0
0.6669,CubeBlue,0.0064,-0.1436,-0.0158,0.9895,0
0.6674,CubeRed,0.0013,-0.2059,-0.0027,0.9786,0
0.7118,CubeBlue,0.0064,-0.1436,-0.0158,0.9895,0
0.7120,CubeRed,0.0011,-0.2060,-0.0034,0.9786,0
0.8452,CubeBlue,0.0063,-0.1436,-0.0158,0.9895,0
0.8454,CubeRed,0.0009,-0.2060,-0.0030,0.9786,0
0.8683,CubeBlue,0.0062,-0.1436,-0.0158,0.9895,0
0.8684,CubeRed,0.0016,-0.2060,-0.0031,0.9785,0
0.9135,CubeBlue,0.0062,-0.1436,-0.0158,0.9895,0
0.9161,CubeRed,0.0016,-0.2060,-0.0031,0.9785,0
1.0322,CubeBlue,0.0061,-0.1436,-0.0153,0.9895,0
1.0324,CubeRed,0.0016,-0.2060,-0.0030,0.9786,0
1.0497,CubeBlue,0.0055,-0.1436,-0.0156,0.9895,0
1.0499,CubeRed,0.0009,-0.2060,-0.0029,0.9785,0
1.0993,CubeBlue,0.0060,-0.1436,-0.0158,0.9895,0
1.0995,CubeRed,0.0017,-0.2060,-0.0031,0.9785,0
1.2435,CubeBlue,0.0065,-0.1436,-0.0161,0.9895,0
1.2436,CubeRed,0.0018,-0.2060,-0.0027,0.9785,0
1.2631,CubeBlue,0.0060,-0.1436,-0.0159,0.9895,0
1.2635,CubeRed,0.0012,-0.2060,-0.0031,0.9785,0
1.2972,CubeBlue,0.0061,-0.1436,-0.0157,0.9895,0
1.2974,CubeRed,0.0010,-0.2060,-0.0034,0.9785,0
