start_time_s,end_time_s,duration_s,tracker_id,start_x,start_y,start_z,end_x,end_y,end_z,path_length_m,avg_speed_mps,max_speed_mps,release_type,final_contact_level
21.2401,21.2958,0.0556,CubeBlue,-0.0926,0.6463,0.4741,-0.2434,0.7006,0.4877,0.0000,0.0335,0.0335,placement,Resting
21.8246,21.8864,0.0618,CubeBlue,-0.1060,0.6656,0.4497,-0.2434,0.7006,0.4877,0.0000,0.0000,0.0000,placement,Resting
21.8866,21.9904,0.1038,CubeBlue,-0.1235,0.6710,0.4529,-0.2434,0.7006,0.4877,0.0000,0.7245,0.7245,placement,Resting
21.9905,22.0181,0.0276,CubeBlue,-0.1326,0.6753,0.4549,-0.2434,0.7006,0.4877,0.0000,0.1668,0.1668,placement,Resting
31.3057,31.3058,0.0001,CubeRed,-0.2434,0.7006,0.4877,-0.1557,0.6933,0.4269,0.0000,0.0000,0.0000,placement,Resting
31.3351,31.3352,0.0001,CubeRed,-0.2488,0.6991,0.4834,-0.1557,0.6933,0.4269,0.0000,0.0652,0.0652,placement,Resting
31.3903,31.3904,0.0001,CubeRed,-0.2471,0.7032,0.4820,-0.1557,0.6933,0.4269,0.0000,0.1650,0.1650,placement,Resting
31.5025,31.5026,0.0001,CubeRed,-0.2462,0.6989,0.4820,-0.1557,0.6933,0.4269,0.0000,0.0805,0.0805,placement,Resting
31.5294,31.5299,0.0004,CubeRed,-0.2480,0.7035,0.4791,-0.1557,0.6933,0.4269,0.0000,0.0504,0.0504,placement,Resting
31.5844,31.5845,0.0001,CubeRed,-0.2459,0.7012,0.4812,-0.1557,0.6933,0.4269,0.0000,0.1390,0.1390,placement,Resting
31.6940,31.6941,0.0001,CubeRed,-0.2446,0.7021,0.4810,-0.1557,0.6933,0.4269,0.0000,0.0294,0.0294,placement,Resting
31.7244,31.7245,0.0001,CubeRed,-0.2444,0.7016,0.4805,-0.1557,0.6933,0.4269,0.0000,0.0066,0.0066,placement,Resting
31.7815,31.7817,0.0001,CubeRed,-0.2461,0.7000,0.4782,-0.1557,0.6933,0.4269,0.0000,0.1152,0.1152,placement,Resting
31.8887,31.8888,0.0001,CubeRed,-0.2449,0.7014,0.4784,-0.1557,0.6933,0.4269,0.0000,0.0319,0.0319,placement,Resting
40.0556,40.0868,0.0312,CubeBlue,-0.1045,0.6572,0.4352,-0.0697,0.6991,0.6304,0.0000,0.0000,0.0000,placement,Resting
48.0603,48.1164,0.0561,CubeBlue,-0.0087,0.6450,0.3721,-0.2484,0.6869,0.3989,0.0000,0.0000,0.0000,placement,Resting
48.1165,48.2264,0.1099,CubeBlue,-0.0237,0.6595,0.3713,-0.2484,0.6869,0.3989,0.0000,0.7900,0.7900,placement,Resting
48.7009,48.8110,0.1101,CubeBlue,-0.0572,0.6933,0.4057,-0.2484,0.6869,0.3989,0.0000,0.0000,0.0000,placement,Resting
48.8111,48.8401,0.0289,CubeBlue,-0.0727,0.6919,0.4140,-0.2484,0.6869,0.3989,0.0000,0.3022,0.3022,placement,Resting
48.8402,48.8918,0.0516,CubeBlue,-0.0859,0.6922,0.4223,-0.2484,0.6869,0.3989,0.0000,0.1361,0.1361,placement,Resting
48.8920,49.0048,0.1128,CubeBlue,-0.1074,0.6899,0.4408,-0.2484,0.6869,0.3989,0.0000,1.1694,1.1694,placement,Resting
49.0049,49.0327,0.0278,CubeBlue,-0.1227,0.6953,0.4521,-0.2484,0.6869,0.3989,0.0000,0.3786,0.3786,placement,Resting
49.0332,49.0847,0.0514,CubeBlue,-0.1448,0.7044,0.4693,-0.2484,0.6869,0.3989,0.0000,0.2603,0.2603,placement,Resting
49.0848,49.1973,0.1125,CubeBlue,-0.1662,0.7190,0.5035,-0.2484,0.6869,0.3989,0.0000,1.5300,1.5300,placement,Resting
49.1975,49.2248,0.0273,CubeBlue,-0.1892,0.7362,0.5327,-0.2484,0.6869,0.3989,0.0000,0.8029,0.8029,placement,Resting
49.2249,49.2810,0.0561,CubeBlue,-0.2254,0.7571,0.5676,-0.2484,0.6869,0.3989,0.0000,0.4783,0.4783,placement,Resting
49.2812,49.3883,0.1071,CubeBlue,-0.2154,0.7606,0.5555,-0.2484,0.6869,0.3989,0.0000,0.6109,0.6109,placement,Resting
49.3884,49.4185,0.0301,CubeBlue,-0.2141,0.7558,0.5605,-0.2484,0.6869,0.3989,0.0000,0.1253,0.1253,placement,Resting
49.4186,49.4738,0.0552,CubeBlue,-0.2161,0.7505,0.5674,-0.2484,0.6869,0.3989,0.0000,0.0822,0.0822,placement,Resting
49.4740,49.5833,0.1093,CubeBlue,-0.2188,0.7448,0.5585,-0.2484,0.6869,0.3989,0.0000,0.3654,0.3654,placement,Resting
49.5834,49.6137,0.0303,CubeBlue,-0.2171,0.7373,0.5497,-0.2484,0.6869,0.3989,0.0000,0.2159,0.2159,placement,Resting
49.6142,49.6696,0.0554,CubeBlue,-0.2134,0.7229,0.5486,-0.2484,0.6869,0.3989,0.0000,0.1344,0.1344,placement,Resting
49.6698,49.7772,0.1075,CubeBlue,-0.2045,0.6951,0.5631,-0.2484,0.6869,0.3989,0.0000,1.1056,1.1056,placement,Resting
49.7774,49.8075,0.0301,CubeBlue,-0.1995,0.6845,0.5712,-0.2484,0.6869,0.3989,0.0000,0.2539,0.2539,placement,Resting
