time_s,tracker_id,bbox_x,bbox_y,bbox_w,bbox_h,bbox_score,kp0_x,kp0_y,kp0_v,kp1_x,kp1_y,kp1_v,kp2_x,kp2_y,kp2_v,kp3_x,kp3_y,kp3_v,calib_status
0.1074,Blue,864.59,881.64,114.52,130.67,0.720,895.92,841.81,1.000,831.83,843.57,1.000,837.97,888.11,1.000,897.68,880.19,1.000,ongoing
0.3001,Blue,832.93,871.71,114.19,130.63,0.721,864.92,836.23,1.000,799.82,837.43,1.000,807.26,882.65,1.000,864.47,874.38,1.000,ongoing
0.3010,Unknown,558.97,934.06,103.90,72.18,0.684,569.97,922.15,1.000,532.37,934.71,1.000,545.54,956.57,1.000,578.54,947.91,1.000,ongoing
0.4958,Red,596.75,907.01,106.95,125.64,0.718,620.92,873.79,1.000,567.35,878.61,1.000,568.55,919.45,1.000,632.46,912.59,1.000,ongoing
0.4967,Unknown,879.88,817.66,88.26,84.42,0.695,886.51,798.99,1.000,861.83,807.01,1.000,876.73,823.40,1.000,895.26,811.88,1.000,ongoing
0.6916,Red,657.58,890.40,106.46,133.43,0.723,686.08,853.08,1.000,629.30,854.53,1.000,627.32,893.95,1.000,685.45,892.39,1.000,ongoing
0.8846,Red,687.74,891.05,108.70,134.39,0.722,714.16,855.36,1.000,659.46,857.53,1.000,660.57,895.32,1.000,715.77,892.58,1.000,ongoing
0.8848,Blue,954.50,834.99,99.81,123.05,0.641,956.48,822.17,1.000,943.03,819.73,1.000,941.70,829.91,1.000,950.90,829.14,1.000,ongoing
1.0765,Blue,937.57,815.61,115.94,128.85,0.720,973.06,776.69,1.000,911.30,776.45,1.000,908.45,822.98,1.000,976.19,818.39,1.000,ongoing
1.0767,Red,664.09,878.05,110.30,134.17,0.718,683.99,847.26,1.000,635.35,852.42,1.000,639.69,886.77,1.000,693.36,881.09,1.000,ongoing
1.2760,Red,652.42,871.55,108.39,131.40,0.726,676.34,836.93,1.000,622.49,838.79,1.000,621.66,877.02,1.000,677.16,873.02,1.000,ongoing
1.2762,Blue,923.36,804.77,115.66,132.29,0.724,955.94,764.55,1.000,891.68,768.54,1.000,898.25,814.09,1.000,959.20,804.15,1.000,ongoing
1.4654,Red,605.38,870.24,107.79,130.13,0.725,630.32,832.70,1.000,574.33,836.59,1.000,575.50,875.53,1.000,631.95,869.14,1.000,ongoing
1.4658,Blue,875.48,796.17,112.15,128.79,0.723,904.64,764.53,1.000,846.24,763.81,1.000,847.65,804.19,1.000,905.02,801.46,1.000,ongoing
1.6593,Blue,850.11,794.70,111.49,124.77,0.718,882.70,758.00,1.000,818.87,759.73,1.000,824.44,803.54,1.000,883.56,799.09,1.000,ongoing
1.6594,Red,580.35,872.49,105.78,129.05,0.717,606.21,834.89,1.000,551.49,835.80,1.000,549.24,879.29,1.000,613.10,873.12,1.000,ongoing
1.8562,Blue,850.87,803.50,112.16,121.51,0.715,882.69,761.38,1.000,816.06,765.86,1.000,824.88,812.32,1.000,887.92,801.45,1.000,ongoing
1.8565,Red,580.18,881.77,106.52,134.89,0.714,607.74,842.88,1.000,548.61,847.77,1.000,556.75,888.33,1.000,614.58,880.48,1.000,ongoing
2.0483,Red,579.50,889.64,106.21,134.13,0.720,607.05,848.42,1.000,547.98,853.54,1.000,553.61,894.98,1.000,612.28,887.74,1.000,ongoing
2.0485,Blue,851.33,808.56,111.33,125.86,0.716,884.40,772.85,1.000,819.69,774.06,1.000,825.97,818.04,1.000,882.15,812.60,1.000,ongoing
2.2462,Red,588.29,887.31,109.21,133.27,0.726,608.22,851.74,1.000,557.04,857.44,1.000,560.14,893.55,1.000,614.07,887.43,1.000,ongoing
2.2465,Blue,860.84,808.20,112.19,127.42,0.723,892.23,773.78,1.000,831.24,774.44,1.000,834.96,816.52,1.000,891.31,811.24,1.000,ongoing
2.4428,Red,617.11,882.53,110.18,135.09,0.724,641.63,846.20,1.000,585.43,848.94,1.000,586.22,892.20,1.000,648.94,884.79,1.000,ongoing
2.4430,Blue,890.49,809.84,115.58,129.97,0.721,922.26,773.68,1.000,859.27,773.81,1.000,863.32,818.60,1.000,923.48,811.63,1.000,ongoing
2.6341,Blue,953.61,826.49,117.49,132.16,0.721,986.26,790.36,1.000,924.44,790.75,1.000,926.75,834.75,1.000,987.87,829.64,1.000,ongoing
2.6342,Red,675.96,889.64,107.04,136.04,0.720,704.53,847.58,1.000,644.21,852.82,1.000,649.50,895.32,1.000,708.60,887.51,1.000,ongoing
2.8280,Red,711.76,903.99,114.46,133.46,0.719,735.59,874.84,1.000,687.16,871.95,1.000,684.90,907.03,1.000,733.82,907.33,1.000,ongoing
2.8282,Blue,994.68,849.42,126.02,136.97,0.717,1028.52,808.28,1.000,960.73,809.24,1.000,965.79,857.51,1.000,1029.46,848.94,1.000,ongoing
3.0226,Red,686.36,903.60,108.53,131.67,0.725,714.92,868.43,1.000,659.68,867.02,1.000,655.24,905.74,1.000,711.45,906.58,1.000,ongoing
3.0228,Blue,964.94,844.38,122.44,136.80,0.716,1003.34,804.26,1.000,932.88,802.36,1.000,938.61,852.20,1.000,999.53,847.62,1.000,ongoing
3.2139,Red,654.86,893.10,108.33,133.46,0.723,675.09,860.84,1.000,625.35,867.81,1.000,632.39,901.96,1.000,681.89,894.43,1.000,ongoing
3.2141,Red,930.69,829.91,113.52,137.59,0.650,955.64,798.48,1.000,907.20,789.81,1.000,900.95,823.21,1.000,944.76,828.34,1.000,ongoing
3.3959,Unknown,651.55,891.83,109.64,132.81,0.723,672.30,861.19,1.000,622.88,864.36,1.000,625.66,898.56,1.000,676.25,894.78,1.000,ongoing
3.3965,Unknown,930.50,827.77,119.23,132.27,0.679,965.15,792.00,1.000,910.50,781.36,1.000,901.38,818.14,1.000,949.21,826.90,1.000,ongoing
3.5892,Red,578.22,912.20,105.91,118.67,0.718,603.39,880.12,1.000,550.60,883.97,1.000,553.85,919.72,1.000,605.85,915.22,1.000,ongoing
3.5894,Blue,850.68,842.73,100.79,131.61,0.710,885.41,808.13,1.000,823.29,801.87,1.000,818.49,843.72,1.000,875.92,847.19,1.000,ongoing
3.7743,Blue,842.44,831.78,91.38,113.87,0.715,865.25,800.84,1.000,821.48,803.53,1.000,822.83,832.51,1.000,868.48,830.52,1.000,ongoing
3.7745,Red,568.55,911.66,107.91,117.21,0.713,589.83,886.77,1.000,542.29,886.39,1.000,543.34,920.29,1.000,590.84,916.66,1.000,ongoing
3.9684,Blue,847.88,802.44,97.17,111.75,0.721,866.35,775.20,1.000,822.34,777.14,1.000,830.18,806.35,1.000,871.69,800.29,1.000,ongoing
3.9687,Red,573.35,911.16,109.92,120.12,0.715,595.31,883.05,1.000,549.20,884.58,1.000,550.59,915.35,1.000,595.07,912.33,1.000,ongoing
4.1622,Blue,844.98,711.75,108.29,120.39,0.721,874.54,674.47,1.000,815.62,675.51,1.000,818.70,715.73,1.000,874.23,711.60,1.000,ongoing
4.1624,Red,576.32,910.30,108.58,123.24,0.720,601.63,879.05,1.000,550.51,882.11,1.000,551.94,916.54,1.000,602.92,911.83,1.000,ongoing
4.3530,Red,586.35,906.79,109.19,129.87,0.722,606.29,876.23,1.000,557.40,882.17,1.000,563.64,915.50,1.000,613.06,910.05,1.000,ongoing
4.3532,Blue,844.79,724.08,106.24,114.10,0.720,870.39,688.37,1.000,814.89,692.11,1.000,820.46,729.93,1.000,875.22,722.54,1.000,ongoing
4.5485,Unknown,861.08,643.64,109.06,115.64,0.720,876.07,612.46,1.000,833.21,623.05,1.000,847.02,652.70,1.000,891.63,638.82,1.000,ongoing
4.5487,Red,595.98,906.27,105.56,126.26,0.719,620.92,871.73,1.000,563.38,877.42,1.000,566.84,919.29,1.000,627.44,911.88,1.000,ongoing
4.7418,Red,604.19,910.65,109.91,120.07,0.719,630.49,878.49,1.000,577.67,881.14,1.000,578.20,917.48,1.000,631.09,913.72,1.000,ongoing
4.7420,Blue,809.24,543.95,105.51,118.10,0.696,829.42,504.93,1.000,784.32,513.05,1.000,791.26,546.54,1.000,839.68,533.54,1.000,ongoing
4.9359,Red,618.31,914.08,109.49,115.99,0.721,637.44,885.78,1.000,586.75,891.85,1.000,593.59,927.55,1.000,646.80,920.09,1.000,ongoing
4.9361,Blue,748.05,645.58,78.26,87.64,0.709,755.54,619.52,1.000,724.82,631.37,1.000,736.97,651.78,1.000,768.96,641.05,1.000,ongoing
5.1214,Red,620.91,914.21,108.91,114.74,0.722,643.34,886.68,1.000,592.89,889.70,1.000,595.48,924.36,1.000,647.27,920.58,1.000,ongoing
5.1222,Unknown,744.74,656.08,79.14,85.68,0.705,761.49,637.33,1.000,725.63,636.84,1.000,729.99,661.39,1.000,760.26,658.38,1.000,ongoing
5.3140,Red,621.25,919.12,108.46,104.30,0.723,651.42,889.91,1.000,594.92,892.34,1.000,594.22,931.05,1.000,652.91,930.70,1.000,ongoing
5.3143,Blue,735.07,699.50,76.05,86.33,0.691,762.46,679.93,1.000,718.90,670.11,1.000,708.22,700.45,1.000,747.45,708.97,1.000,ongoing
5.5089,Red,619.24,919.99,108.77,104.47,0.724,645.84,891.63,1.000,591.26,893.95,1.000,590.48,933.29,1.000,650.56,931.13,1.000,ongoing
5.7003,Red,617.06,914.77,108.75,113.03,0.721,638.17,888.55,1.000,587.25,893.52,1.000,591.13,929.20,1.000,645.69,924.23,1.000,ongoing
5.7004,Blue,737.39,708.38,91.32,108.17,0.715,759.45,682.95,1.000,714.07,682.29,1.000,711.16,714.19,1.000,757.78,712.82,1.000,ongoing
5.8969,Red,612.73,916.59,105.72,108.42,0.717,641.56,885.41,1.000,579.92,890.20,1.000,586.27,933.00,1.000,649.05,926.99,1.000,ongoing
5.8971,Blue,730.28,706.19,91.94,108.37,0.716,757.64,673.35,1.000,702.49,675.51,1.000,702.35,713.86,1.000,757.42,709.20,1.000,ongoing
6.0954,Red,610.32,914.28,105.50,114.35,0.718,631.78,881.99,1.000,579.00,889.94,1.000,586.63,926.05,1.000,638.45,916.80,1.000,ongoing
6.0956,Blue,728.76,704.93,92.48,107.57,0.718,750.85,670.17,1.000,698.36,676.19,1.000,705.44,713.84,1.000,758.30,705.22,1.000,ongoing
6.2876,Blue,727.60,704.41,92.88,108.10,0.721,747.86,666.49,1.000,695.16,675.30,1.000,705.15,715.29,1.000,761.06,702.61,1.000,ongoing
6.2878,Red,607.63,914.43,107.46,115.43,0.719,631.13,882.71,1.000,577.48,888.88,1.000,583.26,925.83,1.000,636.28,916.76,1.000,ongoing
6.4811,Red,606.31,914.35,108.08,114.25,0.722,630.46,883.61,1.000,575.25,889.74,1.000,581.52,927.53,1.000,635.76,919.41,1.000,ongoing
6.4814,Blue,725.67,705.49,92.99,107.71,0.718,747.56,670.90,1.000,697.00,674.93,1.000,700.16,713.76,1.000,757.47,707.21,1.000,ongoing
6.6754,Red,618.91,913.96,108.97,115.05,0.723,639.34,884.52,1.000,586.89,889.64,1.000,592.00,926.44,1.000,646.59,920.37,1.000,ongoing
6.6755,Blue,737.71,706.84,89.74,107.72,0.719,754.98,679.99,1.000,712.39,684.25,1.000,714.63,714.78,1.000,758.77,708.14,1.000,ongoing
6.8702,Blue,763.19,707.62,91.97,108.64,0.717,790.21,677.29,1.000,737.29,678.81,1.000,738.03,714.72,1.000,791.45,711.10,1.000,ongoing
6.8703,Red,645.48,913.75,107.07,115.99,0.713,665.79,880.73,1.000,613.57,887.37,1.000,622.22,928.70,1.000,681.96,915.25,1.000,ongoing
7.0661,Red,654.97,920.74,107.50,105.00,0.722,678.45,892.07,1.000,625.49,897.74,1.000,630.71,933.90,1.000,684.98,929.38,1.000,ongoing
7.0663,Red,770.95,716.83,91.28,114.90,0.679,788.95,692.89,1.000,761.93,685.73,1.000,750.90,704.87,1.000,773.93,709.89,1.000,ongoing
7.2579,Red,660.56,928.96,103.95,85.46,0.696,678.77,911.29,1.000,636.75,918.83,1.000,642.97,945.69,1.000,688.96,942.80,1.000,ongoing
7.2580,Blue,765.51,743.15,60.09,76.16,0.648,763.39,741.14,1.000,763.83,741.85,1.000,765.60,743.74,1.000,765.45,742.21,1.000,ongoing
7.8405,Unknown,709.36,940.51,97.18,57.97,0.646,722.59,933.76,1.000,700.56,936.27,1.000,701.09,948.15,1.000,722.44,948.28,1.000,ongoing
8.2304,Unknown,719.35,933.76,102.49,70.65,0.675,731.34,924.48,1.000,696.02,932.61,1.000,704.79,952.42,1.000,734.78,948.05,1.000,ongoing
