start_time_s,end_time_s,duration_s,tracker_id,start_x,start_y,start_z,end_x,end_y,end_z,path_length_m,avg_speed_mps,max_speed_mps,release_type,final_contact_level
11.1125,11.1410,0.0284,CubeBlue,-0.1264,0.7039,0.6040,0.0166,0.6713,0.5079,0.0000,0.5068,0.5068,placement,Resting
11.1413,11.1976,0.0564,CubeBlue,-0.1286,0.7558,0.5570,0.0166,0.6713,0.5079,0.0000,0.6157,0.6157,placement,Resting
11.1978,11.3072,0.1094,CubeBlue,-0.0942,0.7613,0.5129,0.0166,0.6713,0.5079,0.0000,1.8751,1.8751,placement,Resting
11.3074,11.3355,0.0282,CubeBlue,-0.0683,0.7471,0.4965,0.0166,0.6713,0.5079,0.0000,0.6320,0.6320,placement,Resting
11.3362,11.3899,0.0537,CubeBlue,-0.0343,0.7318,0.4796,0.0166,0.6713,0.5079,0.0000,0.3686,0.3686,placement,Resting
11.3900,11.5012,0.1112,CubeBlue,0.0203,0.7256,0.4556,0.0166,0.6713,0.5079,0.0000,2.1767,2.1767,placement,Resting
11.5014,11.5296,0.0282,CubeBlue,0.0574,0.7134,0.4471,0.0166,0.6713,0.5079,0.0000,0.7449,0.7449,placement,Resting
11.5298,11.5841,0.0544,CubeBlue,0.0888,0.7085,0.4432,0.0166,0.6713,0.5079,0.0000,0.2802,0.2802,placement,Resting
11.5843,11.6947,0.1105,CubeBlue,0.1208,0.6940,0.4635,0.0130,0.6713,0.4999,0.0000,1.5621,1.5621,release,Resting
11.6949,11.7235,0.0286,CubeBlue,0.1245,0.6873,0.4758,0.0079,0.6713,0.4887,0.0000,0.2661,0.2661,release,Resting
11.7237,11.7806,0.0569,CubeBlue,0.1157,0.6850,0.4801,0.0075,0.6713,0.4878,0.0000,0.0886,0.0886,placement,Resting
11.7808,11.8899,0.1091,CubeBlue,0.1112,0.6784,0.4847,0.0068,0.6713,0.4863,0.0000,0.3473,0.3473,placement,Resting
11.8900,11.9195,0.0295,CubeBlue,0.1085,0.6777,0.4847,0.0055,0.6713,0.4834,0.0000,0.0479,0.0479,placement,Resting
14.0574,14.0576,0.0001,CubeRed,-0.0010,0.6713,0.5084,0.1309,0.6713,0.4435,0.0000,0.0000,0.0000,placement,Resting
14.1121,14.1122,0.0001,CubeRed,-0.0030,0.6762,0.5141,0.1309,0.6713,0.4435,0.0000,0.2918,0.2918,placement,Resting
14.2240,14.2241,0.0001,CubeRed,-0.0092,0.6837,0.5217,0.1309,0.6713,0.4435,0.0000,0.2206,0.2206,placement,Resting
14.2522,14.2526,0.0005,CubeRed,-0.0173,0.6956,0.5335,0.1309,0.6713,0.4435,0.0000,0.1665,0.1665,placement,Resting
14.3075,14.3076,0.0001,CubeRed,-0.0273,0.7015,0.5584,0.1309,0.6713,0.4435,0.0000,1.0044,1.0044,placement,Resting
14.4185,14.4187,0.0002,CubeRed,-0.0301,0.7001,0.5742,0.1309,0.6713,0.4435,0.0000,0.2967,0.2967,placement,Resting
14.4473,14.4475,0.0001,CubeRed,-0.0336,0.6959,0.5886,0.1309,0.6713,0.4435,0.0000,0.1360,0.1360,placement,Resting
14.5009,14.5010,0.0001,CubeRed,-0.0361,0.6902,0.5964,0.1309,0.6713,0.4435,0.0000,0.3646,0.3646,placement,Resting
14.6117,14.6118,0.0002,CubeRed,-0.0384,0.6853,0.6065,0.1309,0.6713,0.4435,0.0000,0.2158,0.2158,placement,Resting
14.6406,14.6407,0.0001,CubeRed,-0.0405,0.6846,0.6088,0.1309,0.6713,0.4435,0.0000,0.0280,0.0280,placement,Resting
14.6979,14.6980,0.0001,CubeRed,-0.0408,0.6798,0.6150,0.1309,0.6713,0.4435,0.0000,0.3133,0.3133,placement,Resting
14.8090,14.8091,0.0001,CubeRed,-0.0382,0.6784,0.6131,0.1309,0.6713,0.4435,0.0000,0.0609,0.0609,placement,Resting
15.8610,15.9734,0.1124,CubeBlue,0.1395,0.6713,0.4489,-0.0282,0.6713,0.5917,0.0000,0.0000,0.0000,placement,Resting
15.9738,16.0014,0.0276,CubeBlue,0.1405,0.6773,0.4511,-0.0282,0.6713,0.5917,0.0000,0.1210,0.1210,placement,Resting
23.7939,23.7940,0.0001,CubeRed,0.0315,0.7226,0.5331,0.1236,0.7112,0.4212,0.0000,0.0000,0.0000,drop,Nearby
23.8513,23.8514,0.0001,CubeRed,0.0425,0.7393,0.5341,0.1230,0.7131,0.4198,0.0000,0.7252,0.7252,release,Nearby
28.1257,28.1258,0.0001,CubeRed,0.2015,0.7226,0.5767,0.1261,0.7226,0.4331,0.0000,0.0000,0.0000,placement,Nearby
28.2344,28.2345,0.0001,CubeRed,0.2020,0.7218,0.5771,0.1268,0.7226,0.4349,0.0000,0.0196,0.0196,placement,Nearby
28.2671,28.2675,0.0004,CubeRed,0.2069,0.7188,0.5845,0.1279,0.7226,0.4374,0.0000,0.0853,0.0853,placement,Nearby
28.3212,28.3213,0.0001,CubeRed,0.1832,0.7381,0.5842,0.1280,0.7226,0.4376,0.0000,0.9413,0.9413,placement,Nearby
28.4319,28.4321,0.0002,CubeRed,0.1511,0.7520,0.5871,0.1282,0.7226,0.4380,0.0000,0.6566,0.6566,placement,Nearby
31.1549,31.1846,0.0297,CubeBlue,0.1231,0.7115,0.4087,0.0735,0.7226,0.5805,0.0000,0.0000,0.0000,placement,Resting
31.1850,31.2368,0.0517,CubeBlue,0.1033,0.7265,0.4053,0.0735,0.7226,0.5805,0.0000,0.2199,0.2199,placement,Resting
31.2370,31.3490,0.1120,CubeBlue,0.0345,0.7568,0.4136,0.0735,0.7226,0.5805,0.0000,2.5393,2.5393,placement,Resting
