time_s,tracker_id,pos_x,pos_y,pos_z,rot_y,is_gripping,down_face_x,down_face_y,down_face_z
0.2745,CubeBlue,0.0000,0.0000,0.0000,5.43,0,0.00,-1.00,0.00
0.2750,CubeRed,0.0000,0.0000,0.0000,9.88,0,0.00,-1.00,0.00
0.3187,CubeBlue,0.0000,0.0000,0.0000,5.43,1,0.00,-1.00,0.00
0.3189,CubeRed,0.0000,0.0000,0.0000,9.88,0,0.00,-1.00,0.00
0.4833,CubeBlue,-0.0022,-0.0017,0.0042,5.43,0,0.00,-1.00,0.00
0.4834,CubeRed,0.0000,0.0000,0.0000,9.88,0,0.00,-1.00,0.00
0.5109,CubeBlue,-0.0022,-0.0017,0.0042,5.43,0,0.00,-1.00,0.00
0.5111,CubeRed,0.0000,0.0000,0.0000,9.88,0,0.00,-1.00,0.00
0.5341,CubeBlue,-0.0022,-0.0017,0.0042,5.42,0,0.00,-1.00,0.00
0.5343,CubeRed,0.0000,0.0000,0.0000,9.88,0,0.00,-1.00,0.00
0.6821,CubeBlue,-0.0022,-0.0017,0.0042,5.43,0,0.00,-1.00,0.00
0.6825,CubeRed,0.0000,0.0000,0.0000,9.88,0,0.00,-1.00,0.00
0.7109,CubeBlue,-0.0022,-0.0017,0.0042,5.43,0,0.00,-1.00,0.00
0.7114,CubeRed,0.0000,0.0000,0.0000,9.88,0,0.00,-1.00,0.00
0.7542,CubeBlue,-0.0022,-0.0017,0.0042,5.43,0,0.00,-1.00,0.00
0.7544,CubeRed,0.0000,0.0000,0.0000,9.88,0,0.00,-1.00,0.00
0.8922,CubeBlue,-0.0022,-0.0017,0.0042,5.43,0,0.00,-1.00,0.00
0.8923,CubeRed,0.0000,0.0000,0.0000,9.88,0,0.00,-1.00,0.00
0.9189,CubeBlue,-0.0022,-0.0017,0.0042,5.42,0,0.00,-1.00,0.00
0.9192,CubeRed,0.0000,0.0000,0.0000,9.88,0,0.00,-1.00,0.00
0.9704,CubeBlue,-0.0022,-0.0017,0.0042,5.42,0,0.00,-1.00,0.00
0.9705,CubeRed,0.0000,0.0000,0.0000,9.88,0,0.00,-1.00,0.00
1.0919,CubeBlue,0.0068,0.1163,0.2353,5.42,0,0.00,-1.00,0.00
1.0921,CubeRed,0.0000,0.0000,0.0000,9.88,0,0.00,-1.00,0.00
1.1572,CubeBlue,0.0225,0.3222,0.6385,5.42,0,0.00,-1.00,0.00
1.1575,CubeRed,0.0000,0.0000,0.0000,9.88,0,0.00,-1.00,0.00
1.1849,CubeBlue,0.0247,0.3510,0.6950,5.42,0,0.00,-1.00,0.00
1.1850,CubeRed,0.0000,0.0000,0.0000,9.88,0,0.00,-1.00,0.00
1.3254,CubeBlue,0.0253,0.3584,0.7095,2.78,0,0.00,-1.00,0.00
1.3258,CubeRed,-0.0219,0.1113,0.0832,342.48,0,0.00,-1.00,0.00
1.3494,CubeBlue,0.0277,0.3896,0.7705,2.24,0,0.00,-1.00,0.00
1.3499,CubeRed,-0.1144,0.5815,0.4345,336.87,0,0.00,-1.00,0.00
1.4009,CubeBlue,0.0277,0.3905,0.7722,2.24,0,0.00,-1.00,0.00
1.4011,CubeRed,-0.1170,0.5947,0.4444,336.87,0,0.00,-1.00,0.00
1.5170,CubeBlue,0.0278,0.3920,0.7752,2.24,0,0.00,-1.00,0.00
1.5172,CubeRed,-0.1215,0.6177,0.4616,336.87,0,0.00,-1.00,0.00
1.5433,CubeBlue,0.0280,0.3945,0.7801,2.24,0,0.00,-1.00,0.00
1.5434,CubeRed,-0.1289,0.6555,0.4898,336.87,0,0.00,-1.00,0.00
1.5966,CubeBlue,0.0280,0.3946,0.7804,2.24,0,0.00,-1.00,0.00
1.5967,CubeRed,-0.1294,0.6580,0.4917,336.87,0,0.00,-1.00,0.00
1.7097,CubeBlue,0.0281,0.3949,0.7809,2.24,0,0.00,-1.00,0.00
1.7098,CubeRed,-0.1302,0.6621,0.4948,336.87,0,0.00,-1.00,0.00
1.7382,CubeBlue,0.0281,0.3953,0.7817,2.23,0,0.00,-1.00,0.00
1.7383,CubeRed,-0.1315,0.6684,0.4995,336.87,0,0.00,-1.00,0.00
1.7914,CubeBlue,0.0281,0.3954,0.7818,2.23,0,0.00,-1.00,0.00
1.7916,CubeRed,-0.1316,0.6689,0.4998,336.87,0,0.00,-1.00,0.00
1.9151,CubeBlue,0.0281,0.3954,0.7819,4.28,0,0.00,-1.00,0.00
1.9152,CubeRed,-0.1317,0.6696,0.5004,341.20,0,0.00,-1.00,0.00
1.9473,CubeBlue,0.0281,0.3955,0.7821,7.08,0,0.00,-1.00,0.00
1.9478,CubeRed,-0.1319,0.6708,0.5013,341.20,0,0.00,-1.00,0.00
1.9991,CubeBlue,0.0281,0.3955,0.7821,7.10,0,0.00,-1.00,0.00
1.9992,CubeRed,-0.1320,0.6709,0.5014,341.20,0,0.00,-1.00,0.00
2.1192,CubeBlue,0.0281,0.3955,0.7821,7.10,0,0.00,-1.00,0.00
2.1193,CubeRed,-0.1320,0.6710,0.5014,341.20,0,0.00,-1.00,0.00
2.1408,CubeBlue,0.0281,0.3955,0.7821,7.09,0,0.00,-1.00,0.00
2.1410,CubeRed,-0.1320,0.6712,0.5016,341.20,0,0.00,-1.00,0.00
2.1932,CubeBlue,0.0281,0.3955,0.7821,7.09,0,0.00,-1.00,0.00
2.1933,CubeRed,-0.1320,0.6712,0.5016,341.20,0,0.00,-1.00,0.00
2.3075,CubeBlue,0.0281,0.3955,0.7821,7.09,0,0.00,-1.00,0.00
2.3077,CubeRed,-0.1299,0.6712,0.4929,341.19,0,0.00,-1.00,0.00
2.3340,CubeBlue,0.0281,0.3955,0.7821,7.09,0,0.00,-1.00,0.00
2.3341,CubeRed,-0.1266,0.6712,0.4794,341.20,0,0.00,-1.00,0.00
2.3887,CubeBlue,0.0281,0.3955,0.7821,7.10,0,0.00,-1.00,0.00
2.3888,CubeRed,-0.1264,0.6712,0.4785,341.20,0,0.00,-1.00,0.00
2.5006,CubeBlue,0.0281,0.3955,0.7821,7.10,0,0.00,-1.00,0.00
2.5007,CubeRed,-0.1260,0.6713,0.4769,341.20,0,0.00,-1.00,0.00
2.5293,CubeBlue,0.0281,0.3955,0.7821,7.09,0,0.00,-1.00,0.00
2.5298,CubeRed,-0.1254,0.6713,0.4746,341.20,0,0.00,-1.00,0.00
2.5838,CubeBlue,0.0281,0.3955,0.7821,7.09,0,0.00,-1.00,0.00
2.5840,CubeRed,-0.1254,0.6713,0.4745,341.20,0,0.00,-1.00,0.00
2.6950,CubeBlue,0.0281,0.3955,0.7821,7.09,0,0.00,-1.00,0.00
2.6951,CubeRed,-0.1253,0.6713,0.4742,341.20,0,0.00,-1.00,0.00
2.7234,CubeBlue,0.0281,0.3955,0.7821,7.09,0,0.00,-1.00,0.00
2.7235,CubeRed,-0.1252,0.6713,0.4738,341.20,0,0.00,-1.00,0.00
2.7801,CubeBlue,0.0281,0.3955,0.7821,7.09,0,0.00,-1.00,0.00
2.7803,CubeRed,-0.1252,0.6713,0.4737,341.20,0,0.00,-1.00,0.00
2.8896,CubeBlue,0.0281,0.3955,0.7821,7.10,0,0.00,-1.00,0.00
