time_s,tracker_id,qx,qy,qz,qw,raw_grip
0.2744,CubeBlue,0.0001,0.0473,-0.0031,0.9989,0
0.2750,CubeRed,-0.0009,0.0861,0.0034,0.9963,0
0.3186,CubeBlue,-0.0011,0.0473,-0.0036,0.9989,17
0.3189,CubeRed,0.0000,0.0861,0.0028,0.9963,0
0.4832,CubeBlue,-0.0002,0.0474,-0.0040,0.9989,0
0.4834,CubeRed,0.0002,0.0861,0.0024,0.9963,0
0.5109,CubeBlue,-0.0008,0.0473,-0.0037,0.9989,0
0.5111,CubeRed,-0.0007,0.0861,0.0030,0.9963,0
0.5341,CubeBlue,-0.0007,0.0473,-0.0032,0.9989,0
0.5343,CubeRed,-0.0007,0.0861,0.0030,0.9963,0
0.6819,CubeBlue,-0.0012,0.0473,-0.0040,0.9989,0
0.6823,CubeRed,-0.0008,0.0861,0.0026,0.9963,0
0.7109,CubeBlue,-0.0005,0.0474,-0.0034,0.9989,0
0.7113,CubeRed,0.0000,0.0861,0.0025,0.9963,0
0.7541,CubeBlue,-0.0006,0.0473,-0.0042,0.9989,0
0.7543,CubeRed,-0.0010,0.0861,0.0030,0.9963,0
0.8921,CubeBlue,-0.0003,0.0473,-0.0043,0.9989,0
0.8923,CubeRed,-0.0004,0.0861,0.0029,0.9963,0
0.9188,CubeBlue,-0.0003,0.0473,-0.0040,0.9989,0
0.9192,CubeRed,-0.0003,0.0861,0.0027,0.9963,0
0.9703,CubeBlue,-0.0006,0.0473,-0.0040,0.9989,0
0.9705,CubeRed,-0.0007,0.0861,0.0027,0.9963,0
1.0918,CubeBlue,-0.0006,0.0473,-0.0040,0.9989,0
1.0921,CubeRed,0.0001,0.0861,0.0032,0.9963,0
1.1571,CubeBlue,-0.0006,0.0473,-0.0037,0.9989,0
1.1574,CubeRed,-0.0006,0.0861,0.0034,0.9963,0
1.1848,CubeBlue,-0.0012,0.0473,-0.0032,0.9989,0
1.1850,CubeRed,-0.0008,0.0861,0.0033,0.9963,0
1.3253,CubeBlue,-0.0012,0.0473,-0.0032,0.9989,0
1.3257,CubeRed,-0.0008,0.0861,0.0033,0.9963,0
1.3493,CubeBlue,-0.0010,0.0473,-0.0036,0.9989,0
1.3498,CubeRed,-0.0007,0.0861,0.0029,0.9963,0
1.4008,CubeBlue,-0.0010,0.0473,-0.0036,0.9989,0
1.4010,CubeRed,-0.0007,0.0861,0.0029,0.9963,0
1.5169,CubeBlue,-0.0011,0.0473,-0.0032,0.9989,0
1.5171,CubeRed,-0.0004,0.0861,0.0031,0.9963,0
1.5432,CubeBlue,-0.0006,0.0473,-0.0033,0.9989,0
1.5434,CubeRed,0.0002,0.0861,0.0031,0.9963,0
1.5965,CubeBlue,-0.0009,0.0472,-0.0033,0.9989,0
1.5967,CubeRed,-0.0001,0.0861,0.0025,0.9963,0
1.7096,CubeBlue,-0.0009,0.0472,-0.0036,0.9989,0
1.7098,CubeRed,-0.0001,0.0861,0.0025,0.9963,0
1.7381,CubeBlue,-0.0012,0.0472,-0.0037,0.9989,0
1.7383,CubeRed,-0.0005,0.0861,0.0027,0.9963,0
1.7914,CubeBlue,-0.0004,0.0472,-0.0032,0.9989,0
1.7915,CubeRed,0.0002,0.0861,0.0027,0.9963,0
1.9150,CubeBlue,-0.0012,0.0472,-0.0037,0.9989,0
1.9152,CubeRed,0.0003,0.0860,0.0031,0.9963,0
1.9473,CubeBlue,-0.0010,0.0472,-0.0034,0.9989,0
1.9477,CubeRed,0.0001,0.0860,0.0034,0.9963,0
1.9990,CubeBlue,-0.0010,0.0472,-0.0037,0.9989,0
1.9992,CubeRed,-0.0005,0.0860,0.0034,0.9963,0
2.1191,CubeBlue,-0.0007,0.0472,-0.0028,0.9989,0
2.1193,CubeRed,0.0003,0.0860,0.0029,0.9963,0
2.1408,CubeBlue,-0.0004,0.0472,-0.0033,0.9989,0
2.1410,CubeRed,0.0000,0.0860,0.0034,0.9963,0
2.1931,CubeBlue,-0.0004,0.0472,-0.0033,0.9989,0
2.1933,CubeRed,0.0000,0.0860,0.0034,0.9963,0
2.3074,CubeBlue,-0.0007,0.0472,-0.0037,0.9989,0
2.3077,CubeRed,0.0001,0.0860,0.0029,0.9963,0
2.3339,CubeBlue,-0.0004,0.0472,-0.0035,0.9989,0
2.3341,CubeRed,-0.0002,0.0860,0.0031,0.9963,0
2.3886,CubeBlue,-0.0005,0.0472,-0.0036,0.9989,0
2.3888,CubeRed,-0.0004,0.0860,0.0030,0.9963,0
2.5005,CubeBlue,-0.0012,0.0472,-0.0033,0.9989,0
2.5007,CubeRed,-0.0009,0.0860,0.0029,0.9963,0
2.5292,CubeBlue,-0.0011,0.0472,-0.0038,0.9989,0
2.5297,CubeRed,0.0002,0.0860,0.0031,0.9963,0
2.5838,CubeBlue,-0.0011,0.0472,-0.0038,0.9989,0
2.5839,CubeRed,0.0006,0.0860,0.0033,0.9963,0
2.6949,CubeBlue,-0.0009,0.0472,-0.0039,0.9989,0
2.6951,CubeRed,0.0002,0.0860,0.0028,0.9963,0
2.7233,CubeBlue,-0.0005,0.0472,-0.0034,0.9989,0
2.7235,CubeRed,-0.0001,0.0860,0.0038,0.9963,0
2.7800,CubeBlue,-0.0007,0.0472,-0.0035,0.9989,0
2.7803,CubeRed,-0.0002,0.0860,0.0035,0.9963,0
2.8895,CubeBlue,-0.0004,0.0472,-0.0039,0.9989,0
2.8897,CubeRed,-0.0004,0.0860,0.0033,0.9963,0
2.9174,CubeBlue,-0.0002,0.0472,-0.0033,0.9989,0
2.9176,CubeRed,0.0003,0.0860,0.0031,0.9963,0
2.9724,CubeBlue,-0.0002,0.0472,-0.0033,0.9989,0
2.9726,CubeRed,0.0003,0.0860,0.0031,0.9963,0
3.0843,CubeBlue,-0.0006,0.0472,-0.0037,0.9989,0
3.0845,CubeRed,0.0004,0.0860,0.0034,0.9963,0
3.1136,CubeBlue,-0.0008,0.0472,-0.0033,0.9989,0
3.1140,CubeRed,-0.0007,0.0860,0.0031,0.9963,0
3.1675,CubeBlue,-0.0005,0.0471,-0.0034,0.9989,0
3.1677,CubeRed,0.0001,0.0860,0.0034,0.9963,0
3.2784,CubeBlue,-0.0010,0.0471,-0.0037,0.9989,0
3.2785,CubeRed,-0.0003,0.0860,0.0029,0.9963,0
3.3097,CubeBlue,0.0003,0.0471,-0.0036,0.9989,0
3.3099,CubeRed,0.0005,0.0860,0.0033,0.9963,0
3.3614,CubeBlue,0.0009,0.0471,-0.0042,0.9989,0
3.3616,CubeRed,0.0001,0.0860,0.0033,0.9963,0
3.4892,CubeBlue,0.0001,0.0471,-0.0037,0.9989,0
3.4895,CubeRed,0.0001,0.0860,0.0033,0.9963,0
3.5157,CubeBlue,-0.0005,0.0471,-0.0038,0.9989,0
3.5159,CubeRed,0.0000,0.0860,0.0037,0.9963,0
3.5677,CubeBlue,-0.0005,0.0471,-0.0038,0.9989,0
3.5679,CubeRed,0.0000,0.0860,0.0037,0.9963,0
3.6813,CubeBlue,-0.0009,0.0471,-0.0038,0.9989,0
3.6815,CubeRed,-0.0004,0.0860,0.0026,0.9963,0
3.7111,CubeBlue,-0.0007,0.0471,-0.0038,0.9989,0
3.7116,CubeRed,0.0000,0.0860,0.0034,0.9963,0
3.7643,CubeBlue,-0.0004,0.0471,-0.0038,0.9989,0
3.7644,CubeRed,-0.0002,0.0860,0.0034,0.9963,0
3.8768,CubeBlue,-0.0008,0.0471,-0.0035,0.9989,0
3.8770,CubeRed,0.0000,0.0860,0.0026,0.9963,0
3.9051,CubeBlue,-0.0005,0.0471,-0.0043,0.9989,0
3.9054,CubeRed,0.0003,0.0859,0.0030,0.9963,0
3.9592,CubeBlue,-0.0004,0.0471,-0.0038,0.9989,0
3.9614,CubeRed,0.0003,0.0859,0.0030,0.9963,0
4.0708,CubeBlue,-0.0008,0.0471,-0.0031,0.9989,0
4.0710,CubeRed,-0.0002,0.0859,0.0028,0.9963,0
4.1008,CubeBlue,-0.0005,0.0472,-0.0032,0.9989,0
4.1010,CubeRed,-0.0002,0.0859,0.0030,0.9963,0
4.1533,CubeBlue,-0.0008,0.0471,-0.0035,0.9989,0
4.1535,CubeRed,0.0006,0.0859,0.0030,0.9963,0
4.2646,CubeBlue,-0.0008,0.0471,-0.0035,0.9989,0
4.2647,CubeRed,-0.0001,0.0859,0.0037,0.9963,0
4.2938,CubeBlue,-0.0008,0.0471,-0.0030,0.9989,0
4.2942,CubeRed,0.0003,0.0859,0.0027,0.9963,0
4.3480,CubeBlue,-0.0010,0.0471,-0.0036,0.9989,0
4.3482,CubeRed,0.0003,0.0859,0.0027,0.9963,0
4.4598,CubeBlue,-0.0007,0.0471,-0.0039,0.9989,0
4.4600,CubeRed,-0.0007,0.0859,0.0032,0.9963,0
4.4872,CubeBlue,-0.0001,0.0471,-0.0038,0.9989,0
4.4873,CubeRed,0.0007,0.0859,0.0034,0.9963,0
4.5426,CubeBlue,-0.0006,0.0471,-0.0037,0.9989,0
4.5428,CubeRed,-0.0002,0.0859,0.0031,0.9963,0
4.6525,CubeBlue,-0.0006,0.0471,-0.0034,0.9989,0
4.6527,CubeRed,0.0000,0.0858,0.0029,0.9963,0
4.6818,CubeBlue,-0.0003,0.0472,-0.0040,0.9989,0
4.6821,CubeRed,0.0000,0.0859,0.0032,0.9963,0
4.7372,CubeBlue,-0.0002,0.0472,-0.0033,0.9989,0
4.7374,CubeRed,0.0008,0.0859,0.0030,0.9963,0
4.8479,CubeBlue,-0.0015,0.0472,-0.0032,0.9989,0
4.8481,CubeRed,-0.0003,0.0859,0.0029,0.9963,0
4.8801,CubeBlue,-0.0008,0.0472,-0.0037,0.9989,0
4.8805,CubeRed,0.0002,0.0859,0.0031,0.9963,0
4.9309,CubeBlue,-0.0008,0.0472,-0.0037,0.9989,0
4.9311,CubeRed,-0.0004,0.0858,0.0026,0.9963,0
5.0451,CubeBlue,-0.0005,0.0472,-0.0035,0.9989,0
5.0453,CubeRed,-0.0007,0.0858,0.0030,0.9963,0
5.0715,CubeBlue,0.0000,0.0472,-0.0037,0.9989,0
5.0717,CubeRed,-0.0003,0.0858,0.0026,0.9963,0
5.1254,CubeBlue,-0.0010,0.0471,-0.0037,0.9989,0
5.1256,CubeRed,-0.0003,0.0858,0.0026,0.9963,0
5.2365,CubeBlue,-0.0003,0.0472,-0.0039,0.9989,0
5.2366,CubeRed,0.0011,0.0858,0.0028,0.9963,0
5.2659,CubeBlue,0.0001,0.0472,-0.0037,0.9989,0
5.2661,CubeRed,0.0002,0.0858,0.0030,0.9963,0
5.3202,CubeBlue,-0.0009,0.0472,-0.0033,0.9989,0
5.3204,CubeRed,-0.0004,0.0858,0.0035,0.9963,0
5.4321,CubeBlue,-0.0015,0.0472,-0.0038,0.9989,0
5.4323,CubeRed,-0.0006,0.0858,0.0032,0.9963,0
5.4609,CubeBlue,-0.0010,0.0472,-0.0035,0.9989,0
5.4614,CubeRed,0.0019,0.0625,-0.0066,0.9980,0
5.5164,CubeBlue,-0.0018,0.0471,-0.0037,0.9989,0
5.5166,CubeRed,-0.0177,0.0200,0.0014,0.9996,0
5.6290,CubeBlue,-0.0015,0.0472,-0.0045,0.9989,0
5.6292,CubeRed,-0.0225,-0.0263,0.0027,0.9994,0
5.6540,CubeBlue,-0.0014,0.0472,-0.0043,0.9989,0
5.6542,CubeRed,-0.0174,0.0135,0.0063,0.9997,0
5.7080,CubeBlue,-0.0011,0.0472,-0.0035,0.9989,0
5.7082,CubeRed,-0.0169,0.0135,0.0065,0.9997,0
5.8206,CubeBlue,-0.0008,0.0471,-0.0037,0.9989,0
5.8208,CubeRed,-0.0144,0.0134,0.0063,0.9998,0
5.8479,CubeBlue,-0.0006,0.0471,-0.0038,0.9989,0
5.8481,CubeRed,-0.0123,0.0133,0.0078,0.9998,0
5.9032,CubeBlue,0.0002,0.0471,-0.0041,0.9989,0
5.9034,CubeRed,-0.0107,0.0133,0.0056,0.9998,0
6.0146,CubeBlue,-0.0001,0.0471,-0.0038,0.9989,0
6.0148,CubeRed,-0.0092,0.0133,0.0046,0.9999,0
6.0428,CubeBlue,-0.0001,0.0471,-0.0030,0.9989,0
6.0434,CubeRed,-0.0075,-0.0066,0.0039,0.9999,0
6.0999,CubeBlue,-0.0001,0.0471,-0.0030,0.9989,0
6.1001,CubeRed,-0.0111,-0.0423,0.0042,0.9990,0
6.2086,CubeBlue,0.0001,0.0471,-0.0034,0.9989,0
6.2088,CubeRed,-0.0124,-0.0621,0.0032,0.9980,0
6.2380,CubeBlue,-0.0010,0.0471,-0.0041,0.9989,0
6.2381,CubeRed,-0.0093,-0.0613,0.0034,0.9981,0
6.2921,CubeBlue,-0.0006,0.0471,-0.0039,0.9989,0
6.2923,CubeRed,-0.0067,-0.0589,0.0027,0.9982,0
6.4041,CubeBlue,-0.0002,0.0471,-0.0032,0.9989,0
6.4042,CubeRed,-0.0033,-0.0612,0.0027,0.9981,0
6.4324,CubeBlue,0.0000,0.0471,-0.0029,0.9989,0
6.4327,CubeRed,-0.0003,-0.0688,0.0018,0.9976,0
6.4864,CubeBlue,0.0000,0.0471,-0.0029,0.9989,0
6.4865,CubeRed,-0.0003,-0.0688,0.0018,0.9976,0
6.5958,CubeBlue,-0.0007,0.0471,-0.0032,0.9989,0
6.5960,CubeRed,-0.0003,-0.0688,0.0018,0.9976,0
6.6284,CubeBlue,-0.0008,0.0471,-0.0033,0.9989,0
6.6291,CubeRed,0.0040,-0.0978,-0.0026,0.9952,0
6.6820,CubeBlue,-0.0008,0.0471,-0.0033,0.9989,0
6.6847,CubeRed,0.0025,-0.0972,-0.0037,0.9953,1
6.7965,CubeBlue,-0.0010,0.0471,-0.0023,0.9989,0
6.7966,CubeRed,0.0026,-0.0943,-0.0017,0.9955,1
6.8240,CubeBlue,-0.0004,0.0471,-0.0033,0.9989,0
6.8242,CubeRed,0.0077,-0.0873,-0.0093,0.9961,33
6.8757,CubeBlue,-0.0008,0.0471,-0.0035,0.9989,0
6.8759,CubeRed,0.0075,-0.0826,-0.0073,0.9965,82
6.9890,CubeBlue,-0.0003,0.0471,-0.0035,0.9989,0
6.9892,CubeRed,0.0056,-0.0790,-0.0018,0.9969,82
7.0153,CubeBlue,0.0003,0.0472,-0.0037,0.9989,0
7.0156,CubeRed,-0.0495,-0.0717,0.0576,0.9945,97
7.0701,CubeBlue,0.0003,0.0472,-0.0039,0.9989,0
7.0703,CubeRed,-0.0495,-0.0717,0.0576,0.9945,97
7.1821,CubeBlue,-0.0004,0.0471,-0.0037,0.9989,0
7.1823,CubeRed,-0.0886,-0.0823,0.0916,0.9884,96
7.2103,CubeBlue,-0.0002,0.0472,-0.0040,0.9989,0
7.2108,CubeRed,-0.0994,-0.0737,0.0665,0.9901,56
7.2674,CubeBlue,-0.0002,0.0472,-0.0040,0.9989,0
7.2676,CubeRed,-0.0980,-0.0734,0.0650,0.9904,56
7.3735,CubeBlue,-0.0004,0.0472,-0.0033,0.9989,0
7.3738,CubeRed,-0.0957,-0.0716,0.0574,0.9912,56
7.4042,CubeBlue,-0.0008,0.0472,-0.0032,0.9989,0
7.4045,CubeRed,-0.0840,-0.0709,0.0433,0.9930,47
7.4593,CubeBlue,0.0002,0.0472,-0.0033,0.9989,0
7.4595,CubeRed,-0.0799,-0.0710,0.0395,0.9935,18
7.5705,CubeBlue,0.0000,0.0472,-0.0035,0.9989,0
7.5707,CubeRed,-0.0678,-0.0636,0.0197,0.9955,18
7.5997,CubeBlue,-0.0013,0.0472,-0.0030,0.9989,0
7.5999,CubeRed,-0.0667,-0.0596,0.0068,0.9960,17
7.6537,CubeBlue,-0.0013,0.0472,-0.0030,0.9989,0
7.6539,CubeRed,-0.0667,-0.0596,0.0068,0.9960,17
7.7647,CubeBlue,-0.0002,0.0472,-0.0028,0.9989,0
7.7649,CubeRed,-0.0689,-0.0628,0.0052,0.9956,10
7.7950,CubeBlue,-0.0001,0.0472,-0.0036,0.9989,0
7.7955,CubeRed,-0.0661,-0.0652,0.0057,0.9957,7
7.8485,CubeBlue,0.0000,0.0472,-0.0041,0.9989,0
7.8488,CubeRed,-0.0652,-0.0654,0.0065,0.9957,7
7.9592,CubeBlue,-0.0011,0.0472,-0.0030,0.9989,0
7.9595,CubeRed,-0.0653,-0.0639,0.0059,0.9958,0
7.9904,CubeBlue,-0.0003,0.0472,-0.0032,0.9989,0
7.9906,CubeRed,-0.0727,-0.0544,0.0001,0.9959,4
8.0431,CubeBlue,-0.0003,0.0472,-0.0032,0.9989,0
8.0432,CubeRed,-0.0713,-0.0497,-0.0046,0.9962,4
8.1567,CubeBlue,-0.0002,0.0472,-0.0039,0.9989,0
8.1568,CubeRed,-0.0721,-0.0456,-0.0101,0.9963,4
8.2199,CubeBlue,0.0002,0.0472,-0.0038,0.9989,0
8.2201,CubeRed,-0.0677,-0.0400,-0.0007,0.9969,0
8.2519,CubeBlue,-0.0005,0.0472,-0.0037,0.9989,0
8.2521,CubeRed,-0.0517,-0.0308,0.0064,0.9982,0
8.3951,CubeBlue,-0.0003,0.0472,-0.0035,0.9989,0
8.3953,CubeRed,-0.0462,-0.0277,0.0056,0.9985,0
8.4216,CubeBlue,-0.0004,0.0471,-0.0037,0.9989,0
8.4221,CubeRed,-0.0042,-0.0257,-0.0034,0.9997,0
8.4715,CubeBlue,-0.0004,0.0471,-0.0038,0.9989,0
8.4717,CubeRed,-0.0042,-0.0257,-0.0034,0.9997,0
8.5874,CubeBlue,-0.0002,0.0471,-0.0035,0.9989,0
8.5876,CubeRed,0.0060,-0.0282,-0.0009,0.9996,0
8.6123,CubeBlue,-0.0008,0.0471,-0.0041,0.9989,0
8.6125,CubeRed,0.0176,-0.0244,0.0021,0.9995,0
8.6663,CubeBlue,-0.0008,0.0471,-0.0041,0.9989,0
8.6665,CubeRed,0.0176,-0.0244,0.0021,0.9995,0
8.7796,CubeBlue,-0.0002,0.0471,-0.0041,0.9989,0
8.7799,CubeRed,0.0198,-0.0264,-0.0053,0.9994,0
8.8073,CubeBlue,-0.0002,0.0471,-0.0029,0.9989,0
8.8075,CubeRed,0.0176,-0.0270,-0.0130,0.9994,0
8.8622,CubeBlue,-0.0004,0.0470,-0.0039,0.9989,0
8.8643,CubeRed,0.0158,-0.0266,-0.0119,0.9995,0
8.9726,CubeBlue,0.0001,0.0470,-0.0046,0.9989,0
8.9728,CubeRed,0.0106,-0.0260,-0.0081,0.9996,0
9.0017,CubeBlue,0.0001,0.0470,-0.0032,0.9989,0
9.0023,CubeRed,0.0104,-0.0261,-0.0092,0.9996,0
9.0558,CubeBlue,-0.0002,0.0470,-0.0031,0.9989,0
9.0560,CubeRed,0.0104,-0.0261,-0.0092,0.9996,0
9.1670,CubeBlue,-0.0006,0.0470,-0.0029,0.9989,0
9.1672,CubeRed,0.0085,-0.0253,-0.0051,0.9996,0
9.1966,CubeBlue,0.0001,0.0470,-0.0044,0.9989,0
9.1968,CubeRed,0.0078,-0.0253,-0.0050,0.9996,0
9.2501,CubeBlue,0.0004,0.0470,-0.0036,0.9989,0
9.2503,CubeRed,0.0071,-0.0252,-0.0045,0.9996,0
9.3628,CubeBlue,-0.0006,0.0470,-0.0036,0.9989,0
9.3630,CubeRed,0.0085,-0.0253,-0.0062,0.9996,0
9.3908,CubeBlue,-0.0005,0.0470,-0.0038,0.9989,0
9.3910,CubeRed,0.0095,-0.0254,-0.0086,0.9996,0
9.4471,CubeBlue,-0.0007,0.0470,-0.0032,0.9989,0
9.4473,CubeRed,0.0086,-0.0254,-0.0079,0.9996,0
9.5575,CubeBlue,-0.0008,0.0470,-0.0028,0.9989,0
9.5577,CubeRed,0.0088,-0.0254,-0.0080,0.9996,0
9.5862,CubeBlue,-0.0003,0.0470,-0.0038,0.9989,0
9.5867,CubeRed,0.0080,-0.0253,-0.0076,0.9996,0
9.6394,CubeBlue,-0.0012,0.0470,-0.0033,0.9989,0
