time_s,tracker_id,pos_x,pos_y,pos_z,rot_y,is_gripping,down_face_x,down_face_y,down_face_z
0.0025,CubeRed,0.1497,0.6716,0.1912,298.58,0,0.00,-1.00,0.00
0.0026,CubeBlue,-0.1780,0.6716,0.3749,300.04,0,0.00,-1.00,0.00
0.1068,CubeRed,0.1497,0.6716,0.1912,298.59,0,0.00,-1.00,0.00
0.1070,CubeBlue,-0.1780,0.6716,0.3749,300.09,0,0.00,-1.00,0.00
0.1370,CubeRed,0.1497,0.6716,0.1912,298.58,0,0.00,-1.00,0.00
0.1375,CubeBlue,-0.1780,0.6716,0.3749,300.22,0,0.00,-1.00,0.00
0.1898,CubeRed,0.1497,0.6716,0.1912,298.58,0,0.00,-1.00,0.00
0.1899,CubeBlue,-0.1780,0.6716,0.3749,300.26,0,0.00,-1.00,0.00
0.3044,CubeRed,0.0468,0.6716,0.4455,298.58,0,0.00,-1.00,0.00
0.3046,CubeBlue,-0.1780,0.6716,0.3749,300.35,0,0.00,-1.00,0.00
0.3287,CubeRed,0.0468,0.6716,0.4455,298.59,0,0.00,-1.00,0.00
0.3289,CubeBlue,-0.1780,0.6716,0.3749,300.47,0,0.00,-1.00,0.00
0.3824,CubeRed,0.0468,0.6716,0.4455,298.59,0,0.00,-1.00,0.00
0.3825,CubeBlue,-0.1780,0.6716,0.3749,300.47,0,0.00,-1.00,0.00
0.4942,CubeRed,0.0468,0.6716,0.4455,298.58,0,0.00,-1.00,0.00
0.4944,CubeBlue,-0.1780,0.6716,0.3749,300.55,0,0.00,-1.00,0.00
0.5235,CubeRed,0.0468,0.6716,0.4455,298.59,0,0.00,-1.00,0.00
0.5240,CubeBlue,-0.1780,0.6716,0.3749,300.72,0,0.00,-1.00,0.00
0.5798,CubeRed,0.0468,0.6716,0.4455,298.59,0,0.00,-1.00,0.00
0.5799,CubeBlue,-0.1780,0.6716,0.3749,300.76,0,0.00,-1.00,0.00
0.6893,CubeRed,0.0468,0.6716,0.4455,298.59,0,0.00,-1.00,0.00
0.6895,CubeBlue,-0.1780,0.6716,0.3749,300.80,0,0.00,-1.00,0.00
0.7173,CubeRed,0.0468,0.6716,0.4455,298.59,0,0.00,-1.00,0.00
0.7174,CubeBlue,-0.1780,0.6716,0.3749,300.97,0,0.00,-1.00,0.00
0.7719,CubeRed,0.0468,0.6716,0.4455,298.59,0,0.00,-1.00,0.00
0.7721,CubeBlue,-0.1780,0.6716,0.3749,300.97,0,0.00,-1.00,0.00
0.8806,CubeRed,0.0468,0.6716,0.4455,298.59,0,0.00,-1.00,0.00
0.8808,CubeBlue,-0.1780,0.6716,0.3749,301.05,0,0.00,-1.00,0.00
0.9114,CubeRed,0.0468,0.6716,0.4455,298.60,0,0.00,-1.00,0.00
0.9115,CubeBlue,-0.1780,0.6716,0.3749,301.18,0,0.00,-1.00,0.00
0.9674,CubeRed,0.0468,0.6716,0.4455,298.60,0,0.00,-1.00,0.00
0.9675,CubeBlue,-0.1780,0.6716,0.3749,301.22,0,0.00,-1.00,0.00
1.0747,CubeRed,0.0468,0.6716,0.4455,298.59,0,0.00,-1.00,0.00
1.0749,CubeBlue,-0.1780,0.6716,0.3749,301.30,0,0.00,-1.00,0.00
1.1071,CubeRed,0.0468,0.6716,0.4455,298.59,0,0.00,-1.00,0.00
