start_time_s,end_time_s,duration_s,tracker_id,start_x,start_y,start_z,end_x,end_y,end_z,path_length_m,avg_speed_mps,max_speed_mps,release_type,final_contact_level
9.4261,9.4262,0.0001,CubeBlue,0.0321,0.6813,0.2393,-0.0856,0.6716,0.2430,0.0000,0.0000,0.0000,placement,Resting
13.0773,13.0777,0.0005,CubeBlue,0.1259,0.5410,0.2771,-0.0856,0.6716,0.2430,0.0000,0.0000,0.0000,placement,Resting
13.1358,13.1359,0.0001,CubeBlue,0.1645,0.3937,0.0632,-0.0856,0.6716,0.2430,0.0000,8.6581,8.6581,placement,Resting
13.2414,13.2416,0.0002,CubeBlue,0.0507,0.4095,0.0541,-0.0856,0.6716,0.2430,0.0000,1.9664,1.9664,placement,Resting
13.2584,13.2586,0.0001,CubeBlue,0.1146,0.4404,0.1038,-0.0856,0.6716,0.2430,0.0000,0.8198,0.8198,placement,Resting
13.3136,13.3138,0.0002,CubeBlue,0.1338,0.4542,0.1103,-0.0856,0.6716,0.2430,0.0000,1.3656,1.3656,placement,Resting
13.4252,13.4253,0.0002,CubeBlue,0.1263,0.4560,0.1041,-0.0856,0.6716,0.2430,0.0000,0.1846,0.1846,placement,Resting
18.3565,18.3566,0.0001,CubeBlue,0.0379,0.6554,0.2411,-0.0856,0.6716,0.2430,0.0000,0.0000,0.0000,placement,Resting
18.4123,18.4124,0.0001,CubeBlue,0.0441,0.6560,0.2413,-0.0856,0.6716,0.2430,0.0000,0.2268,0.2268,placement,Resting
18.5204,18.5206,0.0001,CubeBlue,0.0479,0.6663,0.2440,-0.0856,0.6716,0.2430,0.0000,0.2037,0.2037,placement,Resting
18.5510,18.5511,0.0001,CubeBlue,0.0464,0.7000,0.2515,-0.0856,0.6716,0.2430,0.0000,0.3166,0.3166,placement,Resting
18.6063,18.6064,0.0001,CubeBlue,0.0541,0.6868,0.2508,-0.0856,0.6716,0.2430,0.0000,0.5231,0.5231,placement,Resting
18.7174,18.7176,0.0002,CubeBlue,0.0500,0.6890,0.2463,-0.0856,0.6716,0.2430,0.0000,0.1162,0.1162,placement,Resting
29.3837,29.3839,0.0001,CubeBlue,-0.2574,0.6716,0.3296,-0.0769,0.6716,0.2382,0.0000,0.0000,0.0000,placement,HeldSoft
29.4113,29.4114,0.0001,CubeBlue,-0.2174,0.6974,0.3421,-0.0769,0.6716,0.2382,0.0000,0.4398,0.4398,placement,HeldSoft
29.4676,29.4677,0.0001,CubeBlue,-0.1455,0.7676,0.3061,-0.0769,0.6716,0.2382,0.0000,3.9331,3.9331,placement,HeldSoft
29.5751,29.5753,0.0001,CubeBlue,-0.1051,0.7899,0.2715,-0.0769,0.6716,0.2382,0.0000,1.0206,1.0206,placement,Resting
29.6051,29.6052,0.0001,CubeBlue,-0.0669,0.7763,0.2420,-0.0769,0.6716,0.2382,0.0000,0.4528,0.4528,placement,Resting
29.6600,29.6602,0.0001,CubeBlue,-0.0440,0.7180,0.2345,-0.0769,0.6716,0.2382,0.0000,2.3579,2.3579,placement,Resting
29.7698,29.7699,0.0001,CubeBlue,-0.0346,0.6775,0.2349,-0.0769,0.6716,0.2382,0.0000,0.7611,0.7611,placement,Resting
29.8004,29.8008,0.0005,CubeBlue,-0.0346,0.6565,0.2224,-0.0769,0.6716,0.2382,0.0000,0.2227,0.2227,placement,Resting
29.8567,29.8568,0.0001,CubeBlue,-0.0439,0.6502,0.2211,-0.0769,0.6716,0.2382,0.0000,0.3619,0.3619,placement,Resting
29.9662,29.9664,0.0001,CubeBlue,-0.0461,0.6509,0.2211,-0.0769,0.6716,0.2382,0.0000,0.0415,0.0415,placement,Resting
29.9952,29.9953,0.0001,CubeBlue,-0.0482,0.6493,0.2205,-0.0769,0.6716,0.2382,0.0000,0.0241,0.0241,placement,Resting
30.0527,30.0528,0.0001,CubeBlue,-0.0516,0.6451,0.2258,-0.0769,0.6716,0.2382,0.0000,0.2700,0.2700,placement,Resting
30.1622,30.1623,0.0001,CubeBlue,-0.0533,0.6457,0.2275,-0.0769,0.6716,0.2382,0.0000,0.0431,0.0431,placement,Resting
33.2874,33.2879,0.0004,CubeBlue,-0.0256,0.6636,0.2328,-0.0769,0.6716,0.2382,0.0000,0.0000,0.0000,placement,Resting
33.3430,33.3431,0.0001,CubeBlue,-0.0590,0.7020,0.2491,-0.0769,0.6716,0.2382,0.0000,1.7382,1.7382,placement,Resting
33.4540,33.4543,0.0002,CubeBlue,-0.0968,0.7316,0.2543,-0.0769,0.6716,0.2382,0.0000,0.8895,0.8895,placement,Resting
36.7159,36.7163,0.0004,CubeBlue,-0.2007,0.6716,0.3623,-0.0749,0.6716,0.2379,0.0000,0.0000,0.0000,placement,HeldSoft
36.7735,36.7736,0.0001,CubeBlue,-0.1919,0.6783,0.3744,-0.0749,0.6716,0.2379,0.0000,0.5415,0.5415,placement,HeldSoft
36.8817,36.8819,0.0002,CubeBlue,-0.1900,0.7033,0.3642,-0.0742,0.6716,0.2376,0.0000,0.4690,0.4690,placement,HeldSoft
39.5908,39.5912,0.0004,CubeBlue,-0.1808,0.6716,0.1845,-0.0780,0.6716,0.2398,0.0000,0.0000,0.0000,placement,Resting
39.6512,39.6513,0.0001,CubeBlue,-0.1808,0.6657,0.1837,-0.0780,0.6716,0.2398,0.0000,0.3224,0.3224,placement,Resting
39.7594,39.7596,0.0002,CubeBlue,-0.1781,0.6669,0.1850,-0.0780,0.6716,0.2398,0.0000,0.0549,0.0549,placement,Resting
39.7874,39.7875,0.0001,CubeBlue,-0.1698,0.6752,0.1788,-0.0780,0.6716,0.2398,0.0000,0.1220,0.1220,placement,Resting
