time_s,tracker_id,bbox_x,bbox_y,bbox_w,bbox_h,bbox_score,kp0_x,kp0_y,kp0_v,kp1_x,kp1_y,kp1_v,kp2_x,kp2_y,kp2_v,kp3_x,kp3_y,kp3_v,calib_status
0.1058,Blue,635.99,598.68,98.47,119.06,0.722,632.62,563.38,1.000,605.11,590.48,1.000,644.04,605.14,1.000,654.39,576.32,1.000,ongoing
0.3032,Blue,468.32,613.59,102.91,121.19,0.717,461.53,580.08,1.000,440.30,606.36,1.000,476.02,622.72,1.000,492.31,590.82,1.000,ongoing
0.3034,Red,802.64,628.17,64.77,57.98,0.633,798.62,627.25,1.000,799.92,627.72,1.000,804.62,630.14,1.000,801.62,626.16,1.000,ongoing
0.4931,Blue,406.79,701.14,101.22,123.28,0.720,409.94,668.70,1.000,374.86,687.91,1.000,403.06,714.01,1.000,431.32,687.87,1.000,ongoing
0.6884,Unknown,349.66,846.87,110.07,130.60,0.719,356.27,810.38,1.000,317.68,833.75,1.000,352.80,858.82,1.000,379.63,826.20,1.000,ongoing
0.8798,Blue,329.77,869.50,115.17,132.15,0.710,319.19,842.13,1.000,302.20,875.52,1.000,352.38,883.49,1.000,346.86,847.38,1.000,ongoing
1.0739,Blue,325.64,711.60,107.72,122.71,0.714,323.68,684.36,1.000,300.44,703.50,1.000,332.05,717.02,1.000,354.51,689.26,1.000,ongoing
1.2706,Blue,233.66,500.16,119.56,124.05,0.716,212.73,472.53,1.000,208.06,504.36,1.000,253.79,510.88,1.000,251.22,473.76,1.000,ongoing
1.4631,Blue,187.09,414.61,125.48,129.72,0.712,193.92,385.99,1.000,157.34,401.02,1.000,184.07,429.78,1.000,210.73,403.49,1.000,ongoing
1.6434,Blue,205.33,400.36,125.79,133.22,0.708,208.31,366.10,1.000,174.23,387.89,1.000,205.39,416.36,1.000,232.57,385.43,1.000,ongoing
1.8375,Blue,291.83,401.19,118.01,130.31,0.717,277.60,373.03,1.000,263.42,404.51,1.000,305.57,412.85,1.000,310.59,380.09,1.000,ongoing
2.0297,Blue,300.82,385.81,121.42,131.06,0.706,290.60,362.24,1.000,278.48,385.68,1.000,314.84,399.94,1.000,316.84,365.23,1.000,ongoing
2.2125,Blue,298.98,368.06,124.81,134.17,0.719,297.40,329.93,1.000,263.92,357.41,1.000,303.54,384.27,1.000,329.42,349.25,1.000,ongoing
2.4073,Blue,269.29,340.84,138.22,143.71,0.695,276.01,311.54,1.000,249.61,334.30,1.000,275.34,351.43,1.000,293.75,324.67,1.000,ongoing
2.6011,Blue,266.29,308.52,139.30,148.99,0.716,271.95,265.68,1.000,224.43,292.04,1.000,261.20,320.48,1.000,299.36,289.94,1.000,ongoing
2.7825,Blue,265.19,314.40,149.44,158.73,0.693,284.05,264.10,1.000,236.82,288.28,1.000,251.79,322.24,1.000,302.42,298.58,1.000,ongoing
