time_s,tracker_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,euler_x,euler_y,euler_z,vel_x,vel_y,vel_z,speed_mps,ang_vel_deg_s,is_gripping,grip_source,contact_level,raw_grip,imu_delta_deg,down_face_x,down_face_y,down_face_z
0.0026,CubeRed,0.1497,0.6716,0.1912,0.0000,0.5107,0.0000,-0.8598,0.00,298.58,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.0026,CubeBlue,-0.1780,0.6716,0.3749,0.0000,0.4997,0.0000,-0.8662,0.00,300.04,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.1069,CubeRed,0.1497,0.6716,0.1912,0.0000,0.5106,0.0000,-0.8598,0.00,298.59,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.1070,CubeBlue,-0.1780,0.6716,0.3749,0.0000,0.4993,0.0000,-0.8664,0.00,300.09,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.1372,CubeRed,0.1497,0.6716,0.1912,0.0000,0.5107,0.0000,-0.8598,0.00,298.58,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.1375,CubeBlue,-0.1780,0.6716,0.3749,0.0000,0.4984,0.0000,-0.8670,0.00,300.22,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.449,0.00,-1.00,0.00
0.1898,CubeRed,0.1497,0.6716,0.1912,0.0000,0.5107,0.0000,-0.8598,0.00,298.58,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.1899,CubeBlue,-0.1780,0.6716,0.3749,0.0000,0.4980,0.0000,-0.8672,0.00,300.26,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.3045,CubeRed,0.0468,0.6716,0.4455,0.0000,0.5107,0.0000,-0.8598,0.00,298.58,0.00,-2.0809,0.0000,5.1426,5.5477,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.3046,CubeBlue,-0.1780,0.6716,0.3749,0.0000,0.4974,0.0000,-0.8675,0.00,300.35,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.280,0.00,-1.00,0.00
0.3288,CubeRed,0.0468,0.6716,0.4455,0.0000,0.5107,0.0000,-0.8598,0.00,298.59,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.3289,CubeBlue,-0.1780,0.6716,0.3749,0.0000,0.4964,0.0000,-0.8681,0.00,300.47,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.405,0.00,-1.00,0.00
0.3824,CubeRed,0.0468,0.6716,0.4455,0.0000,0.5107,0.0000,-0.8598,0.00,298.59,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.3826,CubeBlue,-0.1780,0.6716,0.3749,0.0000,0.4964,0.0000,-0.8681,0.00,300.47,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.4943,CubeRed,0.0468,0.6716,0.4455,0.0000,0.5107,0.0000,-0.8598,0.00,298.58,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.4944,CubeBlue,-0.1780,0.6716,0.3749,0.0000,0.4958,0.0000,-0.8684,0.00,300.55,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.262,0.00,-1.00,0.00
0.5235,CubeRed,0.0468,0.6716,0.4455,0.0000,0.5107,0.0000,-0.8598,0.00,298.59,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.5240,CubeBlue,-0.1780,0.6716,0.3749,0.0000,0.4945,0.0000,-0.8692,0.00,300.72,0.00,0.0000,0.0000,0.0000,0.0000,1.48,0,none,Resting,0,0.517,0.00,-1.00,0.00
0.5798,CubeRed,0.0468,0.6716,0.4455,0.0000,0.5106,0.0000,-0.8598,0.00,298.59,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.5799,CubeBlue,-0.1780,0.6716,0.3749,0.0000,0.4942,0.0000,-0.8693,0.00,300.76,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.6894,CubeRed,0.0468,0.6716,0.4455,0.0000,0.5107,0.0000,-0.8598,0.00,298.59,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.6895,CubeBlue,-0.1780,0.6716,0.3749,0.0000,0.4939,0.0000,-0.8695,0.00,300.80,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.7173,CubeRed,0.0468,0.6716,0.4455,0.0000,0.5106,0.0000,-0.8598,0.00,298.59,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.7174,CubeBlue,-0.1780,0.6716,0.3749,0.0000,0.4927,0.0000,-0.8702,0.00,300.97,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.504,0.00,-1.00,0.00
0.7720,CubeRed,0.0468,0.6716,0.4455,0.0000,0.5106,0.0000,-0.8598,0.00,298.59,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
