time_s,tracker_id,bbox_x,bbox_y,bbox_w,bbox_h,bbox_score,kp0_x,kp0_y,kp0_v,kp1_x,kp1_y,kp1_v,kp2_x,kp2_y,kp2_v,kp3_x,kp3_y,kp3_v,calib_status
0.1016,Blue,427.86,779.42,104.62,121.56,0.724,438.61,742.39,1.000,392.26,764.24,1.000,419.17,792.91,1.000,461.26,772.22,1.000,ongoing
0.1019,Red,915.90,739.23,93.37,109.16,0.707,907.16,714.36,1.000,888.99,735.22,1.000,918.72,747.69,1.000,935.71,724.29,1.000,ongoing
0.2931,Blue,452.13,770.78,100.56,114.81,0.719,458.49,731.21,1.000,417.49,756.29,1.000,444.21,786.80,1.000,487.57,760.35,1.000,ongoing
0.2933,Red,942.74,750.86,96.88,109.98,0.715,937.66,719.28,1.000,909.60,745.34,1.000,947.06,758.09,1.000,962.55,736.08,1.000,ongoing
0.4904,Blue,467.02,759.57,96.34,110.20,0.719,469.70,725.26,1.000,436.87,748.24,1.000,463.50,769.98,1.000,495.75,747.37,1.000,ongoing
0.4905,Red,954.77,759.59,98.75,108.69,0.714,954.52,728.54,1.000,923.98,751.08,1.000,956.39,767.96,1.000,974.52,746.02,1.000,ongoing
0.6891,Blue,464.02,778.72,100.29,118.56,0.720,476.76,741.80,1.000,430.21,759.68,1.000,455.23,791.76,1.000,498.03,768.92,1.000,ongoing
0.6894,Red,954.36,769.07,98.89,109.23,0.712,949.70,739.18,1.000,924.61,764.42,1.000,959.26,775.08,1.000,972.94,755.26,1.000,ongoing
0.8794,Blue,500.27,745.51,100.17,115.88,0.719,509.02,705.25,1.000,464.87,728.21,1.000,492.85,759.53,1.000,535.38,737.30,1.000,ongoing
0.8795,Red,990.48,745.19,101.15,113.64,0.705,981.37,720.08,1.000,962.02,747.40,1.000,1004.28,754.47,1.000,1007.03,728.17,1.000,ongoing
1.0744,Blue,569.99,712.54,95.77,109.54,0.717,580.04,676.85,1.000,536.93,697.93,1.000,563.29,723.77,1.000,599.52,703.97,1.000,ongoing
1.0747,Red,1064.88,754.50,102.98,112.09,0.713,1060.73,722.63,1.000,1038.43,742.76,1.000,1067.69,763.08,1.000,1087.38,735.05,1.000,ongoing
1.2691,Blue,601.14,671.86,93.69,104.83,0.720,610.26,636.31,1.000,569.68,655.84,1.000,592.34,680.63,1.000,631.82,663.01,1.000,ongoing
1.2693,Red,1093.75,740.18,103.05,114.82,0.719,1101.71,706.52,1.000,1067.59,722.77,1.000,1087.24,750.14,1.000,1120.35,727.94,1.000,ongoing
1.4642,Red,1044.34,702.67,98.57,106.08,0.719,1040.71,673.25,1.000,1016.56,692.15,1.000,1047.27,708.34,1.000,1066.77,684.87,1.000,ongoing
1.4645,Blue,563.71,642.79,91.99,102.40,0.718,576.56,608.44,1.000,533.63,620.37,1.000,549.77,653.01,1.000,593.74,639.07,1.000,ongoing
1.6570,Blue,518.54,633.30,92.65,102.46,0.722,528.02,598.84,1.000,487.94,613.20,1.000,503.15,641.78,1.000,545.43,628.84,1.000,ongoing
1.6573,Red,990.24,678.38,95.21,106.38,0.715,984.74,654.12,1.000,965.90,674.74,1.000,996.88,683.93,1.000,1007.67,663.87,1.000,ongoing
1.8510,Blue,483.52,656.76,92.16,104.84,0.719,490.01,624.76,1.000,452.61,641.49,1.000,473.32,668.58,1.000,512.08,648.48,1.000,ongoing
1.8513,Red,952.49,689.14,92.82,100.03,0.711,953.85,657.35,1.000,921.30,682.50,1.000,953.87,697.95,1.000,976.15,679.70,1.000,ongoing
2.0472,Blue,481.77,658.91,91.04,104.52,0.722,486.33,629.84,1.000,452.25,644.41,1.000,473.14,667.29,1.000,507.51,649.62,1.000,ongoing
2.0476,Red,950.05,688.41,93.48,103.25,0.712,940.02,660.20,1.000,921.36,683.74,1.000,957.60,696.82,1.000,971.81,669.76,1.000,ongoing
2.2404,Blue,494.09,655.56,92.23,104.27,0.720,500.89,623.57,1.000,464.91,639.93,1.000,486.07,662.37,1.000,520.89,645.83,1.000,ongoing
2.2407,Red,964.50,689.13,92.53,103.19,0.717,957.20,663.29,1.000,938.21,681.91,1.000,967.84,694.85,1.000,983.82,671.95,1.000,ongoing
2.4355,Blue,503.16,648.58,94.17,103.79,0.720,510.19,610.95,1.000,468.10,633.60,1.000,496.80,659.91,1.000,532.68,639.68,1.000,ongoing
2.4357,Red,975.47,687.22,93.23,104.09,0.719,969.83,657.01,1.000,944.29,680.17,1.000,978.66,692.31,1.000,995.18,670.97,1.000,ongoing
2.6295,Blue,503.64,645.61,93.69,102.67,0.719,514.02,608.19,1.000,469.58,625.83,1.000,492.59,655.88,1.000,533.56,637.63,1.000,ongoing
2.6297,Red,975.61,684.25,93.28,100.78,0.717,970.71,655.96,1.000,944.90,678.39,1.000,977.93,691.01,1.000,995.02,670.30,1.000,ongoing
2.8241,Blue,503.10,645.20,94.05,103.16,0.720,512.92,607.72,1.000,468.66,626.21,1.000,492.73,656.34,1.000,533.11,637.53,1.000,ongoing
2.8244,Red,973.79,683.71,94.29,101.76,0.716,971.31,653.12,1.000,941.70,678.15,1.000,977.61,691.94,1.000,995.53,670.09,1.000,ongoing
3.0159,Blue,504.16,644.86,95.05,103.99,0.718,516.41,608.39,1.000,470.76,625.12,1.000,492.41,655.48,1.000,534.30,638.08,1.000,ongoing
3.0160,Red,975.59,684.50,93.07,100.29,0.718,969.88,655.90,1.000,943.89,679.68,1.000,979.36,691.35,1.000,994.58,670.21,1.000,ongoing
3.2128,Blue,498.98,651.22,93.29,102.70,0.718,513.63,614.93,1.000,470.22,627.59,1.000,481.21,661.09,1.000,533.33,648.31,1.000,ongoing
3.2130,Red,967.38,685.79,94.93,102.02,0.716,971.32,653.39,1.000,935.55,675.15,1.000,962.88,695.41,1.000,992.77,678.53,1.000,ongoing
3.4074,Blue,502.65,647.67,93.36,102.51,0.722,510.55,609.73,1.000,467.35,630.72,1.000,493.93,659.06,1.000,532.70,639.55,1.000,ongoing
