start_time_s,end_time_s,duration_s,tracker_id,start_x,start_y,start_z,end_x,end_y,end_z,path_length_m,avg_speed_mps,max_speed_mps,release_type,final_contact_level
7.9118,7.9653,0.0535,CubeBlue,-0.0812,0.7226,0.5473,-0.0851,0.7226,0.5516,0.0000,0.0000,0.0000,placement,Resting
7.9655,8.0754,0.1099,CubeBlue,-0.0806,0.7210,0.5486,-0.0851,0.7226,0.5516,0.0000,0.0711,0.0711,placement,Resting
8.0756,8.1043,0.0287,CubeBlue,-0.0796,0.7223,0.5497,-0.0851,0.7226,0.5516,0.0000,0.0386,0.0386,placement,Resting
8.1045,8.1607,0.0562,CubeBlue,-0.0653,0.7123,0.5614,-0.0851,0.7226,0.5516,0.0000,0.1871,0.1871,placement,Resting
8.1609,8.2701,0.1093,CubeBlue,-0.0990,0.7616,0.5387,-0.0851,0.7226,0.5516,0.0000,2.3046,2.3046,placement,Resting
8.2704,8.2992,0.0288,CubeBlue,-0.1671,0.8190,0.4686,-0.0851,0.7226,0.5516,0.0000,2.0308,2.0308,placement,Resting
8.2995,8.3532,0.0537,CubeBlue,-0.2079,0.8333,0.4660,-0.0851,0.7226,0.5516,0.0000,0.3882,0.3882,placement,Resting
8.3533,8.4644,0.1111,CubeBlue,-0.2451,0.8160,0.4808,-0.0851,0.7226,0.5516,0.0000,1.5948,1.5948,placement,Resting
8.4646,8.4937,0.0291,CubeBlue,-0.2605,0.7976,0.4925,-0.0851,0.7226,0.5516,0.0000,0.4972,0.4972,placement,Resting
8.4941,8.5471,0.0530,CubeBlue,-0.2723,0.7671,0.5099,-0.0851,0.7226,0.5516,0.0000,0.3233,0.3233,placement,Resting
8.5472,8.6592,0.1120,CubeBlue,-0.2746,0.7243,0.5129,-0.0837,0.7226,0.5508,0.0000,1.6175,1.6175,placement,Resting
8.6594,8.6866,0.0272,CubeBlue,-0.2697,0.7185,0.5120,-0.0837,0.7226,0.5508,0.0000,0.1454,0.1454,placement,Resting
8.6867,8.7448,0.0581,CubeBlue,-0.2672,0.7177,0.5168,-0.0837,0.7226,0.5508,0.0000,0.0484,0.0484,placement,Resting
8.7450,8.8542,0.1092,CubeBlue,-0.2613,0.7200,0.5151,-0.0852,0.7226,0.5505,0.0000,0.2510,0.2510,placement,Resting
8.8544,8.8823,0.0280,CubeBlue,-0.2587,0.7194,0.5156,-0.0852,0.7226,0.5505,0.0000,0.0468,0.0468,placement,Resting
10.0211,10.0490,0.0280,CubeBlue,-0.2579,0.7160,0.5191,-0.0857,0.7226,0.5503,0.0000,0.0000,0.0000,placement,HeldSoft
10.0492,10.1027,0.0535,CubeBlue,-0.2621,0.7171,0.5273,-0.0857,0.7226,0.5503,0.0000,0.0819,0.0819,placement,HeldSoft
10.1029,10.2138,0.1109,CubeBlue,-0.2682,0.7110,0.5401,-0.0869,0.7226,0.5472,0.0000,0.5900,0.5900,release,HeldSoft
10.2139,10.2430,0.0291,CubeBlue,-0.2721,0.7078,0.5452,-0.0869,0.7226,0.5472,0.0000,0.1360,0.1360,placement,HeldSoft
10.2435,10.2961,0.0526,CubeBlue,-0.2757,0.7074,0.5482,-0.0869,0.7226,0.5472,0.0000,0.0410,0.0410,placement,HeldSoft
14.6866,14.6867,0.0001,CubeRed,-0.0346,0.7226,0.4787,-0.1584,0.7226,0.5178,0.0000,0.0000,0.0000,placement,Resting
14.7173,14.7175,0.0001,CubeRed,-0.0477,0.7395,0.4587,-0.1590,0.7226,0.5164,0.0000,0.2645,0.2645,placement,Resting
14.7691,14.7693,0.0001,CubeRed,-0.0599,0.7355,0.4570,-0.1590,0.7226,0.5163,0.0000,0.4392,0.4392,placement,Resting
14.8818,14.8819,0.0001,CubeRed,-0.0652,0.7313,0.4590,-0.1591,0.7226,0.5161,0.0000,0.1368,0.1368,placement,Resting
20.7431,20.7435,0.0004,CubeRed,0.2670,0.7009,0.5697,-0.1593,0.7226,0.5156,0.0000,0.0000,0.0000,placement,Resting
20.7961,20.7962,0.0001,CubeRed,0.2569,0.7041,0.5679,-0.1593,0.7226,0.5156,0.0000,0.4289,0.4289,placement,Resting
20.9118,20.9120,0.0002,CubeRed,0.2516,0.7056,0.5679,-0.1593,0.7226,0.5156,0.0000,0.1080,0.1080,placement,Resting
20.9360,20.9361,0.0001,CubeRed,0.2639,0.6959,0.5730,-0.1593,0.7226,0.5156,0.0000,0.1402,0.1402,placement,Resting
20.9933,20.9934,0.0001,CubeRed,0.2199,0.7313,0.5634,-0.1593,0.7226,0.5156,0.0000,2.5003,2.5003,placement,Resting
21.1071,21.1073,0.0002,CubeRed,0.1561,0.7613,0.5348,-0.1593,0.7226,0.5156,0.0000,1.3100,1.3100,placement,Resting
21.1314,21.1315,0.0001,CubeRed,0.0849,0.7768,0.4932,-0.1593,0.7226,0.5156,0.0000,0.7083,0.7083,placement,Resting
21.1853,21.1855,0.0002,CubeRed,0.0228,0.7529,0.4501,-0.1593,0.7226,0.5156,0.0000,4.1794,4.1794,placement,Resting
21.2984,21.2985,0.0001,CubeRed,0.0121,0.7295,0.4514,-0.1593,0.7226,0.5156,0.0000,0.4828,0.4828,placement,Resting
21.3278,21.3283,0.0005,CubeRed,0.0310,0.7005,0.4680,-0.1593,0.7226,0.5156,0.0000,0.3330,0.3330,placement,Resting
21.3804,21.3806,0.0001,CubeRed,0.0388,0.6962,0.4748,-0.1593,0.7226,0.5156,0.0000,0.4048,0.4048,placement,Resting
21.4920,21.4921,0.0002,CubeRed,0.0451,0.6926,0.4803,-0.1593,0.7226,0.5156,0.0000,0.1732,0.1732,placement,Resting
21.5203,21.5205,0.0001,CubeRed,0.0497,0.6933,0.4822,-0.1593,0.7226,0.5156,0.0000,0.0444,0.0444,placement,Resting
21.5766,21.5767,0.0002,CubeRed,0.0521,0.6974,0.4828,-0.1593,0.7226,0.5156,0.0000,0.1821,0.1821,placement,Resting
21.6861,21.6862,0.0001,CubeRed,0.0542,0.6978,0.4833,-0.1593,0.7226,0.5156,0.0000,0.0380,0.0380,placement,Resting
