time_s,tracker_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,euler_x,euler_y,euler_z,vel_x,vel_y,vel_z,speed_mps,ang_vel_deg_s,is_gripping,grip_source,contact_level,raw_grip,imu_delta_deg,down_face_x,down_face_y,down_face_z
0.0089,CubeBlue,-0.0851,0.7226,0.5516,0.0000,0.2131,0.0000,-0.9770,0.00,335.39,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.0090,CubeRed,0.2367,0.7034,0.5364,0.0000,0.3793,0.0000,-0.9253,0.00,315.42,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.194,0.00,-1.00,0.00
0.1029,CubeBlue,-0.0851,0.7226,0.5516,0.0000,0.2131,0.0000,-0.9770,0.00,335.39,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.1031,CubeRed,0.2367,0.7034,0.5364,0.0000,0.3795,0.0000,-0.9252,0.00,315.39,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.296,0.00,-1.00,0.00
0.1307,CubeBlue,-0.0851,0.7226,0.5516,0.0000,0.2131,0.0000,-0.9770,0.00,335.40,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.1309,CubeRed,0.2367,0.7034,0.5364,0.0000,0.3798,0.0000,-0.9251,0.00,315.36,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.1865,CubeBlue,-0.0851,0.7226,0.5516,0.0000,0.2131,0.0000,-0.9770,0.00,335.40,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.1866,CubeRed,0.2367,0.7034,0.5364,0.0000,0.3798,0.0000,-0.9251,0.00,315.35,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.2941,CubeBlue,-0.0851,0.7226,0.5516,0.0000,0.2130,0.0000,-0.9770,0.00,335.40,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.186,0.00,-1.00,0.00
0.2943,CubeRed,0.2367,0.7034,0.5364,0.0000,0.3799,0.0000,-0.9250,0.00,315.35,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.3260,CubeBlue,-0.0851,0.7226,0.5516,0.0000,0.2131,0.0000,-0.9770,0.00,335.40,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.3264,CubeRed,0.2367,0.7034,0.5364,0.0000,0.3801,0.0000,-0.9250,0.00,315.32,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.3812,CubeBlue,-0.0851,0.7226,0.5516,0.0000,0.2131,0.0000,-0.9770,0.00,335.40,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.3813,CubeRed,0.2367,0.7034,0.5364,0.0000,0.3801,0.0000,-0.9249,0.00,315.32,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.4913,CubeBlue,-0.0851,0.7226,0.5516,0.0000,0.2131,0.0000,-0.9770,0.00,335.39,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.4915,CubeRed,0.2367,0.7034,0.5364,0.0000,0.3802,0.0000,-0.9249,0.00,315.31,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.5204,CubeBlue,-0.0851,0.7226,0.5516,0.0000,0.2131,0.0000,-0.9770,0.00,335.40,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.5205,CubeRed,0.2367,0.7034,0.5364,0.0000,0.3803,0.0000,-0.9249,0.00,315.30,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.5747,CubeBlue,-0.0851,0.7226,0.5516,0.0000,0.2131,0.0000,-0.9770,0.00,335.40,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.5749,CubeRed,0.2367,0.7034,0.5364,0.0000,0.3803,0.0000,-0.9249,0.00,315.30,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.6901,CubeBlue,-0.0851,0.7226,0.5516,0.0000,0.2165,0.0000,-0.9763,0.00,334.99,0.00,0.0000,0.0000,0.0000,0.0000,7.53,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.6903,CubeRed,0.2367,0.7034,0.5364,0.0000,0.3804,0.0000,-0.9248,0.00,315.29,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.7151,CubeBlue,-0.0851,0.7226,0.5516,0.0000,0.2207,0.0000,-0.9753,0.00,334.49,0.00,0.0000,0.0000,0.0000,0.0000,4.25,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.7153,CubeRed,0.2367,0.7034,0.5364,0.0000,0.3805,0.0000,-0.9248,0.00,315.27,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.7682,CubeBlue,-0.0851,0.7226,0.5516,0.0000,0.2211,0.0000,-0.9753,0.00,334.46,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.7683,CubeRed,0.2367,0.7034,0.5364,0.0000,0.3805,0.0000,-0.9248,0.00,315.27,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.8803,CubeBlue,-0.0851,0.7226,0.5516,0.0000,0.2211,0.0000,-0.9753,0.00,334.46,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.8805,CubeRed,0.2367,0.7034,0.5364,0.0000,0.3805,0.0000,-0.9248,0.00,315.27,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.9092,CubeBlue,-0.0851,0.7226,0.5516,0.0000,0.2211,0.0000,-0.9753,0.00,334.46,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.9098,CubeRed,0.2367,0.7034,0.5364,0.0000,0.3806,0.0000,-0.9248,0.00,315.26,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.9633,CubeBlue,-0.0851,0.7226,0.5516,0.0000,0.2211,0.0000,-0.9753,0.00,334.46,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.9634,CubeRed,0.2367,0.7034,0.5364,0.0000,0.3806,0.0000,-0.9247,0.00,315.26,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.0758,CubeBlue,-0.0851,0.7226,0.5516,0.0000,0.2211,0.0000,-0.9753,0.00,334.46,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.0761,CubeRed,0.2367,0.7034,0.5364,0.0000,0.3806,0.0000,-0.9247,0.00,315.25,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.1038,CubeBlue,-0.0851,0.7226,0.5516,0.0000,0.2211,0.0000,-0.9753,0.00,334.46,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.1039,CubeRed,0.2367,0.7034,0.5364,0.0000,0.3807,0.0000,-0.9247,0.00,315.25,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.1594,CubeBlue,-0.0851,0.7226,0.5516,0.0000,0.2211,0.0000,-0.9753,0.00,334.46,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.1595,CubeRed,0.2367,0.7034,0.5364,0.0000,0.3807,0.0000,-0.9247,0.00,315.25,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.2701,CubeBlue,-0.0851,0.7226,0.5516,0.0000,0.2211,0.0000,-0.9753,0.00,334.46,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.2702,CubeRed,0.2367,0.7034,0.5364,0.0000,0.3807,0.0000,-0.9247,0.00,315.24,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.168,0.00,-1.00,0.00
1.2981,CubeBlue,-0.0851,0.7226,0.5516,0.0000,0.2211,0.0000,-0.9753,0.00,334.46,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.2982,CubeRed,0.2367,0.7034,0.5364,0.0000,0.3808,0.0000,-0.9247,0.00,315.23,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.3523,CubeBlue,-0.0851,0.7226,0.5516,0.0000,0.2211,0.0000,-0.9753,0.00,334.46,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.3524,CubeRed,0.2367,0.7034,0.5364,0.0000,0.3808,0.0000,-0.9247,0.00,315.23,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.4652,CubeBlue,-0.0851,0.7226,0.5516,0.0000,0.2211,0.0000,-0.9753,0.00,334.45,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.4655,CubeRed,0.2367,0.7034,0.5364,0.0000,0.3808,0.0000,-0.9246,0.00,315.23,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.202,0.00,-1.00,0.00
1.4921,CubeBlue,-0.0851,0.7226,0.5516,0.0000,0.2211,0.0000,-0.9752,0.00,334.45,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.4926,CubeRed,0.2367,0.7034,0.5364,0.0000,0.3809,0.0000,-0.9246,0.00,315.22,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
