time_s,tracker_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,euler_x,euler_y,euler_z,vel_x,vel_y,vel_z,speed_mps,ang_vel_deg_s,is_gripping,grip_source,contact_level,raw_grip,imu_delta_deg,down_face_x,down_face_y,down_face_z
0.0085,CubeRed,0.1701,0.6716,0.4534,0.0000,0.1451,0.0000,0.9894,0.00,16.69,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.0086,CubeBlue,-0.2385,0.6716,0.2989,0.0000,0.1024,0.0000,0.9947,0.00,11.75,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.190,0.00,-1.00,0.00
0.1091,CubeRed,0.1701,0.6716,0.4534,0.0000,0.1451,0.0000,0.9894,0.00,16.69,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.1092,CubeBlue,-0.2385,0.6716,0.2989,0.0000,0.1025,0.0000,0.9947,0.00,11.77,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.1359,CubeRed,0.1701,0.6716,0.4534,0.0000,0.1451,0.0000,0.9894,0.00,16.68,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.168,0.00,-1.00,0.00
0.1360,CubeBlue,-0.2385,0.6716,0.2989,0.0000,0.1023,0.0000,0.9948,0.00,11.75,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.1921,CubeRed,0.1701,0.6716,0.4534,0.0000,0.1451,0.0000,0.9894,0.00,16.69,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.1922,CubeBlue,-0.2385,0.6716,0.2989,0.0000,0.1026,0.0000,0.9947,0.00,11.78,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.3020,CubeRed,0.1701,0.6716,0.4534,0.0000,0.1451,0.0000,0.9894,0.00,16.69,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.3021,CubeBlue,-0.2385,0.6716,0.2989,0.0000,0.1022,0.0000,0.9948,0.00,11.73,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.3310,CubeRed,0.1701,0.6716,0.4534,0.0000,0.1451,0.0000,0.9894,0.00,16.69,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.3315,CubeBlue,-0.2385,0.6716,0.2989,0.0000,0.1021,0.0000,0.9948,0.00,11.73,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.3884,CubeRed,0.1701,0.6716,0.4534,0.0000,0.1451,0.0000,0.9894,0.00,16.69,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.3885,CubeBlue,-0.2385,0.6716,0.2989,0.0000,0.1020,0.0000,0.9948,0.00,11.71,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.4981,CubeRed,0.1701,0.6716,0.4534,0.0000,0.1451,0.0000,0.9894,0.00,16.69,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
