time_s,head_px,head_py,head_pz,head_rx,head_ry,head_rz,head_rw,handR_px,handR_py,handR_pz,handR_rx,handR_ry,handR_rz,handR_rw,handL_px,handL_py,handL_pz,handL_rx,handL_ry,handL_rz,handL_rw,gaze_x,gaze_y,gaze_z
0.0465,-0.0462,1.0918,0.0601,0.0659,-0.0581,0.0716,0.9936,0.1978,0.7899,0.2098,-0.0457,0.1328,0.0336,-0.9895,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,-0.1061,-0.1394,0.9845
0.1307,-0.0458,1.0911,0.0589,0.0678,-0.0598,0.0732,0.9932,0.1886,0.7725,0.1780,-0.1637,0.1286,-0.0143,-0.9780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,-0.1089,-0.1433,0.9837
0.1851,-0.0449,1.0906,0.0568,0.0708,-0.0636,0.0726,0.9928,0.1848,0.7572,0.1837,-0.0783,0.1258,0.0207,-0.9887,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,-0.1161,-0.1498,0.9819
0.2407,-0.0430,1.0911,0.0557,0.0693,-0.0570,0.0704,0.9935,0.1814,0.7493,0.1796,-0.0066,0.0972,0.0682,-0.9929,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,-0.1036,-0.1457,0.9839
0.3239,-0.0395,1.0912,0.0548,0.0701,-0.0370,0.0699,0.9944,0.1823,0.7343,0.1837,0.0475,0.0734,0.1511,-0.9846,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,-0.0638,-0.1447,0.9874
0.3794,-0.0355,1.0916,0.0537,0.0721,-0.0118,0.0716,0.9948,0.1782,0.7374,0.1864,0.0294,0.0564,0.1610,-0.9849,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,-0.0131,-0.1452,0.9893
0.4351,-0.0336,1.0921,0.0533,0.0713,0.0075,0.0814,0.9941,0.1760,0.7391,0.1868,0.0279,0.0583,0.1525,-0.9862,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0265,-0.1405,0.9897
0.5190,-0.0317,1.0921,0.0539,0.0710,0.0207,0.0882,0.9933,0.1772,0.7439,0.1900,0.0166,0.0652,0.1419,-0.9876,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0537,-0.1375,0.9891
0.5740,-0.0285,1.0919,0.0542,0.0730,0.0416,0.0967,0.9918,0.1790,0.7440,0.1910,0.0220,0.0697,0.1450,-0.9867,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0965,-0.1367,0.9859
0.6300,-0.0265,1.0902,0.0541,0.0789,0.0509,0.1012,0.9904,0.1800,0.7437,0.1909,0.0265,0.0707,0.1526,-0.9854,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1167,-0.1459,0.9824
0.7143,-0.0264,1.0897,0.0539,0.0827,0.0456,0.0985,0.9907,0.1812,0.7414,0.1916,0.0287,0.0684,0.1541,-0.9853,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1065,-0.1548,0.9822
0.7680,-0.0259,1.0891,0.0533,0.0864,0.0443,0.0951,0.9907,0.1819,0.7398,0.1933,0.0330,0.0638,0.1591,-0.9847,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1042,-0.1628,0.9811
0.8242,-0.0258,1.0886,0.0526,0.0886,0.0401,0.0932,0.9909,0.1826,0.7391,0.1934,0.0373,0.0637,0.1645,-0.9836,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0960,-0.1681,0.9811
0.9069,-0.0257,1.0886,0.0521,0.0881,0.0349,0.0917,0.9913,0.1844,0.7375,0.1946,0.0389,0.0646,0.1678,-0.9829,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0854,-0.1683,0.9820
0.9626,-0.0252,1.0883,0.0513,0.0888,0.0310,0.0891,0.9916,0.1844,0.7375,0.1940,0.0403,0.0642,0.1722,-0.9821,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0773,-0.1705,0.9823
1.0182,-0.0243,1.0881,0.0506,0.0904,0.0320,0.0884,0.9915,0.1842,0.7374,0.1936,0.0418,0.0649,0.1724,-0.9820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0794,-0.1736,0.9816
1.1016,-0.0236,1.0884,0.0504,0.0891,0.0340,0.0890,0.9915,0.1837,0.7376,0.1931,0.0407,0.0645,0.1710,-0.9823,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0832,-0.1706,0.9818
1.1569,-0.0228,1.0887,0.0500,0.0880,0.0350,0.0882,0.9916,0.1842,0.7374,0.1927,0.0405,0.0646,0.1702,-0.9825,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0849,-0.1684,0.9821
1.2129,-0.0226,1.0891,0.0499,0.0874,0.0339,0.0873,0.9918,0.1846,0.7371,0.1924,0.0406,0.0649,0.1709,-0.9823,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0826,-0.1675,0.9824
1.2963,-0.0225,1.0889,0.0503,0.0874,0.0341,0.0870,0.9918,0.1845,0.7359,0.1925,0.0415,0.0642,0.1704,-0.9824,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0828,-0.1675,0.9824
1.3517,-0.0224,1.0890,0.0501,0.0874,0.0339,0.0864,0.9918,0.1852,0.7355,0.1923,0.0422,0.0647,0.1736,-0.9818,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0824,-0.1674,0.9824
1.4077,-0.0229,1.0890,0.0503,0.0875,0.0306,0.0855,0.9920,0.1853,0.7358,0.1922,0.0422,0.0655,0.1740,-0.9817,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0758,-0.1683,0.9828
