time_s,tracker_id,qx,qy,qz,qw,raw_grip
0.0024,CubeBlue,-0.0067,0.0420,0.0396,0.9983,0
0.0026,CubeRed,0.0046,-0.2762,-0.0028,0.9611,0
0.1125,CubeBlue,-0.0063,0.0420,0.0424,0.9982,0
0.1127,CubeRed,0.0044,-0.2762,-0.0033,0.9611,0
0.1373,CubeBlue,-0.0057,0.0420,0.0441,0.9981,0
0.1376,CubeRed,0.0047,-0.2762,-0.0035,0.9611,0
0.1905,CubeBlue,-0.0057,0.0420,0.0441,0.9981,0
0.1907,CubeRed,0.0047,-0.2762,-0.0035,0.9611,0
0.3043,CubeBlue,-0.0052,0.0420,0.0464,0.9980,0
0.3045,CubeRed,0.0048,-0.2762,-0.0032,0.9611,0
0.3316,CubeBlue,-0.0057,0.0420,0.0484,0.9979,0
0.3322,CubeRed,0.0033,-0.2762,-0.0041,0.9611,0
0.3848,CubeBlue,-0.0057,0.0420,0.0484,0.9979,0
0.3850,CubeRed,0.0033,-0.2762,-0.0041,0.9611,0
0.4988,CubeBlue,-0.0047,0.0419,0.0487,0.9979,0
0.4990,CubeRed,0.0050,-0.2761,-0.0028,0.9611,0
0.5252,CubeBlue,-0.0041,0.0419,0.0486,0.9979,0
0.5254,CubeRed,0.0056,-0.2761,-0.0028,0.9611,0
0.5811,CubeBlue,-0.0045,0.0419,0.0487,0.9979,0
0.5813,CubeRed,0.0047,-0.2761,-0.0027,0.9611,0
0.6950,CubeBlue,-0.0045,0.0419,0.0482,0.9979,0
0.6953,CubeRed,0.0055,-0.2761,-0.0038,0.9611,0
0.7214,CubeBlue,-0.0053,0.0420,0.0482,0.9979,0
0.7216,CubeRed,0.0057,-0.2761,-0.0041,0.9611,0
0.7729,CubeBlue,-0.0055,0.0420,0.0490,0.9979,0
0.7731,CubeRed,0.0057,-0.2761,-0.0041,0.9611,0
0.8882,CubeBlue,-0.0056,0.0420,0.0499,0.9979,0
0.8885,CubeRed,0.0045,-0.2761,-0.0035,0.9611,0
0.9148,CubeBlue,-0.0049,0.0419,0.0485,0.9979,0
0.9156,CubeRed,0.0051,-0.2761,-0.0035,0.9611,0
0.9672,CubeBlue,-0.0049,0.0419,0.0485,0.9979,0
0.9674,CubeRed,0.0051,-0.2761,-0.0038,0.9611,0
1.0822,CubeBlue,-0.0051,0.0420,0.0487,0.9979,3
1.0825,CubeRed,0.0045,-0.2761,-0.0030,0.9611,0
1.1084,CubeBlue,-0.0053,0.0420,0.0495,0.9979,0
1.1086,CubeRed,0.0044,-0.2761,-0.0030,0.9611,0
1.1614,CubeBlue,-0.0049,0.0420,0.0486,0.9979,0
1.1616,CubeRed,0.0044,-0.2761,-0.0030,0.9611,0
1.2764,CubeBlue,-0.0052,0.0420,0.0481,0.9979,0
