time_s,tracker_id,bbox_x,bbox_y,bbox_w,bbox_h,bbox_score,kp0_x,kp0_y,kp0_v,kp1_x,kp1_y,kp1_v,kp2_x,kp2_y,kp2_v,kp3_x,kp3_y,kp3_v,calib_status
0.1084,Unknown,844.45,781.96,96.41,90.23,0.709,839.48,779.48,1.000,837.93,783.42,1.000,841.42,783.58,1.000,838.19,782.31,1.000,ongoing
0.1087,Red,548.28,792.37,110.16,143.73,0.642,553.01,768.33,1.000,528.89,779.27,1.000,539.97,794.98,1.000,555.92,782.88,1.000,ongoing
0.3027,Blue,787.26,813.07,78.41,108.77,0.686,775.49,815.03,1.000,786.72,817.73,1.000,796.75,818.41,1.000,786.70,805.48,1.000,ongoing
0.3028,Blue,328.05,98.63,83.59,89.16,0.631,320.84,90.14,1.000,320.64,99.04,1.000,326.04,98.90,1.000,324.80,93.46,1.000,ongoing
0.4982,Red,558.98,766.72,85.93,110.14,0.702,550.29,757.16,1.000,550.16,762.64,1.000,557.51,766.32,1.000,555.55,758.34,1.000,ongoing
0.4990,Unknown,813.17,767.79,81.64,90.00,0.653,807.72,750.93,1.000,805.48,762.47,1.000,820.60,764.47,1.000,815.48,749.14,1.000,ongoing
0.6906,Blue,796.55,778.63,109.33,136.95,0.719,836.68,758.37,1.000,779.79,734.65,1.000,760.43,773.67,1.000,804.35,788.13,1.000,ongoing
0.8863,Blue,824.98,767.23,112.57,133.19,0.712,868.34,744.78,1.000,809.97,723.31,1.000,790.42,765.76,1.000,844.35,777.52,1.000,ongoing
1.0796,Blue,842.05,767.63,112.12,134.37,0.716,884.38,745.41,1.000,826.14,723.91,1.000,806.21,766.13,1.000,860.81,779.45,1.000,ongoing
1.2731,Blue,839.02,761.20,107.19,134.99,0.713,877.55,733.29,1.000,816.98,716.40,1.000,806.71,760.21,1.000,864.65,765.97,1.000,ongoing
1.2733,Red,606.81,732.23,105.91,136.18,0.601,599.95,719.00,1.000,595.80,728.49,1.000,604.46,732.24,1.000,606.21,722.63,1.000,ongoing
1.4703,Blue,841.93,753.38,111.95,134.44,0.715,885.35,734.10,1.000,828.16,707.64,1.000,805.37,748.17,1.000,854.51,766.27,1.000,ongoing
1.6670,Blue,839.64,747.12,107.13,136.07,0.715,878.34,725.59,1.000,824.24,703.15,1.000,808.88,742.70,1.000,858.65,753.95,1.000,ongoing
1.8551,Blue,842.77,744.67,111.03,134.94,0.719,884.01,726.49,1.000,827.23,700.36,1.000,805.52,740.90,1.000,852.80,756.56,1.000,ongoing
1.8554,Red,614.79,714.78,103.42,135.69,0.640,616.57,683.56,1.000,584.79,703.02,1.000,606.92,722.58,1.000,632.61,703.96,1.000,ongoing
2.0521,Blue,843.25,740.75,109.97,133.52,0.717,885.98,722.70,1.000,827.21,696.33,1.000,804.75,738.53,1.000,854.94,754.38,1.000,ongoing
2.0524,Red,616.89,712.20,101.28,131.90,0.619,617.10,683.93,1.000,590.02,700.59,1.000,609.64,716.53,1.000,631.80,701.10,1.000,ongoing
2.2454,Blue,846.16,743.89,108.57,134.04,0.720,887.24,724.89,1.000,828.50,699.29,1.000,806.51,739.32,1.000,855.94,755.81,1.000,ongoing
