time_s,tracker_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,euler_x,euler_y,euler_z,vel_x,vel_y,vel_z,speed_mps,ang_vel_deg_s,is_gripping,grip_source,contact_level,raw_grip,imu_delta_deg,down_face_x,down_face_y,down_face_z
0.0041,CubeRed,-0.0959,0.6813,0.6776,0.0312,0.0312,-0.7064,0.7064,5.06,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
0.0042,CubeBlue,0.2079,0.6796,0.7696,0.0000,0.0706,0.0000,0.9975,0.00,8.09,0.00,0.0000,0.0000,0.0000,0.0000,18.22,0,none,Resting,0,4.447,0.00,-1.00,0.00
0.1094,CubeRed,-0.0959,0.6813,0.6776,0.0312,0.0312,-0.7064,0.7064,5.06,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
0.1096,CubeBlue,0.0857,0.6796,0.6938,0.0000,0.0420,0.0000,0.9991,0.00,4.81,0.00,-1.8134,0.0000,-1.1251,2.1340,48.64,0,none,Resting,0,3.591,0.00,-1.00,0.00
0.1368,CubeRed,-0.0959,0.6813,0.6776,0.0319,0.0319,-0.7064,0.7064,5.17,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.198,1.00,0.00,0.00
0.1373,CubeBlue,0.0857,0.6796,0.6938,0.0000,0.0158,0.0000,0.9999,0.00,1.81,0.00,0.0000,0.0000,0.0000,0.0000,30.14,0,none,Resting,0,3.238,0.00,-1.00,0.00
0.1903,CubeRed,-0.0959,0.6813,0.6776,0.0324,0.0324,-0.7064,0.7064,5.25,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
0.1904,CubeBlue,0.0857,0.6796,0.6938,0.0000,0.0158,0.0000,0.9999,0.00,1.81,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.3038,CubeRed,-0.0959,0.6813,0.6776,0.0329,0.0329,-0.7063,0.7063,5.33,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
0.3039,CubeBlue,-0.7488,0.6796,2.8725,0.0000,0.0158,0.0000,0.9999,0.00,1.81,0.00,-15.5839,0.0000,40.6882,43.5705,0.00,0,none,Resting,0,0.194,0.00,-1.00,0.00
0.3315,CubeRed,-0.0959,0.6813,0.6776,0.0329,0.0329,-0.7063,0.7063,5.33,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
0.3317,CubeBlue,-0.7488,0.6796,2.8725,0.0000,0.0153,0.0000,0.9999,0.00,1.75,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.930,0.00,-1.00,0.00
0.3849,CubeRed,-0.0959,0.6813,0.6776,0.0329,0.0329,-0.7063,0.7063,5.33,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
0.3850,CubeBlue,-0.7488,0.6796,2.8725,0.0000,0.0151,0.0000,0.9999,0.00,1.73,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.202,0.00,-1.00,0.00
0.4997,CubeRed,-0.0959,0.6813,0.6776,0.0330,0.0330,-0.7063,0.7063,5.34,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
0.4999,CubeBlue,0.0525,0.6796,0.6813,0.0000,0.0149,0.0000,0.9999,0.00,1.70,0.00,15.1525,0.0000,-41.4332,44.1170,0.00,0,none,Resting,0,0.363,0.00,-1.00,0.00
0.5262,CubeRed,-0.0959,0.6813,0.6776,0.0331,0.0331,-0.7063,0.7063,5.37,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
0.5264,CubeBlue,0.0525,0.6796,0.6813,0.0000,0.0145,0.0000,0.9999,0.00,1.67,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.326,0.00,-1.00,0.00
0.5802,CubeRed,-0.0959,0.6813,0.6776,0.0334,0.0334,-0.7063,0.7063,5.41,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
0.5803,CubeBlue,0.0525,0.6796,0.6813,0.0000,0.0145,0.0000,0.9999,0.00,1.67,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.163,0.00,-1.00,0.00
0.6915,CubeRed,-0.0959,0.6813,0.6776,0.0334,0.0334,-0.7063,0.7063,5.41,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
0.6916,CubeBlue,0.0369,0.6796,0.6542,0.0000,0.0143,0.0000,0.9999,0.00,1.64,0.00,-0.2921,0.0000,-0.5069,0.5850,0.00,0,none,Resting,0,0.224,0.00,-1.00,0.00
0.7202,CubeRed,-0.0959,0.6813,0.6776,0.0334,0.0334,-0.7063,0.7063,5.42,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
0.7206,CubeBlue,0.0369,0.6796,0.6542,0.0000,0.0143,0.0000,0.9999,0.00,1.64,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.194,0.00,-1.00,0.00
0.7765,CubeRed,-0.0959,0.6813,0.6776,0.0329,0.0329,-0.7063,0.7063,5.34,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
0.7766,CubeBlue,0.0369,0.6796,0.6542,0.0000,0.0143,0.0000,0.9999,0.00,1.64,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.8873,CubeRed,-0.0959,0.6813,0.6776,0.0336,0.0336,-0.7063,0.7063,5.45,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
0.8874,CubeBlue,0.0369,0.6796,0.6542,0.0000,0.0143,0.0000,0.9999,0.00,1.64,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.186,0.00,-1.00,0.00
0.9148,CubeRed,-0.0959,0.6813,0.6776,0.0333,0.0333,-0.7063,0.7063,5.41,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
0.9149,CubeBlue,0.0369,0.6796,0.6542,0.0000,0.0143,0.0000,0.9999,0.00,1.64,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.9684,CubeRed,-0.0959,0.6813,0.6776,0.0333,0.0333,-0.7063,0.7063,5.40,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
0.9685,CubeBlue,0.0369,0.6796,0.6542,0.0000,0.0142,0.0000,0.9999,0.00,1.63,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.0806,CubeRed,-0.0959,0.6813,0.6776,0.0330,0.0330,-0.7063,0.7063,5.34,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
1.0807,CubeBlue,0.0369,0.6796,0.6542,0.0000,0.0143,0.0000,0.9999,0.00,1.64,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.1100,CubeRed,-0.0959,0.6813,0.6776,0.0330,0.0330,-0.7063,0.7063,5.35,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
1.1101,CubeBlue,0.0369,0.6796,0.6542,0.0000,0.0143,0.0000,0.9999,0.00,1.64,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.1632,CubeRed,-0.0959,0.6813,0.6776,0.0332,0.0332,-0.7063,0.7063,5.39,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
1.1633,CubeBlue,0.0369,0.6796,0.6542,0.0000,0.0142,0.0000,0.9999,0.00,1.63,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.2742,CubeRed,-0.0963,0.6816,0.6781,0.0330,0.0330,-0.7063,0.7063,5.36,0.00,270.00,-0.0074,0.0052,0.0093,0.0130,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
1.2744,CubeBlue,0.0369,0.6796,0.6542,0.0000,0.0142,0.0000,0.9999,0.00,1.63,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.3044,CubeRed,-0.0963,0.6816,0.6781,0.0333,0.0333,-0.7063,0.7063,5.39,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
1.3049,CubeBlue,0.0369,0.6796,0.6542,0.0000,0.0143,0.0000,0.9999,0.00,1.64,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.3579,CubeRed,-0.0963,0.6816,0.6781,0.0333,0.0333,-0.7063,0.7063,5.40,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
1.3614,CubeBlue,0.0369,0.6796,0.6542,0.0000,0.0143,0.0000,0.9999,0.00,1.64,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.4715,CubeRed,-0.0963,0.6816,0.6781,0.0334,0.0334,-0.7063,0.7063,5.42,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
1.4717,CubeBlue,0.0369,0.6796,0.6542,0.0000,0.0143,0.0000,0.9999,0.00,1.64,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.4994,CubeRed,-0.0963,0.6816,0.6781,0.0335,0.0335,-0.7063,0.7063,5.43,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
1.4996,CubeBlue,0.0369,0.6796,0.6542,0.0000,0.0144,0.0000,0.9999,0.00,1.65,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.5522,CubeRed,-0.0963,0.6816,0.6781,0.0332,0.0332,-0.7063,0.7063,5.38,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
1.5523,CubeBlue,0.0369,0.6796,0.6542,0.0000,0.0145,0.0000,0.9999,0.00,1.66,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.6679,CubeRed,-0.0963,0.6816,0.6781,0.0336,0.0336,-0.7063,0.7063,5.45,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
1.6680,CubeBlue,0.0369,0.6796,0.6542,0.0000,0.0145,0.0000,0.9999,0.00,1.66,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.6918,CubeRed,-0.0963,0.6816,0.6781,0.0334,0.0334,-0.7063,0.7063,5.41,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
1.6920,CubeBlue,0.0369,0.6796,0.6542,0.0000,0.0144,0.0000,0.9999,0.00,1.65,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.7455,CubeRed,-0.0963,0.6816,0.6781,0.0334,0.0334,-0.7063,0.7063,5.41,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
1.7456,CubeBlue,0.0369,0.6796,0.6542,0.0000,0.0143,0.0000,0.9999,0.00,1.64,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.8561,CubeRed,-0.0955,0.6816,0.6785,0.0329,0.0329,-0.7063,0.7063,5.34,0.00,270.00,0.0168,0.0001,0.0078,0.0185,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
1.8563,CubeBlue,0.0369,0.6796,0.6542,0.0000,0.0144,0.0000,0.9999,0.00,1.65,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.8874,CubeRed,-0.0955,0.6816,0.6785,0.0329,0.0329,-0.7063,0.7063,5.33,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
1.8878,CubeBlue,0.0369,0.6796,0.6542,0.0000,0.0144,0.0000,0.9999,0.00,1.65,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.9433,CubeRed,-0.0955,0.6816,0.6785,0.0331,0.0331,-0.7063,0.7063,5.36,0.00,270.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,1.00,0.00,0.00
