time_s,tracker_id,bbox_x,bbox_y,bbox_w,bbox_h,bbox_score,kp0_x,kp0_y,kp0_v,kp1_x,kp1_y,kp1_v,kp2_x,kp2_y,kp2_v,kp3_x,kp3_y,kp3_v,calib_status
0.1076,Red,400.55,423.85,89.98,106.65,0.708,430.17,398.51,1.000,382.91,391.14,1.000,369.98,420.87,1.000,414.76,431.92,1.000,ongoing
0.3027,Red,399.39,433.46,87.74,105.04,0.712,422.77,414.08,1.000,377.12,405.61,1.000,364.60,437.39,1.000,407.85,444.86,1.000,ongoing
0.5007,Red,400.65,448.62,88.62,105.23,0.713,423.19,427.36,1.000,376.45,422.11,1.000,367.59,454.92,1.000,412.49,457.63,1.000,ongoing
0.6892,Red,414.23,456.19,86.30,102.15,0.712,444.38,432.48,1.000,396.68,422.17,1.000,382.15,453.13,1.000,425.11,464.94,1.000,ongoing
0.6894,Blue,862.95,667.96,109.38,137.96,0.687,891.91,633.24,1.000,839.97,633.52,1.000,844.04,671.74,1.000,895.00,666.82,1.000,ongoing
0.8862,Red,414.41,465.10,83.52,101.39,0.712,440.29,446.72,1.000,394.94,435.88,1.000,378.91,468.11,1.000,422.10,476.48,1.000,ongoing
0.8865,Blue,858.13,665.37,102.65,135.40,0.676,892.80,637.73,1.000,842.81,624.99,1.000,828.01,659.11,1.000,875.87,670.42,1.000,ongoing
1.0782,Red,421.79,481.87,85.94,101.94,0.717,450.23,460.24,1.000,402.82,449.78,1.000,390.58,483.12,1.000,438.41,491.20,1.000,ongoing
1.0786,Blue,861.08,667.88,103.91,134.45,0.675,894.98,635.42,1.000,841.01,627.32,1.000,831.20,665.66,1.000,884.78,672.16,1.000,ongoing
1.2734,Red,457.37,499.73,76.30,93.83,0.711,486.73,479.20,1.000,440.68,469.15,1.000,421.54,499.77,1.000,469.33,512.36,1.000,ongoing
1.2736,Blue,889.28,672.07,98.92,128.02,0.703,924.10,644.44,1.000,869.09,634.13,1.000,857.35,673.48,1.000,906.91,681.78,1.000,ongoing
1.4684,Red,491.80,520.84,74.80,92.86,0.706,513.95,497.55,1.000,472.17,491.93,1.000,463.33,518.73,1.000,501.25,525.09,1.000,ongoing
1.4687,Blue,919.48,684.18,98.47,129.94,0.702,956.42,657.24,1.000,898.80,643.90,1.000,883.80,685.67,1.000,936.91,694.91,1.000,ongoing
1.6612,Red,475.70,536.80,72.08,86.57,0.708,496.60,525.97,1.000,464.50,514.15,1.000,452.41,535.36,1.000,480.45,544.46,1.000,ongoing
1.6614,Blue,898.84,685.79,96.21,127.01,0.702,931.46,657.63,1.000,877.23,648.98,1.000,869.31,687.73,1.000,915.68,691.75,1.000,ongoing
1.8528,Red,450.58,543.01,76.53,90.91,0.705,473.52,520.65,1.000,430.43,516.09,1.000,423.20,548.39,1.000,465.81,549.07,1.000,ongoing
1.8531,Blue,867.72,681.14,93.45,124.91,0.699,901.87,653.28,1.000,845.92,643.33,1.000,838.27,682.12,1.000,887.18,686.57,1.000,ongoing
2.0499,Red,456.45,550.88,72.24,86.75,0.709,480.27,531.68,1.000,441.40,523.28,1.000,427.27,548.26,1.000,465.36,560.69,1.000,ongoing
2.0501,Blue,867.00,685.88,92.95,123.99,0.705,901.44,657.76,1.000,844.75,647.01,1.000,834.20,687.69,1.000,885.51,693.84,1.000,ongoing
2.2440,Blue,868.02,697.93,91.78,119.67,0.706,901.69,670.25,1.000,845.81,659.89,1.000,835.28,698.86,1.000,883.24,706.00,1.000,ongoing
2.2442,Red,462.38,566.75,72.99,84.56,0.701,477.83,555.93,1.000,448.54,548.45,1.000,443.69,568.29,1.000,469.72,572.50,1.000,ongoing
2.4392,Red,499.06,577.34,74.05,89.13,0.705,517.80,555.32,1.000,477.08,555.33,1.000,475.25,583.96,1.000,516.64,583.12,1.000,ongoing
2.4394,Blue,901.58,710.25,93.13,120.14,0.699,937.97,686.83,1.000,883.86,671.56,1.000,869.95,709.09,1.000,915.80,718.80,1.000,ongoing
2.6339,Blue,948.58,725.74,93.92,115.37,0.710,980.51,704.71,1.000,928.60,687.96,1.000,911.19,723.72,1.000,951.27,736.98,1.000,ongoing
2.6342,Red,544.47,583.12,71.23,83.32,0.706,564.25,568.97,1.000,528.60,561.22,1.000,520.96,584.87,1.000,552.65,590.62,1.000,ongoing
2.8298,Blue,983.12,724.98,96.25,117.77,0.702,1014.78,702.52,1.000,964.27,687.86,1.000,948.78,723.20,1.000,989.41,734.73,1.000,ongoing
2.8300,Red,577.41,576.05,73.49,87.45,0.700,600.76,559.90,1.000,563.42,550.84,1.000,552.00,578.67,1.000,588.07,583.55,1.000,ongoing
