time_s,tracker_id,pos_x,pos_y,pos_z,rot_y,is_gripping,down_face_x,down_face_y,down_face_z
0.0014,CubeRed,-0.0963,0.6796,0.7539,14.06,0,0.00,-1.00,0.00
0.0017,CubeBlue,-0.0378,0.6604,0.9741,333.43,0,0.00,-1.00,0.00
0.1068,CubeRed,-0.0963,0.6796,0.7539,14.07,0,0.00,-1.00,0.00
0.1071,CubeBlue,-0.0378,0.6604,0.9741,333.43,0,0.00,-1.00,0.00
0.1342,CubeRed,-0.0963,0.6796,0.7539,14.07,0,0.00,-1.00,0.00
0.1343,CubeBlue,-0.0378,0.6604,0.9741,333.44,0,0.00,-1.00,0.00
0.1877,CubeRed,-0.0963,0.6796,0.7539,14.07,0,0.00,-1.00,0.00
0.1879,CubeBlue,-0.0378,0.6604,0.9741,333.44,0,0.00,-1.00,0.00
0.3000,CubeRed,-0.0963,0.6796,0.7539,14.07,0,0.00,-1.00,0.00
0.3002,CubeBlue,-0.0378,0.6604,0.9741,333.44,0,0.00,-1.00,0.00
0.3295,CubeRed,-0.0963,0.6796,0.7539,14.08,0,0.00,-1.00,0.00
0.3297,CubeBlue,-0.0378,0.6604,0.9741,333.44,0,0.00,-1.00,0.00
0.3824,CubeRed,-0.0963,0.6796,0.7539,14.08,0,0.00,-1.00,0.00
0.3825,CubeBlue,-0.0378,0.6604,0.9741,333.44,0,0.00,-1.00,0.00
0.4955,CubeRed,-0.0963,0.6796,0.7539,14.08,0,0.00,-1.00,0.00
0.4956,CubeBlue,-0.0378,0.6604,0.9741,333.44,0,0.00,-1.00,0.00
0.5239,CubeRed,-0.0963,0.6796,0.7539,14.08,0,0.00,-1.00,0.00
0.5244,CubeBlue,-0.0378,0.6604,0.9741,333.45,0,0.00,-1.00,0.00
0.5787,CubeRed,-0.0963,0.6796,0.7539,14.09,0,0.00,-1.00,0.00
0.5789,CubeBlue,-0.0378,0.6604,0.9741,333.45,0,0.00,-1.00,0.00
0.6897,CubeRed,-0.0963,0.6796,0.7539,14.09,0,0.00,-1.00,0.00
0.6899,CubeBlue,-0.0378,0.6604,0.9741,333.45,0,0.00,-1.00,0.00
0.7172,CubeRed,-0.0963,0.6796,0.7539,14.10,0,0.00,-1.00,0.00
0.7176,CubeBlue,-0.0378,0.6604,0.9741,333.44,0,0.00,-1.00,0.00
0.7717,CubeRed,-0.0963,0.6796,0.7539,14.10,0,0.00,-1.00,0.00
0.7718,CubeBlue,-0.0378,0.6604,0.9741,333.45,0,0.00,-1.00,0.00
0.8835,CubeRed,-0.0963,0.6796,0.7539,14.10,0,0.00,-1.00,0.00
0.8837,CubeBlue,-0.0378,0.6604,0.9741,333.45,0,0.00,-1.00,0.00
0.9117,CubeRed,-0.0963,0.6796,0.7539,14.10,0,0.00,-1.00,0.00
0.9120,CubeBlue,-0.0378,0.6604,0.9741,333.45,0,0.00,-1.00,0.00
0.9659,CubeRed,-0.0963,0.6796,0.7539,14.10,0,0.00,-1.00,0.00
0.9660,CubeBlue,-0.0378,0.6604,0.9741,333.45,0,0.00,-1.00,0.00
1.0783,CubeRed,-0.0963,0.6796,0.7539,14.10,0,0.00,-1.00,0.00
1.0785,CubeBlue,-0.0378,0.6604,0.9741,333.45,0,0.00,-1.00,0.00
1.1062,CubeRed,-0.0963,0.6796,0.7539,14.10,0,0.00,-1.00,0.00
1.1067,CubeBlue,-0.0378,0.6604,0.9741,333.45,0,0.00,-1.00,0.00
1.1629,CubeRed,-0.0963,0.6796,0.7539,14.10,0,0.00,-1.00,0.00
1.1630,CubeBlue,-0.0378,0.6604,0.9741,333.46,0,0.00,-1.00,0.00
1.2721,CubeRed,-0.0963,0.6796,0.7539,14.10,0,0.00,-1.00,0.00
1.2723,CubeBlue,-0.0378,0.6604,0.9741,333.46,0,0.00,-1.00,0.00
1.3008,CubeRed,-0.0963,0.6796,0.7539,14.11,0,0.00,-1.00,0.00
1.3009,CubeBlue,-0.0378,0.6604,0.9741,333.46,0,0.00,-1.00,0.00
1.3549,CubeRed,-0.0963,0.6796,0.7539,14.11,0,0.00,-1.00,0.00
