time_s,head_px,head_py,head_pz,head_rx,head_ry,head_rz,head_rw,handR_px,handR_py,handR_pz,handR_rx,handR_ry,handR_rz,handR_rw,handL_px,handL_py,handL_pz,handL_rx,handL_ry,handL_rz,handL_rw,gaze_x,gaze_y,gaze_z
0.8220,-0.0368,1.1303,0.3013,0.1767,0.0255,-0.0363,0.9833,0.0926,0.7360,0.4711,0.0450,0.2232,0.1368,-0.9641,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0374,-0.3494,0.9362
0.9054,-0.0368,1.1303,0.3008,0.1774,0.0248,-0.0363,0.9832,0.0928,0.7358,0.4711,0.0457,0.2235,0.1378,-0.9638,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0359,-0.3505,0.9359
0.9611,-0.0368,1.1304,0.3002,0.1774,0.0240,-0.0364,0.9832,0.0930,0.7358,0.4715,0.0455,0.2235,0.1380,-0.9638,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0343,-0.3506,0.9359
1.0168,-0.0366,1.1306,0.2996,0.1772,0.0240,-0.0361,0.9832,0.0930,0.7358,0.4714,0.0460,0.2236,0.1383,-0.9637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0344,-0.3501,0.9361
1.0995,-0.0367,1.1313,0.2979,0.1781,0.0241,-0.0359,0.9831,0.0930,0.7359,0.4713,0.0464,0.2239,0.1383,-0.9636,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0346,-0.3519,0.9354
1.1558,-0.0373,1.1331,0.2948,0.1769,0.0234,-0.0339,0.9834,0.0930,0.7356,0.4715,0.0467,0.2235,0.1379,-0.9638,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0340,-0.3495,0.9363
1.2112,-0.0384,1.1345,0.2915,0.1754,0.0213,-0.0313,0.9838,0.0932,0.7358,0.4711,0.0472,0.2238,0.1383,-0.9636,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0309,-0.3463,0.9376
1.2937,-0.0395,1.1357,0.2877,0.1747,0.0171,-0.0294,0.9840,0.0933,0.7358,0.4706,0.0474,0.2238,0.1387,-0.9636,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0235,-0.3449,0.9384
1.3495,-0.0410,1.1376,0.2819,0.1735,0.0133,-0.0259,0.9844,0.0931,0.7358,0.4706,0.0481,0.2235,0.1389,-0.9636,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0173,-0.3423,0.9394
1.4046,-0.0414,1.1385,0.2779,0.1715,0.0125,-0.0251,0.9848,0.0934,0.7358,0.4706,0.0487,0.2242,0.1388,-0.9634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0161,-0.3384,0.9409
1.4892,-0.0420,1.1393,0.2750,0.1701,0.0101,-0.0241,0.9851,0.0934,0.7353,0.4704,0.0499,0.2243,0.1384,-0.9634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0117,-0.3357,0.9419
1.5437,-0.0424,1.1406,0.2703,0.1674,0.0074,-0.0229,0.9856,0.0933,0.7352,0.4708,0.0501,0.2247,0.1374,-0.9634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0068,-0.3303,0.9439
1.6000,-0.0416,1.1410,0.2682,0.1665,0.0071,-0.0231,0.9857,0.0933,0.7351,0.4709,0.0508,0.2247,0.1380,-0.9633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0062,-0.3286,0.9444
1.6834,-0.0410,1.1411,0.2670,0.1652,0.0088,-0.0247,0.9859,0.0933,0.7352,0.4701,0.0529,0.2249,0.1388,-0.9630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0092,-0.3262,0.9453
1.7379,-0.0403,1.1416,0.2651,0.1636,0.0093,-0.0247,0.9862,0.0939,0.7340,0.4707,0.0559,0.2264,0.1397,-0.9623,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0103,-0.3232,0.9463
1.7943,-0.0398,1.1414,0.2644,0.1638,0.0079,-0.0241,0.9862,0.0942,0.7329,0.4714,0.0572,0.2265,0.1404,-0.9621,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0077,-0.3234,0.9462
1.8774,-0.0393,1.1414,0.2642,0.1640,0.0069,-0.0252,0.9861,0.0937,0.7331,0.4709,0.0598,0.2255,0.1405,-0.9622,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0053,-0.3238,0.9461
1.9321,-0.0383,1.1413,0.2640,0.1641,0.0064,-0.0261,0.9861,0.0943,0.7330,0.4714,0.0583,0.2266,0.1404,-0.9620,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0041,-0.3240,0.9460
1.9880,-0.0374,1.1410,0.2641,0.1643,0.0073,-0.0264,0.9860,0.0943,0.7330,0.4716,0.0583,0.2265,0.1416,-0.9619,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0057,-0.3245,0.9459
2.0714,-0.0366,1.1405,0.2641,0.1648,0.0080,-0.0269,0.9859,0.0946,0.7329,0.4723,0.0578,0.2264,0.1426,-0.9618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0069,-0.3254,0.9455
2.1276,-0.0354,1.1401,0.2640,0.1653,0.0087,-0.0277,0.9858,0.0951,0.7323,0.4721,0.0586,0.2272,0.1445,-0.9613,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0080,-0.3264,0.9452
2.1828,-0.0348,1.1400,0.2639,0.1655,0.0086,-0.0277,0.9858,0.0950,0.7323,0.4722,0.0592,0.2277,0.1461,-0.9609,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0078,-0.3267,0.9451
2.2670,-0.0341,1.1400,0.2635,0.1654,0.0089,-0.0287,0.9858,0.0947,0.7324,0.4722,0.0611,0.2274,0.1470,-0.9607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0081,-0.3265,0.9452
2.3212,-0.0332,1.1399,0.2632,0.1652,0.0097,-0.0294,0.9858,0.0951,0.7328,0.4720,0.0601,0.2280,0.1468,-0.9606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0093,-0.3263,0.9452
2.3768,-0.0328,1.1398,0.2628,0.1661,0.0096,-0.0296,0.9856,0.0953,0.7328,0.4721,0.0603,0.2286,0.1470,-0.9605,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0090,-0.3281,0.9446
2.4603,-0.0325,1.1398,0.2628,0.1655,0.0099,-0.0301,0.9857,0.0955,0.7325,0.4723,0.0603,0.2284,0.1474,-0.9604,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0096,-0.3268,0.9450
2.5163,-0.0317,1.1398,0.2627,0.1650,0.0105,-0.0306,0.9858,0.0954,0.7329,0.4721,0.0601,0.2282,0.1484,-0.9604,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0106,-0.3259,0.9454
2.5716,-0.0311,1.1397,0.2627,0.1662,0.0119,-0.0307,0.9855,0.0953,0.7330,0.4720,0.0602,0.2282,0.1492,-0.9602,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0133,-0.3282,0.9445
2.6549,-0.0310,1.1399,0.2625,0.1663,0.0122,-0.0316,0.9855,0.0953,0.7332,0.4722,0.0598,0.2284,0.1486,-0.9603,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0136,-0.3285,0.9444
2.7109,-0.0309,1.1408,0.2628,0.1623,0.0080,-0.0298,0.9863,0.0953,0.7330,0.4723,0.0607,0.2290,0.1486,-0.9601,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0061,-0.3207,0.9472
2.7662,-0.0261,1.1411,0.2639,0.1601,0.0039,-0.0313,0.9866,0.0941,0.7331,0.4724,0.0617,0.2279,0.1486,-0.9603,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,-0.0023,-0.3162,0.9487
2.8499,-0.0187,1.1418,0.2626,0.1657,0.0308,-0.0329,0.9851,0.0737,0.7640,0.4766,0.0804,0.1985,0.1137,-0.9702,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0499,-0.3285,0.9432
2.9051,-0.0142,1.1443,0.2621,0.1632,0.0442,-0.0323,0.9851,-0.0362,0.7887,0.5941,0.1542,0.2228,0.1565,-0.9498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0765,-0.3245,0.9428
2.9608,-0.0199,1.1467,0.2674,0.1531,0.0468,-0.0294,0.9867,-0.0750,0.7422,0.6866,0.1382,0.2397,0.1595,-0.9476,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0834,-0.3049,0.9487
3.0447,-0.0300,1.1446,0.2700,0.1595,0.0447,-0.0197,0.9860,-0.0669,0.7347,0.6973,-0.0090,0.2097,0.1983,-0.9574,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0819,-0.3163,0.9451
3.1033,-0.0384,1.1449,0.2752,0.1573,0.0352,0.0003,0.9869,0.0461,0.7622,0.6258,0.1817,0.2745,0.1864,-0.9257,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0695,-0.3105,0.9480
3.1559,-0.0334,1.1437,0.2708,0.1567,0.0176,0.0095,0.9874,0.1835,0.7885,0.5406,0.3232,0.2291,0.1504,-0.9058,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0377,-0.3091,0.9503
3.2391,-0.0250,1.1470,0.2691,0.1490,0.0339,-0.0128,0.9882,0.2661,0.7643,0.4607,0.0717,-0.0789,0.0578,-0.9926,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0632,-0.2954,0.9533
3.2938,-0.0174,1.1463,0.2677,0.1456,0.0503,-0.0280,0.9877,0.1794,0.7378,0.5256,0.1114,0.1004,0.1187,-0.9815,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0912,-0.2905,0.9525
3.3495,-0.0169,1.1458,0.2710,0.1479,0.0580,-0.0314,0.9868,0.1427,0.7479,0.5348,0.1040,0.0811,0.1272,-0.9831,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1052,-0.2955,0.9495
3.4363,-0.0181,1.1427,0.2713,0.1570,0.0462,-0.0225,0.9863,0.0682,0.8038,0.4831,0.1845,-0.0184,-0.0235,-0.9824,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0840,-0.3118,0.9464
3.4889,-0.0184,1.1397,0.2717,0.1639,0.0358,-0.0231,0.9856,0.0312,0.7544,0.4120,0.1491,0.3848,0.1464,-0.8990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0630,-0.3248,0.9437
3.5445,-0.0166,1.1395,0.2713,0.1636,0.0275,-0.0285,0.9857,0.0190,0.7254,0.3798,0.0428,0.4018,0.1571,-0.9011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0449,-0.3241,0.9449
3.6271,-0.0149,1.1403,0.2697,0.1615,0.0396,-0.0345,0.9855,0.0501,0.7243,0.4365,0.0458,0.2789,0.1713,-0.9438,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0669,-0.3210,0.9447
3.6827,-0.0133,1.1403,0.2688,0.1599,0.0481,-0.0348,0.9854,0.0630,0.7291,0.4515,0.0515,0.2723,0.1472,-0.9495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0838,-0.3184,0.9443
3.7383,-0.0132,1.1395,0.2685,0.1638,0.0467,-0.0294,0.9849,0.0684,0.7306,0.4550,0.0572,0.2744,0.1445,-0.9490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0824,-0.3255,0.9420
3.8215,-0.0140,1.1385,0.2686,0.1664,0.0402,-0.0332,0.9847,0.0696,0.7317,0.4534,0.0610,0.2748,0.1490,-0.9479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0682,-0.3303,0.9414
3.8770,-0.0141,1.1382,0.2684,0.1671,0.0362,-0.0354,0.9846,0.0682,0.7333,0.4528,0.0623,0.2717,0.1479,-0.9489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0594,-0.3317,0.9415
3.9329,-0.0137,1.1386,0.2682,0.1664,0.0355,-0.0339,0.9848,0.0679,0.7330,0.4528,0.0633,0.2707,0.1478,-0.9491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0587,-0.3302,0.9421
4.0162,-0.0130,1.1390,0.2680,0.1661,0.0394,-0.0334,0.9848,0.0679,0.7327,0.4530,0.0640,0.2704,0.1471,-0.9493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0665,-0.3298,0.9417
4.0718,-0.0127,1.1390,0.2678,0.1662,0.0399,-0.0335,0.9847,0.0684,0.7321,0.4535,0.0646,0.2702,0.1473,-0.9493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0674,-0.3301,0.9415
4.1276,-0.0132,1.1389,0.2679,0.1663,0.0380,-0.0346,0.9847,0.0686,0.7318,0.4535,0.0649,0.2703,0.1477,-0.9492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0634,-0.3301,0.9418
4.2127,-0.0136,1.1387,0.2679,0.1672,0.0367,-0.0337,0.9847,0.0684,0.7323,0.4530,0.0645,0.2688,0.1487,-0.9495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0611,-0.3318,0.9414
4.2656,-0.0138,1.1388,0.2679,0.1671,0.0364,-0.0333,0.9847,0.0685,0.7322,0.4529,0.0650,0.2688,0.1503,-0.9492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0605,-0.3316,0.9415
4.3218,-0.0138,1.1387,0.2680,0.1670,0.0377,-0.0332,0.9847,0.0685,0.7319,0.4534,0.0651,0.2690,0.1496,-0.9492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0631,-0.3313,0.9414
4.4182,-0.0149,1.1390,0.2692,0.1675,0.0387,-0.0341,0.9845,0.0686,0.7320,0.4533,0.0650,0.2689,0.1496,-0.9492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0647,-0.3325,0.9409
4.4727,-0.0184,1.1402,0.2751,0.1631,0.0431,-0.0333,0.9851,0.0679,0.7325,0.4529,0.0651,0.2680,0.1483,-0.9497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0741,-0.3242,0.9431
4.5283,-0.0229,1.1390,0.2829,0.1658,0.0428,-0.0308,0.9847,0.0668,0.7341,0.4530,0.0672,0.2659,0.1434,-0.9509,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0740,-0.3293,0.9413
4.6124,-0.0307,1.1353,0.2968,0.1680,0.0370,-0.0277,0.9847,0.0612,0.7420,0.4582,0.0826,0.2657,0.1193,-0.9531,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0636,-0.3328,0.9408
4.6677,-0.0391,1.1298,0.3185,0.1730,0.0290,-0.0277,0.9841,0.0483,0.7668,0.5159,0.1088,0.2777,0.0818,-0.9510,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0474,-0.3422,0.9384
4.7233,-0.0460,1.1263,0.3393,0.1942,0.0467,-0.0382,0.9791,0.0239,0.7990,0.6008,0.0990,0.2652,0.1029,-0.9536,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0767,-0.3839,0.9202
4.8078,-0.0637,1.1188,0.3530,0.2164,0.0461,-0.0036,0.9752,0.0167,0.8023,0.7261,0.1398,0.1244,-0.0217,-0.9821,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0883,-0.4224,0.9021
4.8626,-0.0845,1.1102,0.3729,0.2179,0.0244,0.0379,0.9749,0.0634,0.8259,0.6139,0.1268,0.0966,0.0539,-0.9857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0641,-0.4231,0.9038
4.9191,-0.0851,1.1008,0.3755,0.2147,0.0102,0.0442,0.9756,0.1114,0.8177,0.5307,0.1212,0.0182,-0.0309,-0.9920,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0388,-0.4180,0.9076
5.0015,-0.0872,1.1019,0.3813,0.2279,0.0181,0.0257,0.9732,0.1305,0.7913,0.5168,0.0160,0.0793,-0.0188,-0.9965,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0469,-0.4427,0.8954
5.0574,-0.0896,1.1006,0.3902,0.2260,0.0148,0.0284,0.9736,0.1111,0.7824,0.5723,0.0229,0.0679,-0.0495,-0.9962,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0417,-0.4392,0.8974
5.1136,-0.0934,1.0981,0.3949,0.2467,0.0383,0.0113,0.9683,0.0796,0.7972,0.6802,0.0454,0.0925,0.0078,-0.9946,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0798,-0.4768,0.8754
5.1966,-0.0965,1.0995,0.3994,0.2330,0.0317,0.0298,0.9715,0.0526,0.8305,0.8029,0.0536,0.0714,0.0428,-0.9951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0754,-0.4509,0.8894
5.2529,-0.0984,1.0967,0.4039,0.2390,0.0374,0.0383,0.9695,0.0366,0.8285,0.7934,0.0305,0.0796,0.0310,-0.9959,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0909,-0.4606,0.8830
5.3087,-0.0965,1.0940,0.4074,0.2406,0.0439,0.0437,0.9686,0.0393,0.8098,0.8202,-0.0175,0.0886,0.0096,-0.9959,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1060,-0.4623,0.8803
5.3912,-0.0963,1.0944,0.4071,0.2473,0.0582,0.0403,0.9663,0.0299,0.8141,0.8253,0.0524,0.1057,0.0104,-0.9930,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1324,-0.4733,0.8709
5.4469,-0.0971,1.0916,0.4077,0.2577,0.0903,0.0448,0.9610,0.0319,0.8152,0.8078,-0.0218,0.0719,0.0107,-0.9971,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1966,-0.4871,0.8509
5.5024,-0.1040,1.0908,0.4067,0.2665,0.1072,0.0651,0.9556,0.0429,0.8203,0.7987,-0.1370,0.0326,0.0358,-0.9894,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.2396,-0.4954,0.8349
5.5853,-0.1153,1.0934,0.4083,0.2351,0.0654,0.0769,0.9667,0.0723,0.8579,0.7600,-0.2461,0.0473,-0.1392,-0.9580,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.1626,-0.4446,0.8809
5.6417,-0.1231,1.0929,0.4083,0.2174,0.0289,0.0879,0.9717,0.1618,0.8447,0.5571,-0.2416,0.1510,-0.1050,-0.9528,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0944,-0.4175,0.9038
5.6980,-0.1193,1.0913,0.4058,0.2251,0.0201,0.0728,0.9714,0.1745,0.8252,0.4726,-0.3468,0.1669,-0.0936,-0.9182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0717,-0.4344,0.8979
5.7798,-0.1156,1.0944,0.4061,0.2283,0.0354,0.0647,0.9708,0.1386,0.8330,0.4845,-0.1532,0.1147,-0.0351,-0.9809,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0983,-0.4387,0.8932
5.8365,-0.1153,1.0976,0.4111,0.2136,0.0327,0.0619,0.9744,0.1035,0.8258,0.5765,0.0779,0.0872,0.0952,-0.9886,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0901,-0.4121,0.9067
5.8926,-0.1160,1.0955,0.4137,0.2106,0.0194,0.0708,0.9748,0.0571,0.8191,0.6940,0.1407,0.1511,0.0658,-0.9762,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0676,-0.4079,0.9105
5.9752,-0.1187,1.0943,0.4186,0.2124,0.0112,0.0661,0.9749,0.0080,0.8167,0.8178,0.1497,0.1556,0.0569,-0.9748,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0499,-0.4126,0.9095
6.0316,-0.1220,1.0931,0.4231,0.2121,0.0072,0.0656,0.9750,-0.0069,0.7856,0.8742,0.1038,0.1275,0.1845,-0.9690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0418,-0.4126,0.9100
6.0869,-0.1268,1.0914,0.4262,0.2031,0.0092,0.0612,0.9772,-0.0073,0.7845,0.8584,0.0803,0.1121,0.1733,-0.9752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0429,-0.3959,0.9173
6.1698,-0.1294,1.0892,0.4271,0.2044,-0.0007,0.0666,0.9766,-0.0033,0.7733,0.8398,0.0270,0.0662,0.0561,-0.9959,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0258,-0.3994,0.9164
6.2254,-0.1300,1.0860,0.4292,0.2077,-0.0085,0.0630,0.9761,0.0185,0.7931,0.8095,0.0045,0.0681,0.0741,-0.9949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0096,-0.4065,0.9136
6.2817,-0.1293,1.0860,0.4326,0.2118,-0.0025,0.0557,0.9757,0.0257,0.8150,0.8198,0.0304,0.0546,0.0478,-0.9969,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0186,-0.4135,0.9103
6.3639,-0.1312,1.0855,0.4343,0.2069,-0.0033,0.0616,0.9764,0.0135,0.8230,0.8605,0.0275,0.1214,0.2645,-0.9563,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0191,-0.4044,0.9144
6.4201,-0.1327,1.0846,0.4363,0.2024,-0.0072,0.0612,0.9774,-0.0356,0.8090,0.8596,-0.0241,0.2026,0.1805,-0.9622,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0106,-0.3965,0.9180
6.4765,-0.1326,1.0856,0.4360,0.2043,-0.0045,0.0529,0.9775,-0.0690,0.7917,0.8890,-0.1072,0.2096,0.0771,-0.9688,-0.2824,0.4733,-0.1091,-0.1366,0.4856,-0.7569,-0.4156,0.0128,-0.3999,0.9165
6.5589,-0.1297,1.0886,0.4322,0.2040,0.0086,0.0500,0.9777,-0.0806,0.7840,0.9014,-0.2159,0.1964,-0.1880,-0.9378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0373,-0.3981,0.9166
6.6152,-0.1259,1.0926,0.4255,0.1981,0.0230,0.0468,0.9788,-0.1154,0.7720,0.8689,0.0621,0.2068,-0.1034,-0.9709,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0635,-0.3857,0.9205
6.6709,-0.1223,1.0959,0.4127,0.1937,0.0272,0.0457,0.9796,-0.1375,0.7580,0.8057,0.1860,0.2565,-0.1280,-0.9398,-0.2225,0.5796,0.0326,0.0852,-0.5616,0.7351,0.3701,0.0710,-0.3771,0.9235
6.7529,-0.1181,1.0996,0.4041,0.1876,0.0318,0.0365,0.9811,-0.1484,0.7626,0.7108,0.2348,0.4167,-0.1218,-0.8697,-0.2426,0.5561,0.0039,0.0794,-0.5146,0.7789,0.3495,0.0760,-0.3658,0.9276
6.8088,-0.1149,1.1055,0.3926,0.1840,0.0378,0.0307,0.9817,-0.1203,0.7656,0.6982,0.1415,0.3056,-0.0719,-0.9388,-0.2440,0.5566,-0.0032,0.0145,-0.4628,0.8211,0.3338,0.0854,-0.3590,0.9294
6.8640,-0.1140,1.1111,0.3828,0.1824,0.0409,0.0266,0.9820,-0.1100,0.7650,0.6689,0.1184,0.2725,-0.0394,-0.9540,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0900,-0.3560,0.9301
