time_s,tracker_id,bbox_x,bbox_y,bbox_w,bbox_h,bbox_score,kp0_x,kp0_y,kp0_v,kp1_x,kp1_y,kp1_v,kp2_x,kp2_y,kp2_v,kp3_x,kp3_y,kp3_v,calib_status
0.1056,Blue,643.91,523.81,84.98,92.14,0.719,649.73,493.46,1.000,615.92,508.36,1.000,633.71,531.55,1.000,669.60,518.86,1.000,ongoing
0.1062,Red,579.75,696.13,94.43,112.37,0.707,606.89,678.75,1.000,564.96,665.32,1.000,552.81,694.70,1.000,580.96,704.28,1.000,ongoing
0.2990,Blue,646.13,517.40,84.98,91.43,0.710,654.82,493.40,1.000,624.23,504.44,1.000,638.02,523.41,1.000,668.57,513.07,1.000,ongoing
0.2992,Red,581.77,690.92,94.97,111.05,0.705,611.11,670.63,1.000,563.54,656.81,1.000,552.37,690.65,1.000,586.46,698.97,1.000,ongoing
0.4945,Blue,652.82,510.86,83.54,96.64,0.708,650.83,486.63,1.000,625.61,502.11,1.000,649.33,517.12,1.000,670.84,500.02,1.000,ongoing
0.4948,Red,588.10,685.21,103.93,116.37,0.697,612.87,671.43,1.000,571.20,656.80,1.000,557.84,687.03,1.000,594.19,698.05,1.000,ongoing
0.6886,Blue,656.15,505.62,84.12,94.61,0.714,660.46,476.96,1.000,631.86,493.78,1.000,652.18,510.66,1.000,679.04,494.17,1.000,ongoing
0.6889,Red,593.09,678.22,97.69,114.32,0.706,620.67,659.06,1.000,571.91,646.58,1.000,559.84,681.00,1.000,599.94,687.79,1.000,ongoing
0.8822,Blue,657.57,505.48,84.33,93.14,0.716,662.19,475.12,1.000,631.85,493.60,1.000,654.32,511.90,1.000,682.84,494.42,1.000,ongoing
0.8826,Red,593.75,677.66,97.94,114.26,0.706,622.10,658.08,1.000,571.00,646.33,1.000,559.55,682.89,1.000,602.01,687.92,1.000,ongoing
1.0769,Blue,656.37,503.60,85.19,92.84,0.717,657.25,475.20,1.000,630.53,494.46,1.000,656.03,509.20,1.000,679.42,491.24,1.000,ongoing
1.0772,Red,593.41,675.51,98.06,113.52,0.707,622.89,663.41,1.000,578.65,641.10,1.000,559.62,672.89,1.000,591.90,685.91,1.000,ongoing
1.2709,Blue,657.60,501.07,85.17,91.80,0.718,658.37,473.14,1.000,630.44,492.45,1.000,658.04,508.97,1.000,682.50,489.59,1.000,ongoing
1.2712,Red,594.01,673.08,97.88,111.57,0.707,620.05,656.05,1.000,572.40,641.36,1.000,558.06,675.59,1.000,597.93,684.55,1.000,ongoing
1.4660,Blue,664.69,504.84,81.58,90.50,0.709,669.40,477.33,1.000,641.94,495.17,1.000,660.53,511.75,1.000,687.19,497.11,1.000,ongoing
1.4663,Red,599.11,670.88,93.69,110.81,0.705,625.78,646.80,1.000,575.83,636.76,1.000,567.06,673.47,1.000,609.35,678.09,1.000,ongoing
1.6606,Blue,675.71,507.60,83.00,89.58,0.708,682.61,482.18,1.000,651.45,491.87,1.000,663.81,513.88,1.000,698.48,504.72,1.000,ongoing
1.6609,Red,611.66,667.92,97.26,110.50,0.704,644.04,640.26,1.000,593.27,630.98,1.000,583.17,663.03,1.000,629.61,672.05,1.000,ongoing
1.8582,Red,614.59,670.28,91.38,108.69,0.701,645.59,643.03,1.000,596.62,635.05,1.000,587.53,668.26,1.000,632.70,674.11,1.000,ongoing
1.8583,Blue,680.87,514.82,78.89,85.80,0.630,679.90,498.09,1.000,664.07,509.46,1.000,680.92,518.62,1.000,691.85,507.25,1.000,ongoing
2.0495,Red,614.12,671.61,91.12,107.99,0.701,642.49,648.36,1.000,593.09,636.79,1.000,581.41,673.42,1.000,622.09,679.80,1.000,ongoing
2.0498,Blue,680.35,516.64,78.52,84.34,0.668,685.40,496.94,1.000,662.79,506.95,1.000,677.48,520.44,1.000,696.55,510.00,1.000,ongoing
2.2481,Red,612.65,670.28,94.09,111.34,0.707,641.29,651.71,1.000,594.86,636.28,1.000,581.16,671.07,1.000,617.70,679.60,1.000,ongoing
2.2483,Blue,677.01,514.77,81.56,85.16,0.689,682.42,492.89,1.000,658.44,504.16,1.000,672.53,519.52,1.000,695.72,509.46,1.000,ongoing
2.4396,Red,610.45,665.55,95.23,107.98,0.703,639.72,637.76,1.000,591.70,628.55,1.000,580.95,658.18,1.000,624.40,667.69,1.000,ongoing
2.4398,Blue,673.93,511.36,81.78,91.00,0.694,674.49,486.37,1.000,649.51,501.26,1.000,673.45,517.60,1.000,695.41,497.90,1.000,ongoing
2.6311,Red,607.81,663.82,94.02,103.13,0.695,631.85,653.80,1.000,598.01,637.87,1.000,582.12,661.37,1.000,607.99,673.67,1.000,ongoing
2.6313,Blue,671.48,509.78,81.75,91.31,0.676,671.13,488.81,1.000,653.28,502.54,1.000,668.72,514.04,1.000,687.99,499.58,1.000,ongoing
2.8269,Blue,666.15,508.71,76.61,88.93,0.714,666.70,479.51,1.000,637.75,496.46,1.000,658.15,514.49,1.000,686.88,500.07,1.000,ongoing
2.8271,Red,599.52,662.78,90.63,105.24,0.699,624.93,648.61,1.000,590.00,632.41,1.000,575.78,656.43,1.000,597.35,668.98,1.000,ongoing
3.0211,Blue,640.48,515.86,81.11,86.59,0.675,639.92,492.09,1.000,619.97,508.48,1.000,644.81,521.16,1.000,661.55,501.37,1.000,ongoing
