time_s,tracker_id,bbox_x,bbox_y,bbox_w,bbox_h,bbox_score,kp0_x,kp0_y,kp0_v,kp1_x,kp1_y,kp1_v,kp2_x,kp2_y,kp2_v,kp3_x,kp3_y,kp3_v,calib_status
0.6437,Unknown,406.33,909.96,89.68,107.98,0.716,432.51,884.16,1.000,385.09,877.19,1.000,373.98,912.06,1.000,422.80,918.00,1.000,initial
0.6440,Red,602.76,885.72,71.89,99.93,0.688,607.62,859.47,1.000,579.86,871.04,1.000,590.79,893.43,1.000,620.25,880.37,1.000,initial
0.8356,Red,707.85,833.52,89.60,100.81,0.718,719.36,802.88,1.000,678.10,814.07,1.000,688.56,843.85,1.000,734.72,830.90,1.000,initial
0.8371,Unknown,512.55,843.66,83.10,101.88,0.717,537.59,817.42,1.000,492.66,807.93,1.000,478.94,846.56,1.000,539.21,852.99,1.000,initial
1.0284,Red,740.55,772.83,87.44,101.33,0.721,757.00,740.20,1.000,713.84,745.45,1.000,718.65,778.20,1.000,767.63,772.44,1.000,ongoing
1.0287,Blue,549.07,779.82,82.98,99.00,0.718,580.57,755.87,1.000,530.81,743.56,1.000,512.58,779.60,1.000,564.99,791.82,1.000,ongoing
1.2198,Red,744.36,746.22,88.05,99.56,0.720,758.55,713.29,1.000,716.45,723.45,1.000,724.23,751.74,1.000,767.31,744.67,1.000,ongoing
1.2207,Unknown,556.00,748.32,80.23,96.65,0.716,582.81,725.96,1.000,535.30,718.42,1.000,523.78,749.65,1.000,569.37,757.24,1.000,ongoing
1.4529,Red,766.62,684.42,84.85,96.63,0.717,780.60,655.08,1.000,737.67,663.76,1.000,743.11,691.31,1.000,786.37,684.25,1.000,ongoing
1.4537,Unknown,575.89,683.23,81.67,96.85,0.714,603.78,654.08,1.000,551.48,651.81,1.000,546.10,686.67,1.000,596.37,687.24,1.000,ongoing
1.6395,Red,764.07,647.27,84.80,95.29,0.716,780.08,621.16,1.000,737.82,625.93,1.000,742.91,653.80,1.000,786.70,647.06,1.000,ongoing
1.6397,Blue,573.47,649.04,79.71,95.01,0.715,600.20,624.13,1.000,552.15,617.62,1.000,541.62,649.27,1.000,586.06,656.10,1.000,ongoing
1.8309,Red,760.63,635.10,89.37,97.79,0.720,773.29,600.23,1.000,731.80,612.71,1.000,741.94,640.66,1.000,785.26,630.55,1.000,ongoing
1.8318,Unknown,571.55,639.38,79.14,95.32,0.718,597.81,616.35,1.000,554.15,608.21,1.000,537.45,638.87,1.000,582.69,646.82,1.000,ongoing
2.0278,Blue,578.36,604.72,83.27,96.10,0.718,602.32,579.05,1.000,558.60,571.06,1.000,546.95,606.44,1.000,600.79,611.51,1.000,ongoing
2.0280,Red,769.10,601.91,89.48,95.29,0.716,785.31,571.71,1.000,745.55,574.75,1.000,747.01,608.17,1.000,800.54,602.85,1.000,ongoing
2.2223,Red,784.98,550.95,87.01,98.36,0.718,799.05,525.44,1.000,758.57,532.11,1.000,768.47,558.19,1.000,807.69,550.04,1.000,ongoing
2.2225,Blue,591.61,551.52,80.62,98.85,0.712,620.06,531.77,1.000,573.57,522.76,1.000,561.99,554.48,1.000,603.92,560.61,1.000,ongoing
2.4065,Red,776.44,558.12,89.38,97.13,0.719,789.06,529.15,1.000,748.95,537.71,1.000,756.37,565.02,1.000,798.27,558.15,1.000,ongoing
2.4068,Blue,585.85,558.72,78.64,98.17,0.714,609.33,539.32,1.000,569.78,528.71,1.000,550.24,556.80,1.000,591.81,570.19,1.000,ongoing
2.5905,Red,763.68,550.95,86.07,94.60,0.716,781.08,525.58,1.000,738.65,529.31,1.000,741.98,557.44,1.000,785.82,551.77,1.000,ongoing
2.5907,Blue,571.51,551.90,79.16,97.85,0.715,601.76,527.31,1.000,552.71,518.81,1.000,537.50,550.81,1.000,582.12,562.47,1.000,ongoing
2.7759,Red,767.06,549.23,84.86,98.56,0.719,784.78,524.58,1.000,741.65,527.00,1.000,746.05,555.74,1.000,788.47,550.72,1.000,ongoing
2.7762,Blue,572.45,550.46,80.25,97.57,0.712,602.74,529.10,1.000,554.79,518.49,1.000,537.62,549.64,1.000,580.58,562.60,1.000,ongoing
2.9602,Red,763.12,550.31,87.60,95.94,0.717,780.36,523.81,1.000,736.49,528.28,1.000,740.47,557.46,1.000,786.55,551.06,1.000,ongoing
2.9604,Blue,570.85,551.71,80.69,98.31,0.716,603.76,528.62,1.000,553.11,516.78,1.000,534.48,550.02,1.000,579.79,563.90,1.000,ongoing
3.1471,Blue,570.43,552.70,80.48,97.28,0.716,602.48,530.96,1.000,554.30,518.01,1.000,534.31,549.63,1.000,577.11,565.00,1.000,ongoing
3.1473,Red,762.98,551.05,87.91,96.31,0.716,781.40,524.65,1.000,737.95,528.40,1.000,740.40,557.26,1.000,786.09,551.92,1.000,ongoing
3.3385,Blue,574.06,555.76,81.28,95.82,0.714,599.29,527.93,1.000,549.72,526.21,1.000,543.13,559.51,1.000,591.84,560.24,1.000,ongoing
3.3388,Red,767.67,556.02,86.31,97.28,0.714,783.51,525.35,1.000,738.93,532.86,1.000,742.44,562.80,1.000,788.59,555.51,1.000,ongoing
