time_s,tracker_id,pos_x,pos_y,pos_z,rot_y,is_gripping,down_face_x,down_face_y,down_face_z
0.0012,CubeBlue,-0.2484,0.6869,0.3989,346.01,0,0.00,-1.00,0.00
0.0032,CubeRed,-0.2293,0.6933,0.5721,297.55,0,0.00,-1.00,0.00
0.0333,CubeBlue,-0.2484,0.6869,0.3989,345.98,0,0.00,-1.00,0.00
0.0336,CubeRed,-0.2293,0.6933,0.5721,297.57,0,0.00,-1.00,0.00
0.0854,CubeBlue,-0.2484,0.6869,0.3989,345.98,0,0.00,-1.00,0.00
0.0856,CubeRed,-0.2293,0.6933,0.5721,297.57,0,0.00,-1.00,0.00
0.2016,CubeBlue,-0.2484,0.6869,0.3989,345.97,0,0.00,-1.00,0.00
0.2019,CubeRed,-0.2293,0.6933,0.5721,297.57,0,0.00,-1.00,0.00
0.2293,CubeBlue,-0.2484,0.6869,0.3989,345.96,0,0.00,-1.00,0.00
0.2296,CubeRed,-0.2293,0.6933,0.5721,297.58,0,0.00,-1.00,0.00
0.2820,CubeBlue,-0.2484,0.6869,0.3989,345.95,0,0.00,-1.00,0.00
0.2822,CubeRed,-0.2293,0.6933,0.5721,297.58,0,0.00,-1.00,0.00
0.4032,CubeBlue,-0.2484,0.6869,0.3989,345.94,0,0.00,-1.00,0.00
0.4034,CubeRed,-0.2293,0.6933,0.5721,297.58,0,0.00,-1.00,0.00
0.4357,CubeBlue,-0.2484,0.6869,0.3989,345.93,0,0.00,-1.00,0.00
0.4362,CubeRed,-0.2293,0.6933,0.5721,297.60,0,0.00,-1.00,0.00
0.4876,CubeBlue,-0.2484,0.6869,0.3989,345.93,0,0.00,-1.00,0.00
0.4878,CubeRed,-0.2293,0.6933,0.5721,297.60,0,0.00,-1.00,0.00
0.6027,CubeBlue,-0.2484,0.6869,0.3989,345.92,0,0.00,-1.00,0.00
0.6029,CubeRed,-0.2293,0.6933,0.5721,297.60,0,0.00,-1.00,0.00
0.6309,CubeBlue,-0.2484,0.6869,0.3989,345.91,0,0.00,-1.00,0.00
0.6311,CubeRed,-0.2293,0.6933,0.5721,297.60,0,0.00,-1.00,0.00
0.6840,CubeBlue,-0.2484,0.6869,0.3989,345.91,0,0.00,-1.00,0.00
0.6841,CubeRed,-0.2293,0.6933,0.5721,297.60,0,0.00,-1.00,0.00
0.8019,CubeBlue,-0.2484,0.6869,0.3989,345.91,0,0.00,-1.00,0.00
0.8020,CubeRed,-0.2293,0.6933,0.5721,297.60,0,0.00,-1.00,0.00
0.8245,CubeBlue,-0.2484,0.6869,0.3989,345.90,0,0.00,-1.00,0.00
0.8246,CubeRed,-0.2293,0.6933,0.5721,297.61,0,0.00,-1.00,0.00
0.8776,CubeBlue,-0.2484,0.6869,0.3989,345.89,0,0.00,-1.00,0.00
0.8777,CubeRed,-0.2293,0.6933,0.5721,297.61,0,0.00,-1.00,0.00
0.9904,CubeBlue,-0.2484,0.6869,0.3989,345.89,0,0.00,-1.00,0.00
0.9907,CubeRed,-0.2293,0.6933,0.5721,297.61,0,0.00,-1.00,0.00
1.0183,CubeBlue,-0.2484,0.6869,0.3989,345.89,0,0.00,-1.00,0.00
1.0188,CubeRed,-0.2293,0.6933,0.5721,297.61,0,0.00,-1.00,0.00
1.0730,CubeBlue,-0.2484,0.6869,0.3989,345.89,0,0.00,-1.00,0.00
1.0731,CubeRed,-0.2293,0.6933,0.5721,297.61,0,0.00,-1.00,0.00
1.1855,CubeBlue,-0.2484,0.6869,0.3989,348.87,0,0.00,-1.00,0.00
1.1856,CubeRed,-0.2293,0.6933,0.5721,297.61,0,0.00,-1.00,0.00
1.2132,CubeBlue,-0.2484,0.6869,0.3989,348.87,0,0.00,-1.00,0.00
1.2133,CubeRed,-0.2293,0.6933,0.5721,297.61,0,0.00,-1.00,0.00
1.2700,CubeBlue,-0.2484,0.6869,0.3989,348.86,0,0.00,-1.00,0.00
1.2702,CubeRed,-0.2293,0.6933,0.5721,297.61,0,0.00,-1.00,0.00
1.3788,CubeBlue,-0.2484,0.6869,0.3989,348.86,0,0.00,-1.00,0.00
1.3789,CubeRed,-0.2293,0.6933,0.5721,297.61,0,0.00,-1.00,0.00
