time_s,tracker_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,euler_x,euler_y,euler_z,vel_x,vel_y,vel_z,speed_mps,ang_vel_deg_s,is_gripping,grip_source,contact_level,raw_grip,imu_delta_deg,down_face_x,down_face_y,down_face_z
0.0013,CubeBlue,-0.2484,0.6869,0.3989,0.0000,0.1218,0.0000,-0.9926,0.00,346.01,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.0033,CubeRed,-0.2293,0.6933,0.5721,0.0000,0.5184,0.0000,-0.8551,0.00,297.55,0.00,0.0000,0.0000,0.0000,0.0000,604.56,0,none,Resting,0,0.301,0.00,-1.00,0.00
0.0334,CubeBlue,-0.2484,0.6869,0.3989,0.0000,0.1221,0.0000,-0.9925,0.00,345.98,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.631,0.00,-1.00,0.00
0.0336,CubeRed,-0.2293,0.6933,0.5721,0.0000,0.5183,0.0000,-0.8552,0.00,297.57,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.579,0.00,-1.00,0.00
0.0855,CubeBlue,-0.2484,0.6869,0.3989,0.0000,0.1221,0.0000,-0.9925,0.00,345.98,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.0856,CubeRed,-0.2293,0.6933,0.5721,0.0000,0.5183,0.0000,-0.8552,0.00,297.57,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.2017,CubeBlue,-0.2484,0.6869,0.3989,0.0000,0.1221,0.0000,-0.9925,0.00,345.97,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,1,0.250,0.00,-1.00,0.00
0.2019,CubeRed,-0.2293,0.6933,0.5721,0.0000,0.5182,0.0000,-0.8552,0.00,297.57,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.2294,CubeBlue,-0.2484,0.6869,0.3989,0.0000,0.1222,0.0000,-0.9925,0.00,345.96,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.377,0.00,-1.00,0.00
0.2296,CubeRed,-0.2293,0.6933,0.5721,0.0000,0.5182,0.0000,-0.8553,0.00,297.58,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.535,0.00,-1.00,0.00
0.2820,CubeBlue,-0.2484,0.6869,0.3989,0.0000,0.1223,0.0000,-0.9925,0.00,345.95,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.2822,CubeRed,-0.2293,0.6933,0.5721,0.0000,0.5182,0.0000,-0.8553,0.00,297.58,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.4033,CubeBlue,-0.2484,0.6869,0.3989,0.0000,0.1224,0.0000,-0.9925,0.00,345.94,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.250,0.00,-1.00,0.00
0.4034,CubeRed,-0.2293,0.6933,0.5721,0.0000,0.5181,0.0000,-0.8553,0.00,297.58,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.4357,CubeBlue,-0.2484,0.6869,0.3989,0.0000,0.1225,0.0000,-0.9925,0.00,345.93,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.504,0.00,-1.00,0.00
0.4362,CubeRed,-0.2293,0.6933,0.5721,0.0000,0.5181,0.0000,-0.8553,0.00,297.60,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.514,0.00,-1.00,0.00
0.4877,CubeBlue,-0.2484,0.6869,0.3989,0.0000,0.1225,0.0000,-0.9925,0.00,345.93,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.4878,CubeRed,-0.2293,0.6933,0.5721,0.0000,0.5180,0.0000,-0.8554,0.00,297.60,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.6028,CubeBlue,-0.2484,0.6869,0.3989,0.0000,0.1226,0.0000,-0.9925,0.00,345.92,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.244,0.00,-1.00,0.00
0.6030,CubeRed,-0.2293,0.6933,0.5721,0.0000,0.5180,0.0000,-0.8554,0.00,297.60,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.6310,CubeBlue,-0.2484,0.6869,0.3989,0.0000,0.1226,0.0000,-0.9925,0.00,345.91,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.510,0.00,-1.00,0.00
0.6311,CubeRed,-0.2293,0.6933,0.5721,0.0000,0.5180,0.0000,-0.8554,0.00,297.60,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.514,0.00,-1.00,0.00
0.6840,CubeBlue,-0.2484,0.6869,0.3989,0.0000,0.1226,0.0000,-0.9925,0.00,345.91,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.6841,CubeRed,-0.2293,0.6933,0.5721,0.0000,0.5180,0.0000,-0.8554,0.00,297.60,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.8020,CubeBlue,-0.2484,0.6869,0.3989,0.0000,0.1227,0.0000,-0.9924,0.00,345.91,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.250,0.00,-1.00,0.00
0.8021,CubeRed,-0.2293,0.6933,0.5721,0.0000,0.5180,0.0000,-0.8554,0.00,297.60,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.256,0.00,-1.00,0.00
0.8245,CubeBlue,-0.2484,0.6869,0.3989,0.0000,0.1228,0.0000,-0.9924,0.00,345.90,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.379,0.00,-1.00,0.00
0.8246,CubeRed,-0.2293,0.6933,0.5721,0.0000,0.5179,0.0000,-0.8554,0.00,297.61,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.507,0.00,-1.00,0.00
0.8776,CubeBlue,-0.2484,0.6869,0.3989,0.0000,0.1228,0.0000,-0.9924,0.00,345.89,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.8777,CubeRed,-0.2293,0.6933,0.5721,0.0000,0.5179,0.0000,-0.8554,0.00,297.61,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.9906,CubeBlue,-0.2484,0.6869,0.3989,0.0000,0.1228,0.0000,-0.9924,0.00,345.89,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.250,0.00,-1.00,0.00
0.9908,CubeRed,-0.2293,0.6933,0.5721,0.0000,0.5180,0.0000,-0.8554,0.00,297.61,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.0183,CubeBlue,-0.2484,0.6869,0.3989,0.0000,0.1228,0.0000,-0.9924,0.00,345.89,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.375,0.00,-1.00,0.00
1.0188,CubeRed,-0.2293,0.6933,0.5721,0.0000,0.5180,0.0000,-0.8554,0.00,297.61,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.375,0.00,-1.00,0.00
1.0730,CubeBlue,-0.2484,0.6869,0.3989,0.0000,0.1228,0.0000,-0.9924,0.00,345.89,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.0731,CubeRed,-0.2293,0.6933,0.5721,0.0000,0.5180,0.0000,-0.8554,0.00,297.61,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.1855,CubeBlue,-0.2484,0.6869,0.3989,0.0000,0.0970,0.0000,-0.9953,0.00,348.87,0.00,0.0000,0.0000,0.0000,0.0000,54.77,0,none,Resting,0,0.244,0.00,-1.00,0.00
1.1856,CubeRed,-0.2293,0.6933,0.5721,0.0000,0.5179,0.0000,-0.8554,0.00,297.61,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.244,0.00,-1.00,0.00
1.2133,CubeBlue,-0.2484,0.6869,0.3989,0.0000,0.0970,0.0000,-0.9953,0.00,348.87,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.510,0.00,-1.00,0.00
