time_s,tracker_id,bbox_x,bbox_y,bbox_w,bbox_h,bbox_score,kp0_x,kp0_y,kp0_v,kp1_x,kp1_y,kp1_v,kp2_x,kp2_y,kp2_v,kp3_x,kp3_y,kp3_v,calib_status
0.2008,Red,709.24,502.99,94.71,107.29,0.716,710.30,469.83,1.000,681.16,489.15,1.000,705.60,509.46,1.000,728.36,491.87,1.000,ongoing
0.2009,Blue,596.38,678.38,101.23,128.85,0.710,630.61,650.51,1.000,571.39,637.77,1.000,558.59,678.20,1.000,614.30,684.34,1.000,ongoing
0.4022,Blue,612.87,662.19,99.35,126.27,0.711,646.43,632.65,1.000,585.83,620.52,1.000,575.20,661.99,1.000,631.96,665.99,1.000,ongoing
0.4024,Red,722.95,493.14,89.13,102.13,0.711,724.35,464.52,1.000,693.82,482.29,1.000,717.62,501.91,1.000,744.69,483.89,1.000,ongoing
0.6016,Red,737.25,484.90,89.58,104.89,0.720,740.12,458.96,1.000,709.31,472.77,1.000,730.87,491.95,1.000,758.22,475.75,1.000,ongoing
0.6018,Blue,626.42,654.69,100.50,125.48,0.716,661.61,629.15,1.000,605.53,614.68,1.000,591.10,650.21,1.000,641.79,663.58,1.000,ongoing
0.8009,Red,738.96,502.27,89.71,103.65,0.715,736.97,475.26,1.000,714.68,493.91,1.000,739.72,507.63,1.000,759.29,488.62,1.000,ongoing
0.8012,Blue,629.67,676.75,101.43,126.38,0.715,665.26,643.92,1.000,606.80,632.74,1.000,590.70,680.25,1.000,656.10,683.96,1.000,ongoing
0.9893,Blue,624.06,688.98,100.52,124.24,0.719,658.73,657.36,1.000,599.09,648.27,1.000,588.14,687.90,1.000,644.26,695.52,1.000,ongoing
0.9896,Red,729.51,516.15,90.94,107.73,0.712,732.66,482.68,1.000,696.95,502.17,1.000,725.16,524.15,1.000,752.29,506.17,1.000,ongoing
1.1845,Blue,609.60,715.03,96.75,123.18,0.718,643.67,681.81,1.000,585.53,675.29,1.000,576.68,713.24,1.000,631.82,721.47,1.000,ongoing
1.1847,Red,712.19,540.24,89.79,101.77,0.716,721.15,506.07,1.000,683.37,522.28,1.000,702.70,548.67,1.000,737.24,530.58,1.000,ongoing
1.3778,Blue,595.54,727.75,96.61,124.93,0.715,625.65,702.32,1.000,568.49,689.98,1.000,556.71,728.59,1.000,609.48,734.52,1.000,ongoing
1.3780,Red,697.08,550.06,87.80,104.37,0.706,699.00,516.86,1.000,665.33,539.61,1.000,694.25,558.53,1.000,717.53,541.13,1.000,ongoing
1.5732,Blue,587.26,736.92,101.99,121.13,0.723,622.57,698.55,1.000,560.04,694.97,1.000,552.14,740.91,1.000,617.27,740.17,1.000,ongoing
1.5734,Red,689.10,558.39,85.32,100.65,0.718,687.48,530.17,1.000,660.41,550.38,1.000,689.94,565.50,1.000,710.82,545.92,1.000,ongoing
1.7664,Blue,581.33,738.87,99.57,123.33,0.719,609.84,705.58,1.000,556.62,696.70,1.000,541.94,741.15,1.000,604.74,744.98,1.000,ongoing
1.7665,Red,681.14,557.78,87.70,103.83,0.711,683.40,525.14,1.000,649.72,545.15,1.000,674.41,568.22,1.000,701.38,546.70,1.000,ongoing
1.9617,Blue,582.23,744.57,98.25,125.40,0.717,615.10,713.74,1.000,556.91,702.26,1.000,540.64,746.98,1.000,603.74,753.50,1.000,ongoing
1.9618,Red,681.78,562.43,86.79,102.10,0.716,680.90,530.56,1.000,650.53,550.50,1.000,678.39,570.53,1.000,700.47,550.60,1.000,ongoing
2.1565,Blue,580.47,746.16,97.23,125.91,0.715,609.13,715.15,1.000,549.44,709.60,1.000,544.16,752.85,1.000,603.37,751.65,1.000,ongoing
2.1567,Red,678.67,563.96,89.26,102.07,0.713,680.49,536.05,1.000,654.05,551.55,1.000,673.66,568.59,1.000,693.88,555.27,1.000,ongoing
2.3521,Blue,571.13,743.96,97.73,125.09,0.719,605.91,713.53,1.000,545.24,706.31,1.000,534.71,747.28,1.000,588.54,751.50,1.000,ongoing
2.3523,Red,671.01,561.42,84.78,100.69,0.713,662.15,532.30,1.000,641.43,560.49,1.000,684.61,567.40,1.000,689.99,543.56,1.000,ongoing
2.5465,Blue,568.66,742.13,96.76,122.85,0.720,601.76,714.83,1.000,545.88,705.01,1.000,532.20,744.14,1.000,584.51,750.54,1.000,ongoing
2.5466,Red,668.02,561.77,84.56,98.90,0.710,661.51,533.77,1.000,638.65,557.35,1.000,669.06,567.72,1.000,682.59,550.16,1.000,ongoing
2.7369,Blue,551.41,750.30,97.73,123.40,0.720,584.12,721.20,1.000,530.28,710.88,1.000,513.30,750.92,1.000,568.14,760.41,1.000,ongoing
2.7370,Red,649.51,569.90,85.93,99.34,0.710,645.04,536.85,1.000,620.04,560.83,1.000,652.28,574.13,1.000,664.78,554.28,1.000,ongoing
2.9340,Blue,552.17,734.69,97.71,119.70,0.723,586.47,705.27,1.000,531.15,694.76,1.000,516.68,734.66,1.000,571.06,743.14,1.000,ongoing
2.9342,Red,653.54,560.78,85.24,103.31,0.714,644.26,534.30,1.000,623.45,558.10,1.000,660.39,567.07,1.000,667.91,546.03,1.000,ongoing
3.1282,Blue,577.28,699.60,94.29,119.55,0.720,612.56,672.02,1.000,555.81,661.57,1.000,544.25,697.62,1.000,593.02,708.43,1.000,ongoing
3.1283,Red,675.57,527.95,87.16,100.37,0.717,677.83,497.39,1.000,648.85,517.25,1.000,673.87,537.82,1.000,695.68,517.65,1.000,ongoing
3.3238,Blue,601.58,704.09,98.31,120.45,0.722,636.89,667.68,1.000,576.45,663.35,1.000,568.20,706.60,1.000,627.24,707.36,1.000,ongoing
3.3239,Red,701.44,527.48,86.99,103.18,0.690,693.92,497.65,1.000,670.17,523.74,1.000,708.80,532.86,1.000,717.59,511.66,1.000,ongoing
3.7120,Blue,611.03,688.29,97.36,105.98,0.629,612.26,677.28,1.000,598.05,682.79,1.000,600.12,690.93,1.000,617.49,686.73,1.000,ongoing
4.0972,Blue,599.25,647.29,111.51,135.97,0.711,629.52,615.24,1.000,567.91,606.75,1.000,568.00,654.62,1.000,628.11,646.42,1.000,ongoing
4.0974,Red,703.13,433.63,96.13,112.01,0.711,699.53,404.09,1.000,673.63,426.69,1.000,703.86,438.12,1.000,720.94,420.03,1.000,ongoing
4.2915,Red,636.92,437.51,100.44,114.77,0.713,637.75,405.59,1.000,608.14,425.99,1.000,633.55,442.80,1.000,655.45,423.63,1.000,ongoing
4.2916,Blue,519.41,654.68,112.92,130.91,0.679,532.03,645.98,1.000,509.11,639.76,1.000,508.20,658.50,1.000,514.77,661.66,1.000,ongoing
4.4770,Red,603.54,457.66,100.63,118.31,0.707,606.40,424.07,1.000,573.41,444.83,1.000,601.09,462.68,1.000,623.77,444.66,1.000,ongoing
4.4772,Blue,523.65,639.79,118.77,122.83,0.678,536.17,633.70,1.000,515.10,626.10,1.000,514.62,640.03,1.000,520.98,641.08,1.000,ongoing
4.6712,Red,594.11,455.92,96.83,111.29,0.716,595.50,425.75,1.000,565.29,445.58,1.000,591.53,464.08,1.000,618.25,444.75,1.000,ongoing
4.6714,Blue,630.49,531.74,105.66,102.76,0.654,645.18,528.99,1.000,622.12,518.40,1.000,612.94,535.28,1.000,627.21,542.14,1.000,ongoing
4.8646,Red,591.78,459.03,101.24,119.36,0.721,602.26,425.83,1.000,560.35,441.59,1.000,580.48,468.42,1.000,616.62,453.26,1.000,ongoing
5.0577,Red,595.33,464.28,104.04,118.12,0.719,609.35,426.43,1.000,564.68,443.42,1.000,583.42,472.26,1.000,627.31,452.71,1.000,ongoing
5.0578,Blue,868.34,406.43,117.72,89.72,0.604,895.31,410.33,1.000,880.87,386.73,1.000,849.30,395.87,1.000,857.14,416.96,1.000,ongoing
5.2532,Red,594.82,482.82,106.32,119.93,0.718,613.13,442.90,1.000,562.20,458.31,1.000,580.69,491.16,1.000,626.71,473.29,1.000,ongoing
5.2533,Blue,857.62,492.82,111.04,101.69,0.608,881.33,468.73,1.000,840.15,464.40,1.000,836.12,492.89,1.000,873.52,491.46,1.000,ongoing
5.4477,Red,584.21,487.66,107.85,125.71,0.722,596.02,449.82,1.000,551.36,464.49,1.000,571.55,495.80,1.000,614.92,479.72,1.000,ongoing
5.4479,Blue,840.09,504.53,102.59,109.26,0.625,856.90,486.98,1.000,823.82,480.24,1.000,813.46,502.81,1.000,846.85,509.71,1.000,ongoing
5.6429,Red,538.67,522.08,108.22,126.28,0.722,554.07,487.63,1.000,508.08,500.35,1.000,521.74,530.20,1.000,565.88,519.31,1.000,ongoing
5.6431,Blue,791.51,550.83,100.01,112.20,0.665,825.39,542.72,1.000,794.49,514.93,1.000,760.06,533.13,1.000,787.21,561.40,1.000,ongoing
5.8371,Red,568.30,579.08,106.83,118.84,0.716,580.03,538.67,1.000,533.15,553.69,1.000,553.57,589.23,1.000,599.54,569.39,1.000,ongoing
5.8372,Blue,838.76,626.01,90.12,114.48,0.679,868.67,609.12,1.000,833.30,589.12,1.000,810.96,613.03,1.000,836.92,631.89,1.000,ongoing
6.0339,Red,524.68,462.38,105.13,113.00,0.719,537.37,425.97,1.000,493.29,441.06,1.000,508.68,472.64,1.000,553.78,453.05,1.000,ongoing
6.0341,Blue,799.31,500.96,88.89,109.88,0.712,832.59,484.77,1.000,784.07,467.41,1.000,764.16,501.67,1.000,805.39,514.51,1.000,ongoing
6.2263,Red,530.07,499.26,98.82,111.45,0.717,530.33,470.04,1.000,501.49,488.70,1.000,525.12,508.28,1.000,551.63,489.50,1.000,ongoing
6.2264,Blue,799.46,535.49,88.16,106.57,0.705,833.67,510.53,1.000,781.77,501.22,1.000,771.06,533.38,1.000,816.70,543.26,1.000,ongoing
6.4201,Red,539.46,507.35,101.80,116.26,0.721,544.81,472.22,1.000,509.29,492.09,1.000,534.42,512.67,1.000,563.52,494.95,1.000,ongoing
6.4203,Blue,803.17,534.36,88.01,106.95,0.712,833.57,517.63,1.000,786.14,501.06,1.000,769.60,534.00,1.000,807.58,545.88,1.000,ongoing
6.6143,Red,453.43,542.77,96.47,109.30,0.720,453.25,509.21,1.000,424.26,529.33,1.000,453.17,550.56,1.000,477.77,524.89,1.000,ongoing
6.6144,Blue,713.74,552.10,81.15,104.15,0.709,751.91,536.61,1.000,699.41,515.83,1.000,674.02,550.65,1.000,719.57,570.69,1.000,ongoing
6.8097,Red,463.59,577.05,95.75,109.74,0.723,464.59,549.57,1.000,433.29,564.92,1.000,457.73,582.74,1.000,482.64,566.19,1.000,ongoing
6.8099,Blue,716.02,576.74,80.06,102.09,0.706,747.89,560.95,1.000,703.53,543.60,1.000,677.95,574.74,1.000,720.70,591.19,1.000,ongoing
7.0052,Red,429.48,620.57,93.69,107.61,0.713,427.03,588.79,1.000,399.49,612.12,1.000,434.97,625.55,1.000,450.32,604.36,1.000,ongoing
7.0054,Blue,680.59,606.15,74.95,95.97,0.710,711.08,588.24,1.000,668.17,571.84,1.000,643.22,601.82,1.000,686.39,619.64,1.000,ongoing
7.1980,Red,383.31,623.36,96.17,105.17,0.718,374.12,592.31,1.000,351.41,621.46,1.000,397.06,630.15,1.000,403.81,603.96,1.000,ongoing
7.1981,Blue,638.48,601.60,77.50,94.06,0.711,667.64,585.78,1.000,624.30,572.36,1.000,609.76,601.39,1.000,645.80,612.06,1.000,ongoing
7.3937,Red,452.47,603.48,93.98,103.71,0.714,453.27,570.56,1.000,422.89,590.18,1.000,451.82,610.91,1.000,477.70,586.47,1.000,ongoing
7.3939,Blue,704.88,585.57,80.40,96.39,0.705,736.15,569.45,1.000,690.96,554.66,1.000,674.18,585.60,1.000,711.60,596.62,1.000,ongoing
7.5871,Red,533.83,606.63,91.40,105.71,0.715,525.23,577.31,1.000,508.39,600.17,1.000,541.52,613.92,1.000,554.72,585.96,1.000,ongoing
7.5872,Blue,788.52,592.14,82.15,100.79,0.704,815.78,569.46,1.000,772.80,560.22,1.000,755.45,592.03,1.000,805.44,602.43,1.000,ongoing
7.7836,Red,600.80,587.52,94.02,107.75,0.679,597.00,557.98,1.000,566.59,576.08,1.000,607.10,598.74,1.000,629.87,566.55,1.000,ongoing
7.9761,Red,616.58,562.17,97.07,109.18,0.705,614.89,527.48,1.000,586.81,551.58,1.000,616.40,570.15,1.000,637.51,545.48,1.000,ongoing
7.9763,Blue,871.66,579.90,42.39,52.81,0.633,870.05,578.35,1.000,867.46,581.27,1.000,872.44,583.10,1.000,875.30,580.30,1.000,ongoing
8.1673,Red,628.41,532.82,95.84,108.67,0.701,630.16,498.33,1.000,599.23,515.15,1.000,618.55,540.48,1.000,652.57,514.60,1.000,ongoing
8.1683,Unknown,889.87,553.74,41.68,46.34,0.625,891.48,550.65,1.000,889.03,553.49,1.000,889.80,554.38,1.000,891.37,553.63,1.000,ongoing
8.5559,Red,649.44,507.75,85.64,119.72,0.715,632.86,477.58,1.000,624.50,502.84,1.000,663.33,513.59,1.000,669.86,479.05,1.000,ongoing
8.7511,Red,632.79,485.28,78.05,113.88,0.704,633.08,459.43,1.000,608.64,470.64,1.000,626.84,492.71,1.000,651.79,470.06,1.000,ongoing
9.5150,Red,581.01,424.03,94.18,122.14,0.611,571.12,403.67,1.000,565.58,419.82,1.000,585.12,423.65,1.000,584.34,408.92,1.000,ongoing
9.7091,Red,573.62,430.91,104.05,123.82,0.617,553.83,415.55,1.000,560.81,439.63,1.000,588.24,438.38,1.000,576.12,411.67,1.000,ongoing
10.4739,Blue,761.52,453.90,65.93,75.60,0.622,764.18,437.20,1.000,756.17,442.04,1.000,756.74,446.95,1.000,758.15,445.27,1.000,ongoing
10.6693,Blue,788.83,470.09,93.51,109.24,0.711,820.69,453.11,1.000,770.76,435.54,1.000,752.58,469.86,1.000,792.73,483.82,1.000,ongoing
10.8637,Blue,782.50,476.85,84.95,95.27,0.711,814.42,474.00,1.000,778.33,443.59,1.000,747.77,466.02,1.000,771.30,492.77,1.000,ongoing
