time_s,tracker_id,bbox_x,bbox_y,bbox_w,bbox_h,bbox_score,kp0_x,kp0_y,kp0_v,kp1_x,kp1_y,kp1_v,kp2_x,kp2_y,kp2_v,kp3_x,kp3_y,kp3_v,calib_status
0.1052,Blue,832.00,775.13,111.03,126.04,0.684,870.29,760.96,1.000,831.00,734.12,1.000,803.31,761.32,1.000,830.17,783.28,1.000,ongoing
0.3003,Blue,809.01,836.11,107.69,121.99,0.713,839.95,807.18,1.000,790.83,799.61,1.000,785.81,835.07,1.000,824.64,839.49,1.000,ongoing
0.4945,Blue,781.50,807.78,105.94,123.23,0.713,817.87,792.65,1.000,772.72,769.21,1.000,751.92,800.92,1.000,784.92,819.01,1.000,ongoing
0.6889,Blue,796.89,786.05,104.42,115.04,0.700,823.81,776.81,1.000,793.96,753.58,1.000,768.23,776.58,1.000,793.15,794.21,1.000,ongoing
0.8875,Blue,813.48,758.98,104.43,117.92,0.698,846.39,744.38,1.000,805.25,724.39,1.000,788.57,752.42,1.000,818.48,767.78,1.000,ongoing
1.0794,Blue,817.77,755.43,100.50,112.52,0.699,843.14,746.56,1.000,814.77,722.89,1.000,789.37,744.84,1.000,811.70,762.95,1.000,ongoing
1.2697,Blue,820.94,745.93,100.96,116.97,0.688,852.53,729.81,1.000,809.30,710.01,1.000,788.35,741.76,1.000,823.26,757.28,1.000,ongoing
1.4682,Blue,824.16,739.53,100.96,112.54,0.710,849.29,722.80,1.000,814.52,709.31,1.000,802.22,735.06,1.000,830.02,741.64,1.000,ongoing
1.6614,Blue,826.56,729.13,103.05,108.27,0.699,854.59,703.26,1.000,812.74,695.05,1.000,801.59,723.09,1.000,843.71,729.81,1.000,ongoing
1.6616,Red,719.71,920.67,134.42,111.16,0.636,741.80,906.59,1.000,693.42,907.28,1.000,698.84,937.75,1.000,739.99,935.37,1.000,ongoing
1.8557,Blue,840.34,711.59,101.10,112.66,0.688,869.59,697.21,1.000,829.38,684.40,1.000,816.58,711.06,1.000,846.05,719.53,1.000,ongoing
1.8558,Red,729.80,904.29,142.83,146.19,0.654,759.49,882.56,1.000,723.32,870.64,1.000,705.50,892.09,1.000,735.69,919.10,1.000,ongoing
2.0517,Blue,883.46,711.69,105.28,108.53,0.690,914.43,692.48,1.000,875.74,677.45,1.000,856.27,700.58,1.000,890.35,715.01,1.000,ongoing
2.0518,Red,759.36,890.10,147.90,159.61,0.670,785.00,875.83,1.000,765.99,853.87,1.000,738.86,865.52,1.000,755.23,901.15,1.000,ongoing
2.2487,Blue,907.72,707.00,103.51,111.08,0.697,939.46,690.26,1.000,903.72,667.63,1.000,879.12,691.90,1.000,904.78,712.78,1.000,ongoing
2.2489,Red,786.21,886.64,150.77,164.38,0.658,818.00,861.58,1.000,783.84,847.64,1.000,763.82,867.56,1.000,794.27,898.35,1.000,ongoing
2.4405,Blue,905.77,695.12,107.45,108.96,0.691,942.94,684.80,1.000,901.49,659.98,1.000,878.63,688.36,1.000,911.13,708.21,1.000,ongoing
2.4408,Red,786.56,880.94,149.49,164.33,0.653,821.04,866.57,1.000,795.37,840.06,1.000,763.67,850.80,1.000,783.12,892.71,1.000,ongoing
2.6355,Blue,920.19,712.90,109.94,115.87,0.678,954.58,702.43,1.000,918.95,679.86,1.000,893.97,705.31,1.000,923.93,723.57,1.000,ongoing
2.6357,Red,808.61,899.49,142.83,152.52,0.671,850.23,874.81,1.000,813.54,858.09,1.000,787.69,886.13,1.000,822.97,919.78,1.000,ongoing
2.8272,Blue,981.92,705.67,107.66,116.02,0.693,1014.84,691.34,1.000,979.23,668.89,1.000,956.30,694.05,1.000,982.36,711.92,1.000,ongoing
2.8275,Red,878.60,896.16,147.08,155.56,0.665,918.89,869.25,1.000,882.40,854.44,1.000,859.32,881.09,1.000,893.56,914.46,1.000,ongoing
3.0233,Blue,966.16,714.82,107.89,111.85,0.688,995.53,690.02,1.000,953.02,680.20,1.000,940.56,705.90,1.000,976.99,711.48,1.000,ongoing
3.0235,Red,861.55,903.48,142.97,147.38,0.666,896.20,882.45,1.000,862.52,867.06,1.000,839.76,887.63,1.000,867.41,919.96,1.000,ongoing
3.2175,Red,835.35,897.11,143.93,143.63,0.662,874.08,880.53,1.000,840.43,862.61,1.000,815.21,884.84,1.000,842.98,920.16,1.000,ongoing
3.2178,Blue,932.10,707.86,105.38,113.40,0.644,954.47,696.18,1.000,924.07,683.51,1.000,911.28,708.37,1.000,936.72,710.06,1.000,ongoing
3.4141,Red,820.23,909.60,100.60,128.09,0.671,822.49,903.64,1.000,817.21,897.68,1.000,816.52,903.23,1.000,819.17,907.97,1.000,ongoing
3.4144,Blue,934.46,714.20,102.94,111.23,0.625,963.00,692.18,1.000,924.43,679.94,1.000,907.86,703.39,1.000,941.59,711.07,1.000,ongoing
3.6055,Red,808.82,915.49,101.33,100.83,0.680,805.57,913.83,1.000,803.30,910.67,1.000,802.49,915.30,1.000,805.60,913.67,1.000,ongoing
