time_s,head_px,head_py,head_pz,head_rx,head_ry,head_rz,head_rw,handR_px,handR_py,handR_pz,handR_rx,handR_ry,handR_rz,handR_rw,handL_px,handL_py,handL_pz,handL_rx,handL_ry,handL_rz,handL_rw,gaze_x,gaze_y,gaze_z
30.3077,-0.0027,1.1357,-0.0088,0.1457,0.0241,0.0228,0.9888,0.2042,0.8916,0.1979,0.5514,0.0174,0.3402,-0.7616,-0.2190,0.7880,0.0867,0.3318,0.0349,-0.3622,-0.8704,0.0543,-0.2869,0.9564
30.3615,-0.0016,1.1361,-0.0085,0.1448,0.0267,0.0229,0.9888,0.2241,0.8793,0.1756,0.5244,0.0088,0.3565,-0.7732,-0.2155,0.7896,0.0869,0.3748,0.0141,-0.3793,-0.8458,0.0594,-0.2851,0.9566
30.4177,-0.0010,1.1370,-0.0088,0.1439,0.0293,0.0233,0.9889,0.2334,0.8680,0.1692,0.5099,0.0203,0.3496,-0.7858,-0.2148,0.7879,0.0886,0.3851,0.0194,-0.3750,-0.8431,0.0646,-0.2832,0.9569
30.5013,-0.0005,1.1379,-0.0101,0.1409,0.0322,0.0241,0.9892,0.2377,0.8624,0.1679,0.4972,-0.0197,0.3184,-0.8069,-0.2148,0.7881,0.0894,0.3908,0.0235,-0.3629,-0.8456,0.0705,-0.2773,0.9582
30.5561,0.0000,1.1387,-0.0117,0.1388,0.0357,0.0264,0.9893,0.2321,0.8464,0.1609,0.4810,-0.0300,0.3284,-0.8123,-0.2155,0.7855,0.0890,0.3935,0.0256,-0.3607,-0.8452,0.0781,-0.2728,0.9589
30.6126,-0.0001,1.1395,-0.0127,0.1370,0.0369,0.0294,0.9895,0.2245,0.8381,0.1571,0.4754,-0.0124,0.3349,-0.8134,-0.2155,0.7844,0.0879,0.3937,0.0295,-0.3608,-0.8449,0.0811,-0.2689,0.9598
30.6952,-0.0002,1.1402,-0.0137,0.1345,0.0367,0.0315,0.9897,0.2174,0.8311,0.1562,0.4397,-0.0098,0.3776,-0.8149,-0.2158,0.7839,0.0873,0.3964,0.0297,-0.3537,-0.8467,0.0810,-0.2638,0.9612
30.7507,-0.0004,1.1407,-0.0152,0.1329,0.0369,0.0344,0.9898,0.2086,0.8130,0.1552,0.4216,-0.0104,0.3979,-0.8147,-0.2144,0.7807,0.0857,0.4158,0.0523,-0.3643,-0.8316,0.0821,-0.2607,0.9619
30.8065,-0.0007,1.1407,-0.0163,0.1346,0.0359,0.0391,0.9895,0.1993,0.8090,0.1550,0.4176,0.0064,0.4089,-0.8114,-0.2138,0.7781,0.0847,0.4251,0.0618,-0.3769,-0.8206,0.0816,-0.2635,0.9612
30.8891,-0.0016,1.1407,-0.0171,0.1350,0.0347,0.0439,0.9893,0.1910,0.8093,0.1569,0.3942,0.0441,0.4408,-0.8052,-0.2145,0.7733,0.0850,0.4203,0.0710,-0.3886,-0.8169,0.0805,-0.2640,0.9612
30.9450,-0.0025,1.1407,-0.0184,0.1346,0.0331,0.0485,0.9892,0.1614,0.8208,0.1589,0.3949,0.0622,0.4299,-0.8096,-0.2062,0.7766,0.0836,0.4158,0.0502,-0.3879,-0.8211,0.0786,-0.2630,0.9616
31.0004,-0.0032,1.1405,-0.0190,0.1353,0.0313,0.0484,0.9891,0.1403,0.8233,0.1580,0.3916,0.1007,0.4291,-0.8077,-0.1988,0.7786,0.0816,0.4179,0.0262,-0.3842,-0.8229,0.0751,-0.2647,0.9614
31.0836,-0.0040,1.1406,-0.0194,0.1350,0.0284,0.0481,0.9893,0.1295,0.8229,0.1569,0.3868,0.1453,0.4222,-0.8069,-0.1930,0.7791,0.0772,0.4036,-0.0202,-0.3907,-0.8271,0.0691,-0.2645,0.9619
31.1395,-0.0049,1.1407,-0.0204,0.1341,0.0240,0.0493,0.9895,0.1080,0.8082,0.1533,0.3459,0.2221,0.3686,-0.8338,-0.1804,0.7847,0.0709,0.3889,-0.0104,-0.3871,-0.8359,0.0608,-0.2630,0.9629
31.1956,-0.0061,1.1411,-0.0209,0.1326,0.0185,0.0472,0.9899,0.0910,0.8003,0.1467,0.3163,0.2649,0.3438,-0.8436,-0.1750,0.7857,0.0672,0.3781,-0.0185,-0.3828,-0.8427,0.0491,-0.2607,0.9642
31.2776,-0.0070,1.1414,-0.0211,0.1318,0.0142,0.0463,0.9901,0.0723,0.7867,0.1454,0.2917,0.2744,0.3346,-0.8530,-0.1702,0.7847,0.0642,0.3710,-0.0407,-0.3959,-0.8390,0.0404,-0.2597,0.9648
31.3348,-0.0086,1.1416,-0.0216,0.1315,0.0080,0.0451,0.9903,0.0607,0.7743,0.1363,0.2384,0.3476,0.3018,-0.8551,-0.1689,0.7767,0.0673,0.3621,-0.0409,-0.3922,-0.8446,0.0278,-0.2597,0.9653
31.3901,-0.0098,1.1413,-0.0214,0.1312,0.0021,0.0433,0.9904,0.0542,0.7702,0.1303,0.2132,0.3837,0.3071,-0.8444,-0.1650,0.7717,0.0667,0.3829,-0.0414,-0.3910,-0.8359,0.0155,-0.2597,0.9656
31.4737,-0.0117,1.1412,-0.0216,0.1312,-0.0010,0.0441,0.9904,0.0539,0.7699,0.1268,0.2002,0.4230,0.2920,-0.8341,-0.1600,0.7618,0.0683,0.4403,-0.0426,-0.4123,-0.7965,0.0097,-0.2599,0.9656
31.5293,-0.0156,1.1409,-0.0214,0.1312,-0.0154,0.0400,0.9904,0.0592,0.7658,0.1318,0.1885,0.4134,0.2817,-0.8451,-0.1617,0.7692,0.0672,0.4450,-0.0690,-0.4030,-0.7967,-0.0200,-0.2612,0.9651
31.5844,-0.0192,1.1416,-0.0208,0.1291,-0.0341,0.0383,0.9903,0.0648,0.7683,0.1370,0.1963,0.4009,0.2873,-0.8475,-0.1635,0.7686,0.0664,0.4280,-0.0783,-0.4009,-0.8062,-0.0576,-0.2583,0.9644
31.6667,-0.0219,1.1417,-0.0208,0.1285,-0.0445,0.0409,0.9899,0.0667,0.7632,0.1488,0.2221,0.3988,0.2777,-0.8453,-0.1659,0.7659,0.0659,0.4185,-0.0943,-0.3897,-0.8150,-0.0776,-0.2580,0.9630
31.7225,-0.0251,1.1418,-0.0204,0.1272,-0.0603,0.0415,0.9892,0.0439,0.7904,0.1808,0.1786,0.2957,0.3530,-0.8695,-0.1695,0.7603,0.0660,0.4303,-0.0966,-0.3866,-0.8100,-0.1087,-0.2567,0.9604
31.7786,-0.0261,1.1419,-0.0204,0.1263,-0.0659,0.0403,0.9890,0.0149,0.8150,0.2097,0.0987,0.2483,0.3568,-0.8951,-0.1710,0.7578,0.0652,0.4371,-0.0909,-0.3934,-0.8037,-0.1202,-0.2551,0.9594
31.8615,-0.0269,1.1428,-0.0199,0.1245,-0.0681,0.0377,0.9892,-0.0276,0.8340,0.2291,0.0510,0.2839,0.3708,-0.8828,-0.1714,0.7571,0.0639,0.4506,-0.0847,-0.4035,-0.7918,-0.1253,-0.2514,0.9597
31.9163,-0.0281,1.1436,-0.0192,0.1224,-0.0739,0.0345,0.9891,-0.0668,0.8005,0.2726,-0.0402,0.3402,0.2702,-0.8998,-0.1732,0.7581,0.0640,0.4697,-0.0721,-0.3839,-0.7917,-0.1378,-0.2472,0.9591
31.9730,-0.0287,1.1441,-0.0187,0.1219,-0.0746,0.0310,0.9892,-0.0800,0.7745,0.2941,-0.0562,0.3562,0.2528,-0.8978,-0.1798,0.7527,0.0614,0.4554,-0.0562,-0.3803,-0.8030,-0.1401,-0.2458,0.9591
32.0555,-0.0277,1.1445,-0.0185,0.1209,-0.0646,0.0294,0.9901,-0.0831,0.7603,0.2968,-0.0554,0.3401,0.2397,-0.9076,-0.1838,0.7540,0.0554,0.4314,-0.0399,-0.3898,-0.8127,-0.1209,-0.2433,0.9624
32.1113,-0.0263,1.1447,-0.0178,0.1195,-0.0542,0.0274,0.9910,-0.0780,0.7574,0.2934,-0.0486,0.3531,0.2248,-0.9069,-0.1925,0.7577,0.0513,0.4066,-0.0328,-0.3774,-0.8314,-0.1010,-0.2397,0.9656
32.1667,-0.0235,1.1445,-0.0185,0.1206,-0.0436,0.0269,0.9914,-0.0738,0.7554,0.2890,-0.0221,0.3512,0.2336,-0.9064,-0.1941,0.7577,0.0524,0.3980,-0.0280,-0.3636,-0.8418,-0.0800,-0.2415,0.9671
32.2504,-0.0210,1.1451,-0.0192,0.1194,-0.0326,0.0276,0.9919,-0.0700,0.7560,0.2839,0.0254,0.3564,0.2323,-0.9046,-0.1951,0.7551,0.0556,0.3920,-0.0325,-0.3571,-0.8472,-0.0581,-0.2387,0.9693
32.3066,-0.0171,1.1453,-0.0205,0.1188,-0.0185,0.0287,0.9923,-0.0670,0.7608,0.2790,0.0503,0.3535,0.2214,-0.9075,-0.1921,0.7589,0.0556,0.3649,-0.0150,-0.3660,-0.8560,-0.0298,-0.2368,0.9711
32.3618,-0.0141,1.1455,-0.0214,0.1189,-0.0091,0.0292,0.9924,-0.0654,0.7647,0.2775,0.0476,0.3572,0.1808,-0.9151,-0.1919,0.7617,0.0564,0.3617,-0.0130,-0.3694,-0.8559,-0.0110,-0.2365,0.9716
32.4453,-0.0122,1.1459,-0.0214,0.1177,-0.0019,0.0273,0.9927,-0.0668,0.7646,0.2721,0.0387,0.3610,0.1506,-0.9195,-0.1919,0.7654,0.0577,0.3669,-0.0108,-0.3626,-0.8566,0.0026,-0.2338,0.9723
32.5008,-0.0099,1.1456,-0.0216,0.1184,0.0087,0.0283,0.9925,-0.0452,0.7744,0.2807,0.0262,0.3673,0.2828,-0.8857,-0.1901,0.7669,0.0597,0.3745,-0.0081,-0.3623,-0.8535,0.0239,-0.2345,0.9718
32.5570,-0.0089,1.1455,-0.0218,0.1200,0.0137,0.0291,0.9922,-0.0188,0.8043,0.2887,0.0511,0.3413,0.3760,-0.8600,-0.1897,0.7671,0.0604,0.3749,-0.0079,-0.3616,-0.8536,0.0343,-0.2374,0.9708
32.6395,-0.0084,1.1455,-0.0224,0.1195,0.0168,0.0287,0.9923,0.0227,0.8635,0.2896,0.0907,0.2904,0.4404,-0.8447,-0.1897,0.7655,0.0604,0.3753,-0.0080,-0.3627,-0.8530,0.0403,-0.2361,0.9709
32.6957,-0.0077,1.1459,-0.0227,0.1183,0.0236,0.0282,0.9923,0.0887,0.9404,0.2779,0.1327,0.2129,0.4444,-0.8600,-0.1883,0.7652,0.0605,0.3732,-0.0040,-0.3636,-0.8536,0.0534,-0.2335,0.9709
32.7514,-0.0075,1.1461,-0.0226,0.1179,0.0271,0.0295,0.9922,0.1321,0.9539,0.2890,0.1925,0.1700,0.4288,-0.8661,-0.1876,0.7657,0.0611,0.3672,0.0002,-0.3637,-0.8561,0.0607,-0.2323,0.9707
32.8344,-0.0078,1.1458,-0.0224,0.1183,0.0259,0.0311,0.9922,0.1751,0.9525,0.2892,0.2769,0.0850,0.3189,-0.9025,-0.1864,0.7673,0.0611,0.3593,0.0009,-0.3670,-0.8580,0.0588,-0.2331,0.9707
32.8901,-0.0078,1.1452,-0.0222,0.1192,0.0260,0.0323,0.9920,0.1861,0.8989,0.3046,0.1668,0.0877,0.3146,-0.9303,-0.1854,0.7657,0.0621,0.3444,-0.0014,-0.3682,-0.8636,0.0593,-0.2348,0.9702
32.9455,-0.0076,1.1451,-0.0215,0.1190,0.0247,0.0321,0.9921,0.1914,0.8602,0.3143,0.0679,0.1051,0.2674,-0.9554,-0.1833,0.7637,0.0630,0.3358,-0.0029,-0.3719,-0.8654,0.0567,-0.2345,0.9705
33.0279,-0.0072,1.1449,-0.0206,0.1196,0.0221,0.0311,0.9921,0.1792,0.8293,0.3187,-0.0123,0.0924,0.2136,-0.9725,-0.1814,0.7625,0.0635,0.3220,-0.0053,-0.3851,-0.8649,0.0513,-0.2359,0.9704
33.0839,-0.0070,1.1445,-0.0195,0.1210,0.0206,0.0294,0.9920,0.1578,0.8110,0.3278,0.0093,0.0984,0.2112,-0.9724,-0.1813,0.7629,0.0625,0.3181,-0.0066,-0.3874,-0.8653,0.0481,-0.2388,0.9699
33.1400,-0.0071,1.1442,-0.0194,0.1211,0.0218,0.0286,0.9920,0.1496,0.8103,0.3294,-0.0060,0.1097,0.1944,-0.9747,-0.1822,0.7639,0.0618,0.3185,-0.0048,-0.3838,-0.8667,0.0503,-0.2390,0.9697
33.2228,-0.0079,1.1446,-0.0197,0.1201,0.0212,0.0290,0.9921,0.1446,0.8130,0.3326,-0.0165,0.1126,0.2027,-0.9726,-0.1834,0.7634,0.0619,0.3216,-0.0029,-0.3818,-0.8665,0.0490,-0.2371,0.9702
33.2782,-0.0089,1.1446,-0.0197,0.1198,0.0201,0.0296,0.9922,0.1461,0.8076,0.3365,-0.0353,0.1146,0.2015,-0.9721,-0.1854,0.7629,0.0617,0.3216,-0.0003,-0.3752,-0.8694,0.0471,-0.2366,0.9705
33.3352,-0.0096,1.1447,-0.0198,0.1191,0.0187,0.0311,0.9922,0.1466,0.8040,0.3402,-0.0599,0.1201,0.1850,-0.9735,-0.1864,0.7626,0.0614,0.3184,0.0024,-0.3718,-0.8720,0.0445,-0.2352,0.9709
33.4040,-0.0097,1.1446,-0.0202,0.1198,0.0185,0.0307,0.9921,0.1464,0.8079,0.3366,-0.0491,0.1183,0.1904,-0.9733,-0.1876,0.7603,0.0613,0.3161,0.0036,-0.3691,-0.8740,0.0440,-0.2367,0.9706
33.4601,-0.0102,1.1447,-0.0203,0.1196,0.0182,0.0308,0.9922,0.1468,0.8102,0.3379,-0.0501,0.1196,0.2008,-0.9710,-0.1874,0.7596,0.0615,0.3162,0.0030,-0.3697,-0.8737,0.0436,-0.2361,0.9707
33.5160,-0.0104,1.1448,-0.0201,0.1194,0.0185,0.0308,0.9922,0.1492,0.8150,0.3382,-0.0458,0.1152,0.2074,-0.9704,-0.1872,0.7589,0.0621,0.3174,0.0041,-0.3701,-0.8731,0.0441,-0.2357,0.9708
33.5974,-0.0101,1.1447,-0.0208,0.1204,0.0211,0.0312,0.9920,0.1573,0.8284,0.3375,-0.0359,0.1109,0.2134,-0.9700,-0.1869,0.7595,0.0623,0.3189,0.0053,-0.3691,-0.8730,0.0494,-0.2376,0.9701
33.6539,-0.0104,1.1449,-0.0216,0.1198,0.0233,0.0317,0.9920,0.1738,0.8759,0.3100,0.0475,0.1133,0.2829,-0.9513,-0.1867,0.7603,0.0619,0.3210,0.0048,-0.3699,-0.8718,0.0539,-0.2361,0.9702
33.7100,-0.0108,1.1452,-0.0223,0.1189,0.0237,0.0325,0.9921,0.1830,0.9022,0.2848,0.1059,0.1270,0.2957,-0.9409,-0.1866,0.7601,0.0622,0.3214,0.0055,-0.3726,-0.8705,0.0548,-0.2343,0.9706
33.7910,-0.0108,1.1453,-0.0229,0.1189,0.0242,0.0323,0.9921,0.1927,0.9215,0.2582,0.1767,0.1504,0.3557,-0.9053,-0.1863,0.7600,0.0624,0.3211,0.0070,-0.3768,-0.8688,0.0557,-0.2343,0.9706
33.8483,-0.0107,1.1452,-0.0240,0.1188,0.0258,0.0325,0.9920,0.1961,0.9316,0.2206,0.2253,0.1478,0.3683,-0.8898,-0.1859,0.7598,0.0622,0.3229,0.0070,-0.3825,-0.8657,0.0589,-0.2341,0.9704
33.9037,-0.0105,1.1451,-0.0249,0.1194,0.0275,0.0317,0.9920,0.1943,0.9313,0.1896,0.2653,0.1331,0.3963,-0.8688,-0.1857,0.7597,0.0622,0.3224,0.0074,-0.3809,-0.8665,0.0621,-0.2351,0.9700
33.9862,-0.0102,1.1452,-0.0252,0.1195,0.0279,0.0312,0.9920,0.1925,0.9169,0.1854,0.2883,0.1076,0.4160,-0.8557,-0.1857,0.7597,0.0621,0.3241,0.0061,-0.3793,-0.8666,0.0627,-0.2353,0.9699
34.0419,-0.0099,1.1450,-0.0260,0.1199,0.0283,0.0303,0.9919,0.1917,0.8975,0.1770,0.2453,0.0840,0.4025,-0.8779,-0.1862,0.7587,0.0628,0.3239,0.0063,-0.3788,-0.8669,0.0634,-0.2361,0.9697
34.0981,-0.0097,1.1447,-0.0261,0.1204,0.0280,0.0299,0.9919,0.1943,0.8802,0.1751,0.2263,0.0584,0.4078,-0.8827,-0.1864,0.7589,0.0629,0.3264,0.0051,-0.3779,-0.8664,0.0628,-0.2372,0.9694
34.1818,-0.0092,1.1445,-0.0257,0.1220,0.0294,0.0294,0.9917,0.2012,0.8612,0.1731,0.2008,0.0343,0.4053,-0.8912,-0.1868,0.7587,0.0631,0.3294,0.0024,-0.3783,-0.8651,0.0655,-0.2403,0.9685
34.2361,-0.0086,1.1441,-0.0254,0.1237,0.0304,0.0283,0.9915,0.2053,0.8483,0.1794,0.1844,0.0329,0.3717,-0.9093,-0.1867,0.7590,0.0625,0.3373,-0.0014,-0.3758,-0.8631,0.0674,-0.2435,0.9676
34.2925,-0.0082,1.1434,-0.0250,0.1260,0.0304,0.0273,0.9912,0.2060,0.8430,0.1830,0.1750,0.0315,0.3626,-0.9148,-0.1867,0.7589,0.0623,0.3405,-0.0028,-0.3756,-0.8620,0.0671,-0.2482,0.9664
34.3755,-0.0086,1.1424,-0.0243,0.1292,0.0272,0.0268,0.9909,0.2044,0.8403,0.1830,0.1701,0.0277,0.3700,-0.9129,-0.1864,0.7591,0.0624,0.3399,-0.0001,-0.3740,-0.8629,0.0609,-0.2545,0.9651
34.4308,-0.0090,1.1418,-0.0236,0.1314,0.0252,0.0270,0.9906,0.2005,0.8402,0.1822,0.1569,0.0147,0.3608,-0.9192,-0.1868,0.7587,0.0625,0.3419,0.0004,-0.3741,-0.8620,0.0570,-0.2591,0.9642
34.4861,-0.0101,1.1413,-0.0237,0.1329,0.0213,0.0279,0.9905,0.1954,0.8387,0.1799,0.1587,0.0158,0.3599,-0.9193,-0.1870,0.7585,0.0625,0.3431,0.0008,-0.3732,-0.8620,0.0496,-0.2621,0.9638
34.5693,-0.0110,1.1410,-0.0233,0.1327,0.0201,0.0286,0.9905,0.1909,0.8371,0.1753,0.1620,0.0238,0.3584,-0.9191,-0.1873,0.7588,0.0622,0.3441,0.0014,-0.3733,-0.8616,0.0474,-0.2618,0.9640
34.6248,-0.0114,1.1407,-0.0230,0.1326,0.0198,0.0297,0.9905,0.1772,0.8348,0.1797,0.1483,0.0353,0.3739,-0.9149,-0.1879,0.7590,0.0629,0.3460,0.0023,-0.3721,-0.8613,0.0470,-0.2614,0.9641
34.6803,-0.0112,1.1407,-0.0224,0.1324,0.0204,0.0303,0.9905,0.1683,0.8366,0.1930,0.1472,0.0400,0.3770,-0.9136,-0.1879,0.7597,0.0631,0.3455,0.0014,-0.3726,-0.8613,0.0485,-0.2611,0.9641
34.7634,-0.0112,1.1408,-0.0220,0.1332,0.0203,0.0294,0.9905,0.1592,0.8559,0.2161,0.1650,0.0511,0.3780,-0.9096,-0.1876,0.7600,0.0632,0.3467,-0.0007,-0.3729,-0.8607,0.0481,-0.2626,0.9637
34.8193,-0.0115,1.1408,-0.0215,0.1327,0.0189,0.0299,0.9905,0.1530,0.8731,0.2604,0.1609,0.0535,0.3374,-0.9259,-0.1891,0.7609,0.0625,0.3467,-0.0011,-0.3723,-0.8609,0.0453,-0.2618,0.9641
34.8753,-0.0122,1.1406,-0.0211,0.1333,0.0148,0.0318,0.9905,0.1541,0.8681,0.3026,0.1048,0.0753,0.2355,-0.9633,-0.1896,0.7610,0.0626,0.3480,0.0003,-0.3728,-0.8602,0.0378,-0.2632,0.9640
34.9585,-0.0137,1.1399,-0.0203,0.1365,0.0079,0.0318,0.9901,0.1464,0.8567,0.3386,0.0193,0.0898,0.1677,-0.9815,-0.1899,0.7619,0.0620,0.3474,0.0020,-0.3725,-0.8606,0.0243,-0.2698,0.9626
35.0136,-0.0153,1.1391,-0.0192,0.1401,0.0009,0.0319,0.9896,0.1411,0.8360,0.3656,-0.1656,0.1014,0.1004,-0.9758,-0.1909,0.7631,0.0601,0.3473,0.0020,-0.3707,-0.8614,0.0108,-0.2773,0.9607
35.0695,-0.0163,1.1388,-0.0185,0.1405,-0.0020,0.0320,0.9896,0.1406,0.8263,0.3729,-0.2189,0.0891,0.1429,-0.9611,-0.1919,0.7636,0.0588,0.3474,0.0031,-0.3693,-0.8619,0.0050,-0.2781,0.9605
35.1522,-0.0171,1.1384,-0.0189,0.1421,-0.0030,0.0327,0.9893,0.1448,0.8142,0.3722,-0.1463,0.1043,0.1493,-0.9723,-0.1928,0.7652,0.0570,0.3460,0.0075,-0.3674,-0.8633,0.0033,-0.2814,0.9596
35.2086,-0.0185,1.1380,-0.0190,0.1427,-0.0063,0.0337,0.9892,0.1377,0.8139,0.3607,-0.0867,0.1161,0.1338,-0.9804,-0.1935,0.7682,0.0550,0.3411,0.0140,-0.3702,-0.8639,-0.0028,-0.2827,0.9592
35.2640,-0.0194,1.1380,-0.0198,0.1435,-0.0086,0.0358,0.9890,0.1372,0.8083,0.3588,-0.0433,0.1230,0.1215,-0.9840,-0.1937,0.7684,0.0549,0.3397,0.0179,-0.3697,-0.8646,-0.0068,-0.2844,0.9587
35.3473,-0.0195,1.1383,-0.0212,0.1427,-0.0094,0.0352,0.9891,0.1420,0.8019,0.3547,-0.0057,0.1344,0.1287,-0.9825,-0.1930,0.7693,0.0543,0.3387,0.0203,-0.3685,-0.8655,-0.0086,-0.2829,0.9591
35.4026,-0.0202,1.1386,-0.0219,0.1415,-0.0105,0.0350,0.9893,0.1442,0.8085,0.3492,-0.0079,0.1292,0.1596,-0.9787,-0.1919,0.7692,0.0542,0.3378,0.0189,-0.3684,-0.8659,-0.0108,-0.2807,0.9597
35.4592,-0.0203,1.1385,-0.0208,0.1413,-0.0114,0.0365,0.9892,0.1396,0.8176,0.3464,0.0585,0.1248,0.1922,-0.9716,-0.1908,0.7681,0.0551,0.3368,0.0216,-0.3672,-0.8668,-0.0123,-0.2803,0.9598
35.5426,-0.0198,1.1377,-0.0210,0.1449,-0.0118,0.0350,0.9888,0.1049,0.8879,0.3089,0.1971,0.1598,0.2909,-0.9225,-0.1899,0.7657,0.0560,0.3396,0.0181,-0.3661,-0.8662,-0.0131,-0.2874,0.9577
35.5976,-0.0198,1.1374,-0.0217,0.1463,-0.0125,0.0342,0.9886,0.0774,0.9486,0.2100,0.2114,0.2735,0.3430,-0.8734,-0.1905,0.7604,0.0591,0.3424,0.0157,-0.3658,-0.8653,-0.0147,-0.2901,0.9569
35.6539,-0.0200,1.1374,-0.0227,0.1458,-0.0129,0.0345,0.9886,0.0713,0.9500,0.1759,0.1628,0.2960,0.3294,-0.8817,-0.1897,0.7602,0.0603,0.3447,0.0131,-0.3665,-0.8641,-0.0154,-0.2892,0.9571
35.7373,-0.0203,1.1372,-0.0235,0.1463,-0.0134,0.0347,0.9885,0.0616,0.9214,0.1541,0.1413,0.3276,0.3246,-0.8760,-0.1876,0.7617,0.0612,0.3485,0.0076,-0.3702,-0.8611,-0.0164,-0.2902,0.9568
35.7924,-0.0205,1.1372,-0.0246,0.1464,-0.0141,0.0348,0.9885,0.0645,0.8806,0.1560,-0.0168,0.3437,0.2830,-0.8953,-0.1863,0.7622,0.0610,0.3450,0.0087,-0.3725,-0.8615,-0.0176,-0.2904,0.9568
35.8482,-0.0204,1.1372,-0.0251,0.1459,-0.0149,0.0342,0.9886,0.0579,0.8450,0.1600,-0.0601,0.3013,0.3005,-0.9030,-0.1865,0.7618,0.0606,0.3450,0.0067,-0.3787,-0.8588,-0.0194,-0.2895,0.9570
35.9307,-0.0199,1.1374,-0.0254,0.1461,-0.0156,0.0334,0.9886,0.0550,0.8056,0.1756,-0.0313,0.2780,0.2838,-0.9172,-0.1882,0.7594,0.0605,0.3467,0.0056,-0.3814,-0.8569,-0.0211,-0.2898,0.9568
35.9872,-0.0193,1.1377,-0.0262,0.1457,-0.0158,0.0321,0.9887,0.0530,0.7952,0.1779,-0.0221,0.2669,0.2757,-0.9232,-0.1883,0.7601,0.0600,0.3494,0.0064,-0.3820,-0.8556,-0.0219,-0.2892,0.9570
36.0424,-0.0189,1.1379,-0.0266,0.1449,-0.0152,0.0318,0.9888,0.0527,0.7913,0.1830,-0.0140,0.2701,0.2762,-0.9223,-0.1884,0.7602,0.0600,0.3499,0.0082,-0.3818,-0.8554,-0.0209,-0.2875,0.9576
36.1262,-0.0187,1.1381,-0.0264,0.1447,-0.0156,0.0315,0.9889,0.0521,0.7953,0.1849,-0.0249,0.2633,0.2782,-0.9234,-0.1882,0.7609,0.0596,0.3491,0.0089,-0.3785,-0.8572,-0.0217,-0.2871,0.9577
36.1807,-0.0185,1.1383,-0.0269,0.1448,-0.0152,0.0310,0.9889,0.0538,0.8003,0.1915,-0.0415,0.2528,0.2813,-0.9248,-0.1885,0.7605,0.0592,0.3487,0.0101,-0.3797,-0.8568,-0.0212,-0.2872,0.9576
36.2373,-0.0183,1.1384,-0.0269,0.1438,-0.0140,0.0309,0.9890,0.0552,0.8008,0.1944,-0.0346,0.2577,0.2775,-0.9249,-0.1885,0.7603,0.0589,0.3478,0.0123,-0.3814,-0.8564,-0.0188,-0.2852,0.9583
36.3199,-0.0183,1.1387,-0.0270,0.1429,-0.0131,0.0306,0.9892,0.0570,0.8006,0.1960,-0.0308,0.2585,0.2767,-0.9250,-0.1888,0.7598,0.0593,0.3364,0.0349,-0.3808,-0.8606,-0.0172,-0.2835,0.9588
36.3748,-0.0180,1.1389,-0.0273,0.1415,-0.0114,0.0303,0.9894,0.0575,0.8017,0.1974,-0.0290,0.2599,0.2783,-0.9242,-0.1874,0.7610,0.0577,0.3404,0.0245,-0.3801,-0.8597,-0.0141,-0.2806,0.9597
36.4309,-0.0175,1.1393,-0.0275,0.1387,-0.0095,0.0296,0.9898,0.0574,0.7999,0.1983,-0.0273,0.2610,0.2779,-0.9241,-0.1868,0.7613,0.0571,0.3414,0.0209,-0.3794,-0.8597,-0.0106,-0.2752,0.9613
36.5136,-0.0160,1.1409,-0.0271,0.1294,-0.0016,0.0262,0.9912,0.0578,0.7971,0.1998,-0.0263,0.2610,0.2776,-0.9242,-0.1868,0.7609,0.0573,0.3389,0.0206,-0.3821,-0.8595,0.0035,-0.2566,0.9665
36.5707,-0.0131,1.1420,-0.0271,0.1227,0.0127,0.0249,0.9920,0.0574,0.7953,0.1998,-0.0217,0.2610,0.2713,-0.9262,-0.1870,0.7622,0.0569,0.3371,0.0211,-0.3789,-0.8616,0.0314,-0.2429,0.9695
36.6261,-0.0110,1.1431,-0.0262,0.1164,0.0247,0.0244,0.9926,0.0569,0.7900,0.1997,-0.0139,0.2572,0.2746,-0.9264,-0.1861,0.7648,0.0562,0.3387,0.0224,-0.3770,-0.8618,0.0547,-0.2299,0.9717
36.7082,-0.0094,1.1436,-0.0259,0.1112,0.0341,0.0234,0.9929,0.0570,0.7827,0.1976,0.0096,0.2525,0.2969,-0.9209,-0.1854,0.7651,0.0566,0.3461,0.0266,-0.3670,-0.8630,0.0729,-0.2192,0.9729
36.7638,-0.0074,1.1439,-0.0263,0.1079,0.0450,0.0219,0.9929,0.0600,0.7740,0.1890,0.0542,0.2233,0.2971,-0.9268,-0.1861,0.7680,0.0557,0.3412,0.0326,-0.3641,-0.8660,0.0941,-0.2123,0.9727
