time_s,tracker_id,bbox_x,bbox_y,bbox_w,bbox_h,bbox_score,kp0_x,kp0_y,kp0_v,kp1_x,kp1_y,kp1_v,kp2_x,kp2_y,kp2_v,kp3_x,kp3_y,kp3_v,calib_status
0.1750,Red,708.86,693.36,91.97,103.43,0.721,732.08,661.41,1.000,682.85,661.86,1.000,679.19,700.93,1.000,740.98,698.57,1.000,ongoing
0.1753,Blue,518.19,689.90,91.34,112.35,0.713,554.31,667.48,1.000,499.66,651.18,1.000,483.20,690.36,1.000,535.50,699.89,1.000,ongoing
0.3681,Red,712.74,695.17,91.74,103.24,0.719,739.34,665.90,1.000,690.27,665.65,1.000,684.43,699.94,1.000,738.06,701.65,1.000,ongoing
0.3684,Blue,523.51,690.92,91.70,113.33,0.709,563.08,670.55,1.000,506.26,651.40,1.000,485.30,688.53,1.000,534.41,704.70,1.000,ongoing
0.5625,Red,721.75,696.47,91.01,100.64,0.716,734.88,670.18,1.000,695.26,679.33,1.000,704.19,706.14,1.000,744.28,697.23,1.000,ongoing
0.5629,Blue,531.84,692.29,90.48,110.95,0.710,562.16,671.36,1.000,510.84,656.66,1.000,491.84,693.47,1.000,538.18,704.73,1.000,ongoing
0.7542,Blue,532.36,689.45,90.70,110.37,0.713,560.97,664.51,1.000,508.41,653.28,1.000,491.91,691.33,1.000,540.00,700.57,1.000,ongoing
0.7544,Red,721.97,692.91,90.25,103.15,0.711,729.36,671.09,1.000,696.10,679.92,1.000,708.35,702.76,1.000,741.09,693.08,1.000,ongoing
0.9485,Red,722.22,690.57,90.50,101.68,0.715,735.33,667.82,1.000,696.67,672.99,1.000,702.75,700.09,1.000,741.32,693.84,1.000,ongoing
0.9487,Blue,533.14,685.87,92.61,110.22,0.714,569.32,659.42,1.000,516.45,644.96,1.000,497.75,683.15,1.000,549.70,694.92,1.000,ongoing
1.1463,Blue,540.82,682.73,91.18,109.79,0.717,578.40,653.93,1.000,520.75,642.25,1.000,505.82,680.38,1.000,559.29,690.69,1.000,ongoing
1.1466,Red,727.77,688.92,91.18,102.21,0.715,745.37,664.55,1.000,703.01,666.22,1.000,702.37,695.23,1.000,748.85,693.52,1.000,ongoing
1.3411,Red,742.46,686.91,90.92,104.97,0.719,761.45,657.01,1.000,716.29,656.58,1.000,712.70,691.19,1.000,766.90,689.90,1.000,ongoing
1.3412,Blue,553.21,677.75,92.25,112.45,0.713,594.27,659.80,1.000,537.17,637.25,1.000,513.62,676.82,1.000,565.24,693.90,1.000,ongoing
1.5331,Blue,572.39,673.30,90.00,111.52,0.713,609.75,651.99,1.000,553.85,635.99,1.000,537.59,672.09,1.000,583.34,683.95,1.000,ongoing
1.5334,Red,760.25,682.86,92.12,101.54,0.712,781.52,656.87,1.000,736.89,658.58,1.000,735.15,688.42,1.000,782.07,688.58,1.000,ongoing
1.7261,Red,770.42,675.66,91.53,104.19,0.715,789.54,650.65,1.000,744.72,654.25,1.000,745.67,686.30,1.000,792.33,680.97,1.000,ongoing
1.7264,Blue,581.69,664.39,91.53,114.08,0.712,617.12,640.67,1.000,562.35,624.12,1.000,542.98,664.79,1.000,599.37,675.95,1.000,ongoing
1.9237,Red,769.14,672.57,90.77,104.33,0.720,786.09,644.51,1.000,739.85,650.32,1.000,742.78,682.66,1.000,792.20,675.18,1.000,ongoing
1.9240,Blue,579.99,660.65,90.74,110.51,0.712,612.29,641.26,1.000,561.12,623.43,1.000,541.48,660.51,1.000,584.48,672.08,1.000,ongoing
2.1149,Red,765.54,671.23,90.74,103.97,0.718,788.06,638.00,1.000,736.54,643.80,1.000,737.80,679.04,1.000,792.24,672.01,1.000,ongoing
2.1151,Blue,577.70,659.62,89.26,110.08,0.712,609.06,641.49,1.000,559.10,624.14,1.000,538.70,660.33,1.000,583.15,673.43,1.000,ongoing
2.3120,Red,766.65,667.62,88.97,99.32,0.715,788.19,639.98,1.000,739.85,642.17,1.000,738.64,674.75,1.000,788.31,671.45,1.000,ongoing
2.3122,Blue,577.77,658.04,88.56,109.16,0.715,606.78,635.69,1.000,555.05,623.60,1.000,538.70,661.30,1.000,586.14,670.07,1.000,ongoing
2.5074,Red,767.87,664.05,87.94,97.63,0.718,785.44,638.10,1.000,741.37,643.38,1.000,746.80,673.05,1.000,791.81,666.38,1.000,ongoing
2.5076,Blue,578.46,654.81,88.80,110.29,0.713,609.29,630.34,1.000,557.28,618.25,1.000,540.80,655.24,1.000,587.03,666.18,1.000,ongoing
2.7031,Red,770.27,662.61,91.99,101.23,0.718,790.10,635.27,1.000,743.04,641.06,1.000,747.23,673.89,1.000,794.58,667.38,1.000,ongoing
2.7034,Blue,581.39,652.94,90.87,112.39,0.712,612.68,627.47,1.000,559.13,615.19,1.000,542.44,654.14,1.000,592.05,664.66,1.000,ongoing
2.8953,Red,773.68,662.94,93.33,103.08,0.721,793.65,632.60,1.000,746.35,634.57,1.000,745.06,671.52,1.000,804.57,667.87,1.000,ongoing
2.8956,Blue,583.88,654.05,90.09,109.90,0.713,620.26,631.15,1.000,567.61,614.45,1.000,548.67,649.21,1.000,596.31,662.85,1.000,ongoing
3.0905,Blue,579.85,656.34,90.10,109.44,0.716,608.81,629.59,1.000,555.12,619.97,1.000,541.36,659.54,1.000,590.38,666.11,1.000,ongoing
3.0908,Red,769.52,665.79,91.80,98.47,0.715,787.70,639.11,1.000,743.53,646.00,1.000,749.36,675.60,1.000,793.27,668.91,1.000,ongoing
3.2813,Red,766.95,672.47,89.86,104.50,0.720,784.02,640.32,1.000,735.83,648.57,1.000,740.47,681.38,1.000,791.93,672.12,1.000,ongoing
3.2815,Blue,578.28,661.45,89.86,109.47,0.708,612.13,643.73,1.000,560.52,625.24,1.000,540.09,662.65,1.000,585.19,675.40,1.000,ongoing
3.4647,Blue,573.18,673.19,90.31,111.95,0.712,611.63,651.75,1.000,556.48,634.71,1.000,538.40,669.94,1.000,583.29,683.88,1.000,ongoing
3.4649,Red,760.84,679.12,90.26,93.69,0.706,778.87,656.38,1.000,742.45,659.72,1.000,742.42,684.27,1.000,780.16,680.83,1.000,ongoing
3.6617,Blue,578.13,664.08,90.62,107.64,0.713,612.36,634.56,1.000,555.66,627.95,1.000,547.17,664.77,1.000,600.54,670.93,1.000,ongoing
3.6619,Red,773.82,656.43,95.54,88.33,0.649,786.76,638.57,1.000,752.73,641.92,1.000,755.10,665.82,1.000,790.13,660.78,1.000,ongoing
3.8537,Blue,576.18,662.34,91.76,108.45,0.716,611.89,634.47,1.000,556.13,624.44,1.000,544.14,660.57,1.000,595.81,670.61,1.000,ongoing
3.8540,Red,757.15,621.38,107.41,99.95,0.645,777.98,600.74,1.000,734.80,603.83,1.000,740.15,632.63,1.000,779.93,627.56,1.000,ongoing
