start_time_s,end_time_s,duration_s,tracker_id,start_x,start_y,start_z,end_x,end_y,end_z,path_length_m,avg_speed_mps,max_speed_mps,release_type,final_contact_level
5.5495,5.5496,0.0002,CubeRed,0.0739,0.7218,0.5815,-0.1090,0.7042,0.5203,0.0000,0.0000,0.0000,placement,Resting
5.5830,5.5832,0.0002,CubeRed,0.0844,0.7198,0.5939,-0.1090,0.7042,0.5203,0.0000,0.1487,0.1487,placement,Resting
5.6363,5.6364,0.0001,CubeRed,0.0489,0.7620,0.5369,-0.1090,0.7042,0.5203,0.0000,2.4496,2.4496,placement,Resting
5.7471,5.7473,0.0002,CubeRed,0.0098,0.7808,0.4731,-0.1090,0.7042,0.5203,0.0000,1.4806,1.4806,placement,Resting
10.8447,10.8449,0.0001,CubeRed,-0.1571,0.7226,0.5859,-0.1381,0.7181,0.5469,0.0000,0.0000,0.0000,placement,Resting
10.9025,10.9027,0.0002,CubeRed,-0.1561,0.7209,0.5865,-0.1375,0.7172,0.5473,0.0000,0.0774,0.0774,placement,Resting
11.0110,11.0112,0.0002,CubeRed,-0.1564,0.7211,0.5867,-0.1366,0.7162,0.5482,0.0000,0.0080,0.0080,placement,Resting
11.0394,11.0399,0.0005,CubeRed,-0.1569,0.7226,0.5874,-0.1372,0.7154,0.5482,0.0000,0.0158,0.0158,placement,Resting
11.0938,11.0939,0.0001,CubeRed,-0.1559,0.7625,0.5776,-0.1329,0.7250,0.5432,0.0000,1.5330,1.5330,drop,Resting
11.2046,11.2049,0.0002,CubeRed,-0.1355,0.7871,0.5646,-0.1114,0.7633,0.5248,0.0000,0.6409,0.6409,drop,Resting
17.2622,17.3167,0.0545,CubeBlue,0.1901,0.7226,0.4081,0.0006,0.7226,0.4739,0.0000,0.0000,0.0000,placement,Resting
17.3168,17.4286,0.1118,CubeBlue,0.2136,0.7258,0.4409,0.0006,0.7226,0.4739,0.0000,1.4474,1.4474,placement,Resting
17.4288,17.4571,0.0283,CubeBlue,0.2233,0.7261,0.4536,0.0006,0.7226,0.4739,0.0000,0.2951,0.2951,placement,Resting
31.6512,31.6514,0.0002,CubeRed,0.1384,0.7370,0.5206,-0.0957,0.7226,0.5361,0.0000,0.0000,0.0000,placement,Resting
31.7074,31.7075,0.0001,CubeRed,0.1952,0.7327,0.5269,-0.0957,0.7226,0.5361,0.0000,2.1162,2.1162,placement,Resting
34.7327,34.7622,0.0295,CubeBlue,-0.1009,0.7312,0.5594,0.2958,0.7032,0.4988,0.0000,0.0000,0.0000,placement,Resting
