time_s,tracker_id,qx,qy,qz,qw,raw_grip
0.0026,CubeBlue,0.0020,-0.1717,-0.0051,0.9851,0
0.0066,CubeRed,0.0132,-0.0769,-0.0068,0.9969,0
0.1104,CubeBlue,0.0012,-0.1717,-0.0063,0.9851,0
0.1107,CubeRed,0.0127,-0.0769,-0.0077,0.9969,0
0.1373,CubeBlue,0.0013,-0.1717,-0.0063,0.9851,0
0.1379,CubeRed,0.0123,-0.0769,-0.0081,0.9969,0
0.1907,CubeBlue,0.0016,-0.1717,-0.0055,0.9851,0
0.1909,CubeRed,0.0122,-0.0769,-0.0088,0.9969,0
0.3023,CubeBlue,0.0024,-0.1717,-0.0058,0.9851,0
0.3026,CubeRed,0.0106,-0.0769,-0.0083,0.9969,0
0.3305,CubeBlue,0.0010,-0.1717,-0.0058,0.9851,0
0.3308,CubeRed,0.0064,-0.0769,-0.0051,0.9970,0
0.3847,CubeBlue,0.0015,-0.1717,-0.0062,0.9851,0
0.3848,CubeRed,0.0064,-0.0769,-0.0051,0.9970,0
0.4962,CubeBlue,0.0017,-0.1717,-0.0066,0.9851,0
0.4965,CubeRed,0.0054,-0.0769,-0.0043,0.9970,0
0.5254,CubeBlue,0.0007,-0.1718,-0.0055,0.9851,1
0.5260,CubeRed,0.0014,-0.0769,-0.0018,0.9970,0
0.5798,CubeBlue,0.0017,-0.1717,-0.0055,0.9851,1
0.5800,CubeRed,0.0006,-0.0769,-0.0010,0.9970,0
0.6918,CubeBlue,0.0015,-0.1718,-0.0057,0.9851,0
0.6922,CubeRed,0.0009,-0.0769,-0.0004,0.9970,0
0.7193,CubeBlue,0.0012,-0.1718,-0.0055,0.9851,0
0.7196,CubeRed,0.0008,-0.0769,-0.0003,0.9970,0
0.7742,CubeBlue,0.0020,-0.1718,-0.0056,0.9851,0
0.7744,CubeRed,0.0008,-0.0769,-0.0003,0.9970,0
0.8829,CubeBlue,0.0012,-0.1718,-0.0059,0.9851,0
0.8832,CubeRed,-0.0005,-0.0769,0.0002,0.9970,0
0.9142,CubeBlue,0.0013,-0.1718,-0.0062,0.9851,0
0.9143,CubeRed,0.0000,-0.0769,-0.0005,0.9970,0
0.9684,CubeBlue,0.0005,-0.1718,-0.0057,0.9851,0
0.9686,CubeRed,0.0000,-0.0769,-0.0005,0.9970,0
1.0800,CubeBlue,0.0015,-0.1719,-0.0052,0.9851,0
1.0802,CubeRed,0.0003,-0.0769,-0.0001,0.9970,0
1.1094,CubeBlue,0.0018,-0.1719,-0.0055,0.9851,0
1.1100,CubeRed,0.0005,-0.0769,0.0002,0.9970,0
1.1628,CubeBlue,0.0015,-0.1719,-0.0057,0.9851,0
1.1630,CubeRed,0.0005,-0.0769,0.0002,0.9970,0
1.2752,CubeBlue,0.0010,-0.1719,-0.0056,0.9851,0
1.2755,CubeRed,-0.0001,-0.0769,-0.0003,0.9970,0
1.3039,CubeBlue,0.0018,-0.1718,-0.0058,0.9851,0
1.3041,CubeRed,-0.0005,-0.0769,-0.0006,0.9970,0
1.3578,CubeBlue,0.0018,-0.1718,-0.0055,0.9851,0
1.3580,CubeRed,-0.0003,-0.0769,0.0002,0.9970,0
1.4686,CubeBlue,0.0015,-0.1718,-0.0052,0.9851,0
1.4691,CubeRed,0.0009,-0.0769,-0.0005,0.9970,0
1.4978,CubeBlue,0.0013,-0.1718,-0.0055,0.9851,0
1.4980,CubeRed,0.0002,-0.0769,-0.0003,0.9970,0
1.5518,CubeBlue,0.0016,-0.1718,-0.0057,0.9851,0
1.5520,CubeRed,0.0002,-0.0769,-0.0003,0.9970,0
1.6630,CubeBlue,0.0015,-0.1718,-0.0053,0.9851,0
1.6633,CubeRed,-0.0004,-0.0769,-0.0005,0.9970,0
1.6922,CubeBlue,0.0012,-0.1719,-0.0055,0.9851,0
1.6930,CubeRed,-0.0002,-0.0769,-0.0003,0.9970,0
1.7492,CubeBlue,0.0014,-0.1718,-0.0057,0.9851,0
1.7493,CubeRed,0.0005,-0.0769,-0.0007,0.9970,0
1.8578,CubeBlue,0.0014,-0.1719,-0.0062,0.9851,0
1.8580,CubeRed,0.0007,-0.0770,-0.0004,0.9970,0
1.8865,CubeBlue,0.0010,-0.1719,-0.0059,0.9851,0
1.8867,CubeRed,0.0004,-0.0769,-0.0007,0.9970,0
1.9405,CubeBlue,0.0014,-0.1719,-0.0066,0.9851,0
1.9406,CubeRed,0.0004,-0.0769,-0.0007,0.9970,0
2.0534,CubeBlue,0.0014,-0.1718,-0.0062,0.9851,0
2.0537,CubeRed,0.0001,-0.0769,0.0001,0.9970,0
2.0811,CubeBlue,0.0014,-0.1718,-0.0058,0.9851,0
2.0814,CubeRed,0.0000,-0.0769,-0.0006,0.9970,0
2.1353,CubeBlue,0.0017,-0.1718,-0.0053,0.9851,0
2.1355,CubeRed,0.0000,-0.0769,-0.0002,0.9970,0
2.2468,CubeBlue,0.0019,-0.1719,-0.0060,0.9851,0
2.2471,CubeRed,0.0009,-0.0769,-0.0008,0.9970,0
2.2752,CubeBlue,0.0019,-0.1719,-0.0059,0.9851,0
2.2758,CubeRed,-0.0006,-0.0769,0.0002,0.9970,0
2.3296,CubeBlue,0.0023,-0.1719,-0.0065,0.9851,0
2.3317,CubeRed,0.0001,-0.0769,-0.0004,0.9970,0
2.4410,CubeBlue,0.0017,-0.1718,-0.0066,0.9851,0
2.4413,CubeRed,-0.0002,-0.0769,-0.0005,0.9970,0
2.4704,CubeBlue,0.0013,-0.1719,-0.0065,0.9851,0
2.4708,CubeRed,0.0005,-0.0769,0.0003,0.9970,0
2.5237,CubeBlue,0.0013,-0.1719,-0.0065,0.9851,0
