time_s,tracker_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,euler_x,euler_y,euler_z,vel_x,vel_y,vel_z,speed_mps,ang_vel_deg_s,is_gripping,grip_source,contact_level,raw_grip,imu_delta_deg,down_face_x,down_face_y,down_face_z
0.0028,CubeBlue,0.0735,0.7226,0.5805,0.0000,0.0617,0.0000,-0.9981,0.00,352.93,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.0067,CubeRed,-0.0839,0.6947,0.5388,0.0262,-0.1053,-0.0083,0.9941,2.88,347.87,358.73,0.0751,-0.0815,-0.0667,0.1293,7.94,0,imu_bridge,Resting,0,0.231,0.00,-1.00,0.00
0.1105,CubeBlue,0.0735,0.7226,0.5805,0.0000,0.0617,0.0000,-0.9981,0.00,352.93,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.1107,CubeRed,-0.0757,0.6921,0.5259,0.0257,-0.1053,-0.0093,0.9941,2.82,347.88,358.63,0.1305,-0.0417,-0.2046,0.2462,0.00,0,imu_bridge,Resting,0,0.000,0.00,-1.00,0.00
0.1375,CubeBlue,0.0735,0.7226,0.5805,0.0000,0.0617,0.0000,-0.9981,0.00,352.93,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.1380,CubeRed,-0.1090,0.7042,0.5203,0.0000,-0.1056,0.0000,0.9944,0.00,347.87,0.00,-0.3092,0.1121,-0.0518,0.3329,29.05,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.1908,CubeBlue,0.0735,0.7226,0.5805,0.0000,0.0617,0.0000,-0.9981,0.00,352.93,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.1909,CubeRed,-0.1090,0.7042,0.5203,0.0000,0.1056,0.0000,-0.9944,0.00,347.87,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.3025,CubeBlue,0.0735,0.7226,0.5805,0.0000,0.0617,0.0000,-0.9981,0.00,352.93,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.3027,CubeRed,-0.1090,0.7042,0.5203,0.0000,0.1056,0.0000,-0.9944,0.00,347.88,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.186,0.00,-1.00,0.00
