time_s,tracker_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,euler_x,euler_y,euler_z,vel_x,vel_y,vel_z,speed_mps,ang_vel_deg_s,is_gripping,grip_source,contact_level,raw_grip,imu_delta_deg,down_face_x,down_face_y,down_face_z
0.2476,CubeRed,0.0000,0.0000,0.0000,0.0000,-0.0935,0.0000,0.9956,0.00,349.27,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,10.734,0.00,-1.00,0.00
0.2486,CubeBlue,0.0000,0.0000,0.0000,0.0000,0.5923,0.0000,0.8057,0.00,72.64,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,78.485,0.00,-1.00,0.00
0.2988,CubeRed,0.0000,0.0000,0.0000,0.0000,0.0936,0.0000,-0.9956,0.00,349.26,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.2990,CubeBlue,0.0000,0.0000,0.0000,0.0000,0.5919,0.0000,0.8060,0.00,72.59,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.4590,CubeRed,0.0000,0.0000,0.0000,0.0000,0.0936,0.0000,-0.9956,0.00,349.26,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.4592,CubeBlue,0.0000,0.0000,0.0000,0.0000,0.5923,0.0000,0.8057,0.00,72.65,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.4830,CubeRed,0.0000,0.0000,0.0000,0.0000,0.0936,0.0000,-0.9956,0.00,349.26,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.4831,CubeBlue,0.0000,0.0000,0.0000,0.0000,0.5923,0.0000,0.8057,0.00,72.64,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.5180,CubeRed,0.0000,0.0000,0.0000,0.0000,0.0936,0.0000,-0.9956,0.00,349.26,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.5181,CubeBlue,0.0000,0.0000,0.0000,0.0000,0.5920,0.0000,0.8059,0.00,72.61,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.6521,CubeRed,0.0000,0.0000,0.0000,0.0000,0.0936,0.0000,-0.9956,0.00,349.26,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.6523,CubeBlue,0.0000,0.0000,0.0000,0.0000,0.5923,0.0000,0.8057,0.00,72.64,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.6720,CubeRed,0.0000,0.0000,0.0000,0.0000,0.0936,0.0000,-0.9956,0.00,349.25,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.6724,CubeBlue,0.0000,0.0000,0.0000,0.0000,0.5920,0.0000,0.8060,0.00,72.59,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.7179,CubeRed,0.0000,0.0000,0.0000,0.0000,0.0936,0.0000,-0.9956,0.00,349.25,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.7180,CubeBlue,0.0000,0.0000,0.0000,0.0000,0.5922,0.0000,0.8058,0.00,72.62,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.8438,CubeRed,0.0000,0.0000,0.0000,0.0000,0.0936,0.0000,-0.9956,0.00,349.25,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.8439,CubeBlue,0.0000,0.0000,0.0000,0.0000,0.5921,0.0000,0.8059,0.00,72.61,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.8668,CubeRed,0.0000,0.0000,0.0000,0.0000,0.0937,0.0000,-0.9956,0.00,349.25,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.8669,CubeBlue,0.0000,0.0000,0.0000,0.0000,0.5920,0.0000,0.8059,0.00,72.60,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.9165,CubeRed,0.0000,0.0000,0.0000,0.0000,0.0937,0.0000,-0.9956,0.00,349.25,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.9166,CubeBlue,0.0000,0.0000,0.0000,0.0000,0.5920,0.0000,0.8059,0.00,72.60,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.0328,CubeRed,0.0000,0.0000,0.0000,0.0000,0.0937,0.0000,-0.9956,0.00,349.25,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.202,0.00,-1.00,0.00
1.0329,CubeBlue,0.0000,0.0000,0.0000,0.0000,0.5923,0.0000,0.8057,0.00,72.64,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.0506,CubeRed,0.0000,0.0000,0.0000,0.0000,0.0937,0.0000,-0.9956,0.00,349.25,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.0507,CubeBlue,0.0000,0.0000,0.0000,0.0000,0.5921,0.0000,0.8058,0.00,72.62,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.1001,CubeRed,0.0000,0.0000,0.0000,0.0000,0.0937,0.0000,-0.9956,0.00,349.25,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.1002,CubeBlue,0.0000,0.0000,0.0000,0.0000,0.5919,0.0000,0.8060,0.00,72.58,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.2586,CubeRed,-0.4340,0.3843,0.5482,0.0000,0.1663,0.0000,-0.9861,0.00,340.86,0.00,-8.9520,7.9256,11.3062,16.4555,173.12,0,none,Resting,0,0.000,0.00,-1.00,0.00
1.2588,CubeBlue,-0.2246,0.3843,0.5759,0.0000,-0.0712,0.0000,0.9975,0.00,351.83,0.00,-4.6315,7.9256,11.8771,15.0110,1665.48,0,none,Resting,0,0.000,0.00,-1.00,0.00
