time_s,tracker_id,qx,qy,qz,qw,raw_grip
0.2474,CubeRed,0.0000,-0.0935,-0.0003,0.9956,0
0.2484,CubeBlue,0.1780,0.5809,-0.1762,0.7745,0
0.2987,CubeRed,-0.0003,-0.0936,-0.0001,0.9956,0
0.2989,CubeBlue,0.1770,0.5808,-0.1764,0.7747,0
0.4588,CubeRed,-0.0001,-0.0936,-0.0002,0.9956,0
0.4591,CubeBlue,0.1777,0.5810,-0.1758,0.7746,0
0.4829,CubeRed,0.0001,-0.0936,0.0002,0.9956,0
0.4831,CubeBlue,0.1772,0.5810,-0.1753,0.7748,0
0.5179,CubeRed,0.0001,-0.0936,0.0002,0.9956,0
0.5180,CubeBlue,0.1771,0.5809,-0.1758,0.7748,0
0.6518,CubeRed,0.0002,-0.0936,-0.0004,0.9956,0
0.6522,CubeBlue,0.1782,0.5808,-0.1759,0.7746,0
0.6720,CubeRed,0.0002,-0.0936,0.0002,0.9956,0
0.6724,CubeBlue,0.1775,0.5807,-0.1762,0.7747,0
0.7177,CubeRed,0.0002,-0.0936,0.0007,0.9956,0
0.7179,CubeBlue,0.1784,0.5807,-0.1762,0.7745,0
0.8422,CubeRed,-0.0004,-0.0936,-0.0002,0.9956,0
0.8438,CubeBlue,0.1775,0.5808,-0.1759,0.7748,0
0.8666,CubeRed,-0.0001,-0.0937,-0.0009,0.9956,0
0.8668,CubeBlue,0.1776,0.5807,-0.1757,0.7748,0
0.9163,CubeRed,-0.0001,-0.0937,-0.0009,0.9956,0
0.9165,CubeBlue,0.1776,0.5807,-0.1757,0.7748,0
1.0327,CubeRed,0.0000,-0.0937,0.0009,0.9956,0
1.0329,CubeBlue,0.1786,0.5808,-0.1757,0.7746,0
1.0504,CubeRed,0.0008,-0.0937,0.0004,0.9956,0
1.0506,CubeBlue,0.1781,0.5807,-0.1756,0.7747,0
1.1000,CubeRed,0.0008,-0.0937,0.0004,0.9956,0
1.1002,CubeBlue,0.1772,0.5807,-0.1756,0.7750,0
1.2584,CubeRed,0.0002,-0.0937,-0.0002,0.9956,0
1.2587,CubeBlue,0.1779,0.5806,-0.1761,0.7748,0
1.2811,CubeRed,0.0003,-0.0937,0.0004,0.9956,0
1.2816,CubeBlue,0.1780,0.5808,-0.1752,0.7748,0
1.3162,CubeRed,-0.0003,-0.0937,0.0003,0.9956,0
1.3164,CubeBlue,0.1780,0.5808,-0.1752,0.7748,0
1.4441,CubeRed,-0.0003,-0.0937,0.0003,0.9956,0
1.4443,CubeBlue,0.1777,0.5806,-0.1760,0.7748,0
1.4633,CubeRed,0.0012,-0.0937,0.0002,0.9956,0
1.4635,CubeBlue,0.1781,0.5805,-0.1764,0.7747,0
1.5083,CubeRed,0.0012,-0.0937,0.0002,0.9956,0
1.5084,CubeBlue,0.1781,0.5805,-0.1764,0.7747,0
1.6292,CubeRed,0.0003,-0.0937,0.0005,0.9956,0
1.6294,CubeBlue,0.1775,0.5807,-0.1752,0.7750,0
1.6515,CubeRed,-0.0006,-0.0937,-0.0005,0.9956,0
1.6518,CubeBlue,0.1775,0.5807,-0.1752,0.7750,0
1.7054,CubeRed,-0.0006,-0.0937,-0.0005,0.9956,0
1.7056,CubeBlue,0.1772,0.5805,-0.1762,0.7750,0
1.8172,CubeRed,0.0009,-0.0937,0.0000,0.9956,0
1.8175,CubeBlue,0.1772,0.5805,-0.1762,0.7750,0
1.8476,CubeRed,0.0002,-0.0937,-0.0001,0.9956,0
1.8480,CubeBlue,0.1778,0.5805,-0.1760,0.7749,0
1.9037,CubeRed,0.0006,-0.0937,0.0001,0.9956,0
1.9039,CubeBlue,0.1778,0.5804,-0.1763,0.7749,0
2.0236,CubeRed,0.0009,-0.0937,0.0002,0.9956,0
2.0238,CubeBlue,0.1780,0.5805,-0.1759,0.7748,0
2.0560,CubeRed,-0.0001,-0.0937,-0.0007,0.9956,0
2.0562,CubeBlue,0.1776,0.5805,-0.1761,0.7749,0
2.1085,CubeRed,0.0000,-0.0936,-0.0002,0.9956,0
2.1087,CubeBlue,0.1773,0.5806,-0.1755,0.7750,0
2.2270,CubeRed,0.0007,-0.0936,-0.0003,0.9956,0
2.2272,CubeBlue,0.1778,0.5806,-0.1758,0.7749,0
2.2508,CubeRed,0.0005,-0.0936,0.0002,0.9956,0
2.2510,CubeBlue,0.1777,0.5806,-0.1757,0.7749,0
2.3023,CubeRed,0.0005,-0.0936,0.0002,0.9956,0
2.3024,CubeBlue,0.1777,0.5806,-0.1757,0.7749,0
2.4164,CubeRed,-0.0003,-0.0936,-0.0002,0.9956,0
2.4167,CubeBlue,0.1775,0.5806,-0.1755,0.7750,0
2.4435,CubeRed,0.0004,-0.0936,0.0000,0.9956,0
2.4439,CubeBlue,0.1776,0.5805,-0.1759,0.7750,0
2.5035,CubeRed,0.0004,-0.0936,0.0000,0.9956,0
2.5037,CubeBlue,0.1782,0.5805,-0.1758,0.7748,0
2.6089,CubeRed,0.0003,-0.0936,0.0009,0.9956,0
2.6091,CubeBlue,0.1776,0.5805,-0.1757,0.7750,0
2.6377,CubeRed,0.0004,-0.0936,0.0009,0.9956,0
2.6381,CubeBlue,0.1778,0.5805,-0.1758,0.7749,0
2.6937,CubeRed,0.0002,-0.0936,0.0000,0.9956,0
2.6939,CubeBlue,0.1778,0.5805,-0.1758,0.7749,0
2.8020,CubeRed,0.0002,-0.0936,-0.0002,0.9956,0
2.8021,CubeBlue,0.1777,0.5805,-0.1757,0.7749,0
2.8326,CubeRed,-0.0005,-0.0936,-0.0004,0.9956,0
2.8328,CubeBlue,0.1778,0.5806,-0.1753,0.7749,0
2.8887,CubeRed,-0.0007,-0.0936,0.0004,0.9956,0
2.8889,CubeBlue,0.1778,0.5806,-0.1753,0.7749,0
2.9999,CubeRed,0.0003,-0.0936,0.0000,0.9956,0
3.0001,CubeBlue,0.1776,0.5805,-0.1760,0.7750,0
3.0277,CubeRed,0.0003,-0.0936,-0.0006,0.9956,0
3.0281,CubeBlue,0.1775,0.5805,-0.1759,0.7750,0
3.0842,CubeRed,0.0003,-0.0936,-0.0006,0.9956,0
3.0843,CubeBlue,0.1775,0.5805,-0.1759,0.7750,0
3.1927,CubeRed,0.0002,-0.0936,0.0003,0.9956,0
3.1929,CubeBlue,0.1775,0.5806,-0.1753,0.7750,0
3.2225,CubeRed,0.0003,-0.0936,0.0002,0.9956,0
3.2227,CubeBlue,0.1777,0.5806,-0.1752,0.7750,0
3.2775,CubeRed,0.0013,-0.0936,-0.0002,0.9956,0
3.2777,CubeBlue,0.1774,0.5805,-0.1757,0.7750,0
3.3955,CubeRed,0.0011,-0.0936,-0.0001,0.9956,0
3.3957,CubeBlue,0.1778,0.5806,-0.1755,0.7749,0
3.4170,CubeRed,0.0006,-0.0936,-0.0001,0.9956,0
3.4172,CubeBlue,0.1773,0.5804,-0.1759,0.7751,0
3.4699,CubeRed,0.0006,-0.0936,-0.0001,0.9956,0
3.4701,CubeBlue,0.1773,0.5804,-0.1759,0.7751,0
3.5828,CubeRed,0.0002,-0.0936,-0.0004,0.9956,0
3.5830,CubeBlue,0.1774,0.5805,-0.1758,0.7750,0
3.6115,CubeRed,0.0001,-0.0936,-0.0001,0.9956,0
3.6120,CubeBlue,0.1773,0.5804,-0.1760,0.7751,0
3.6651,CubeRed,0.0009,-0.0936,-0.0003,0.9956,0
3.6653,CubeBlue,0.1779,0.5805,-0.1756,0.7749,0
3.7798,CubeRed,-0.0006,-0.0936,0.0001,0.9956,0
3.7800,CubeBlue,0.1771,0.5806,-0.1751,0.7751,0
3.8069,CubeRed,0.0006,-0.0937,0.0003,0.9956,0
3.8071,CubeBlue,0.1776,0.5804,-0.1758,0.7750,0
3.8601,CubeRed,0.0006,-0.0937,0.0003,0.9956,0
3.8603,CubeBlue,0.1776,0.5804,-0.1758,0.7750,0
3.9722,CubeRed,0.0009,-0.0937,-0.0001,0.9956,0
3.9723,CubeBlue,0.1774,0.5804,-0.1760,0.7751,0
4.0004,CubeRed,0.0000,-0.0937,-0.0001,0.9956,0
4.0005,CubeBlue,0.1774,0.5802,-0.1762,0.7751,0
4.0554,CubeRed,-0.0002,-0.0937,0.0003,0.9956,0
4.0556,CubeBlue,0.1774,0.5805,-0.1752,0.7751,0
4.1654,CubeRed,0.0007,-0.0937,-0.0003,0.9956,0
4.1655,CubeBlue,0.1780,0.5803,-0.1761,0.7750,0
4.1952,CubeRed,0.0004,-0.0937,0.0001,0.9956,0
4.1956,CubeBlue,0.1782,0.5803,-0.1759,0.7749,0
4.2522,CubeRed,0.0004,-0.0937,-0.0002,0.9956,0
4.2524,CubeBlue,0.1782,0.5803,-0.1759,0.7749,0
4.3626,CubeRed,-0.0001,-0.0937,-0.0001,0.9956,0
4.3628,CubeBlue,0.1777,0.5805,-0.1752,0.7751,0
4.3887,CubeRed,0.0007,-0.0937,0.0001,0.9956,0
4.3889,CubeBlue,0.1775,0.5805,-0.1752,0.7751,0
4.4436,CubeRed,0.0000,-0.0937,-0.0001,0.9956,0
4.4437,CubeBlue,0.1780,0.5803,-0.1759,0.7750,0
4.5539,CubeRed,0.0000,-0.0937,-0.0001,0.9956,0
4.5541,CubeBlue,0.1774,0.5805,-0.1750,0.7752,0
4.5837,CubeRed,0.0007,-0.0937,-0.0007,0.9956,0
4.5838,CubeBlue,0.1775,0.5802,-0.1761,0.7751,0
4.6387,CubeRed,0.0005,-0.0937,0.0000,0.9956,0
4.6388,CubeBlue,0.1776,0.5803,-0.1756,0.7751,0
4.7488,CubeRed,0.0010,-0.0937,-0.0008,0.9956,0
4.7490,CubeBlue,0.1780,0.5804,-0.1753,0.7750,0
4.7797,CubeRed,0.0000,-0.0937,-0.0005,0.9956,0
4.7801,CubeBlue,0.1773,0.5802,-0.1759,0.7752,0
4.8333,CubeRed,-0.0007,-0.0937,-0.0006,0.9956,0
4.8335,CubeBlue,0.1772,0.5803,-0.1755,0.7752,0
4.9447,CubeRed,0.0004,-0.0938,0.0005,0.9956,0
4.9449,CubeBlue,0.1781,0.5803,-0.1757,0.7750,0
4.9728,CubeRed,0.0005,-0.0938,-0.0003,0.9956,0
4.9729,CubeBlue,0.1778,0.5804,-0.1754,0.7751,0
5.0273,CubeRed,0.0006,-0.0938,0.0002,0.9956,0
5.0275,CubeBlue,0.1780,0.5803,-0.1756,0.7750,0
5.1391,CubeRed,0.0002,-0.0938,-0.0001,0.9956,0
5.1392,CubeBlue,0.1780,0.5803,-0.1759,0.7750,0
5.1668,CubeRed,-0.0006,-0.0937,-0.0007,0.9956,0
5.1670,CubeBlue,0.1775,0.5803,-0.1758,0.7751,6
5.2216,CubeRed,-0.0005,-0.0937,-0.0004,0.9956,0
5.2218,CubeBlue,0.1782,0.5804,-0.1757,0.7750,6
5.3300,CubeRed,-0.0005,-0.0937,-0.0006,0.9956,0
5.3302,CubeBlue,0.1774,0.5804,-0.1753,0.7752,0
5.3609,CubeRed,0.0002,-0.0937,-0.0001,0.9956,0
5.3613,CubeBlue,0.1778,0.5803,-0.1756,0.7751,0
5.4191,CubeRed,-0.0002,-0.0937,-0.0003,0.9956,0
5.4193,CubeBlue,0.1776,0.5803,-0.1758,0.7751,0
5.5272,CubeRed,0.0004,-0.0937,0.0004,0.9956,0
5.5274,CubeBlue,0.1784,0.5803,-0.1757,0.7749,0
5.5542,CubeRed,0.0003,-0.0937,-0.0001,0.9956,0
5.5544,CubeBlue,0.1780,0.5803,-0.1755,0.7751,0
5.6086,CubeRed,0.0003,-0.0937,-0.0001,0.9956,0
5.6088,CubeBlue,0.1775,0.5803,-0.1755,0.7752,0
5.7188,CubeRed,0.0002,-0.0937,-0.0001,0.9956,0
5.7190,CubeBlue,0.1777,0.5802,-0.1760,0.7752,0
5.7477,CubeRed,0.0011,-0.0937,-0.0004,0.9956,0
5.7478,CubeBlue,0.1777,0.5802,-0.1760,0.7752,0
5.8038,CubeRed,0.0007,-0.0937,-0.0001,0.9956,0
5.8040,CubeBlue,0.1781,0.5802,-0.1758,0.7751,0
5.9085,CubeRed,0.0008,-0.0937,0.0000,0.9956,0
5.9087,CubeBlue,0.1774,0.5803,-0.1753,0.7753,0
5.9282,CubeRed,0.0003,-0.0937,-0.0005,0.9956,0
5.9287,CubeBlue,0.1779,0.5803,-0.1754,0.7752,0
5.9870,CubeRed,0.0005,-0.0937,0.0000,0.9956,0
5.9872,CubeBlue,0.1779,0.5803,-0.1754,0.7752,0
6.0905,CubeRed,0.0002,-0.0937,-0.0003,0.9956,0
6.0909,CubeBlue,0.1782,0.5801,-0.1759,0.7751,0
6.1085,CubeRed,0.0011,-0.0937,0.0000,0.9956,0
6.1087,CubeBlue,0.1775,0.5802,-0.1754,0.7753,0
6.1657,CubeRed,0.0011,-0.0937,0.0000,0.9956,0
6.1658,CubeBlue,0.1775,0.5802,-0.1754,0.7753,0
6.2723,CubeRed,0.0010,-0.0937,-0.0008,0.9956,0
6.2725,CubeBlue,0.1781,0.5801,-0.1761,0.7751,0
6.2897,CubeRed,0.0005,-0.0937,-0.0004,0.9956,0
6.2898,CubeBlue,0.1786,0.5801,-0.1757,0.7751,0
6.3467,CubeRed,0.0005,-0.0937,-0.0004,0.9956,0
6.3470,CubeBlue,0.1786,0.5801,-0.1757,0.7751,0
6.4553,CubeRed,0.0003,-0.0937,-0.0006,0.9956,0
6.4555,CubeBlue,0.1774,0.5801,-0.1754,0.7754,0
6.4865,CubeRed,0.0001,-0.0937,-0.0003,0.9956,0
6.4871,CubeBlue,0.1771,0.5800,-0.1759,0.7754,0
6.5420,CubeRed,0.0001,-0.0937,-0.0003,0.9956,0
6.5436,CubeBlue,0.1771,0.5800,-0.1759,0.7754,0
