time_s,tracker_id,bbox_x,bbox_y,bbox_w,bbox_h,bbox_score,kp0_x,kp0_y,kp0_v,kp1_x,kp1_y,kp1_v,kp2_x,kp2_y,kp2_v,kp3_x,kp3_y,kp3_v,calib_status
0.2049,Blue,813.86,775.27,114.38,139.28,0.711,856.96,752.95,1.000,797.00,727.75,1.000,776.14,770.17,1.000,826.53,785.77,1.000,ongoing
0.4095,Blue,894.97,726.91,118.22,137.66,0.707,939.62,702.77,1.000,877.85,680.50,1.000,858.90,723.40,1.000,908.94,738.90,1.000,ongoing
0.6045,Blue,935.89,690.31,119.08,135.38,0.713,974.34,670.46,1.000,922.45,648.24,1.000,902.46,684.78,1.000,945.02,701.73,1.000,ongoing
0.6047,Red,542.34,918.98,134.76,109.52,0.695,573.50,888.01,1.000,509.64,895.01,1.000,516.04,942.69,1.000,585.53,932.55,1.000,ongoing
0.7998,Blue,862.46,655.83,116.21,131.45,0.710,906.94,632.80,1.000,849.45,610.77,1.000,829.60,649.39,1.000,878.66,664.87,1.000,ongoing
0.8000,Red,473.89,908.48,137.99,144.27,0.664,500.79,871.01,1.000,438.00,881.25,1.000,448.96,927.05,1.000,513.73,914.58,1.000,ongoing
0.9932,Blue,832.90,661.03,113.53,134.14,0.706,873.64,634.87,1.000,815.14,616.75,1.000,800.07,656.04,1.000,846.32,667.85,1.000,ongoing
0.9935,Red,444.25,916.86,138.17,127.13,0.661,470.44,880.29,1.000,402.82,888.14,1.000,411.72,939.66,1.000,486.57,928.11,1.000,ongoing
1.1873,Blue,814.80,653.87,114.15,130.60,0.712,856.57,630.85,1.000,800.63,610.21,1.000,783.11,646.75,1.000,829.94,662.30,1.000,ongoing
1.1875,Red,422.86,917.69,136.43,125.34,0.637,450.18,884.85,1.000,386.64,891.60,1.000,395.22,937.79,1.000,459.75,928.88,1.000,ongoing
1.3805,Blue,809.99,666.39,113.03,131.61,0.713,851.51,643.83,1.000,794.00,622.96,1.000,776.21,663.93,1.000,823.77,677.25,1.000,ongoing
1.3808,Red,413.38,919.69,136.05,106.96,0.610,439.20,894.44,1.000,385.07,903.53,1.000,392.50,942.53,1.000,450.08,933.97,1.000,ongoing
1.5756,Blue,808.89,676.86,109.33,132.64,0.709,848.03,651.83,1.000,792.11,632.66,1.000,776.39,670.56,1.000,826.72,684.36,1.000,ongoing
1.7700,Blue,803.27,694.44,111.45,132.54,0.709,844.11,667.43,1.000,784.07,649.19,1.000,769.94,689.60,1.000,819.35,701.47,1.000,ongoing
1.9649,Blue,796.99,706.64,112.85,136.24,0.712,839.92,683.06,1.000,782.05,662.36,1.000,762.71,701.94,1.000,811.49,716.31,1.000,ongoing
2.1607,Blue,788.90,723.56,108.10,131.24,0.711,828.73,699.88,1.000,770.63,679.27,1.000,752.61,718.00,1.000,804.97,733.74,1.000,ongoing
2.3531,Blue,790.81,759.31,109.11,134.99,0.709,832.88,734.03,1.000,775.40,711.10,1.000,755.96,749.39,1.000,808.02,767.53,1.000,ongoing
2.5469,Blue,824.07,767.56,112.08,135.04,0.709,862.44,741.07,1.000,802.67,722.80,1.000,785.56,766.42,1.000,843.36,778.37,1.000,ongoing
2.7419,Blue,805.59,754.36,112.26,136.39,0.711,845.40,726.87,1.000,787.24,709.90,1.000,774.68,747.80,1.000,823.06,759.20,1.000,ongoing
2.9373,Blue,705.96,728.95,110.27,130.40,0.712,744.28,695.34,1.000,683.52,683.31,1.000,674.28,722.66,1.000,727.33,731.40,1.000,ongoing
3.1309,Blue,607.42,719.62,110.18,128.26,0.715,648.18,692.83,1.000,587.06,675.33,1.000,573.19,716.19,1.000,624.57,726.62,1.000,ongoing
3.3263,Blue,590.67,718.59,109.52,126.56,0.720,631.13,691.85,1.000,570.30,673.62,1.000,555.23,714.83,1.000,609.09,725.80,1.000,ongoing
3.5201,Blue,577.56,716.10,109.67,127.64,0.718,616.61,683.42,1.000,554.14,672.28,1.000,545.58,713.12,1.000,600.12,718.88,1.000,ongoing
3.7131,Blue,587.49,720.53,111.06,126.29,0.713,628.27,696.66,1.000,571.18,676.13,1.000,552.36,716.90,1.000,604.56,727.46,1.000,ongoing
3.9082,Blue,715.02,717.67,112.25,130.07,0.712,753.17,699.59,1.000,700.97,678.62,1.000,679.90,715.62,1.000,722.64,731.48,1.000,ongoing
4.1031,Blue,929.43,714.57,119.52,136.36,0.716,972.64,692.68,1.000,912.76,667.72,1.000,893.56,710.06,1.000,942.55,726.48,1.000,ongoing
4.1040,Unknown,535.99,928.90,121.44,82.85,0.639,556.22,912.62,1.000,511.10,925.70,1.000,518.47,952.15,1.000,564.31,947.43,1.000,ongoing
4.3012,Blue,1009.25,734.14,126.41,137.35,0.716,1054.74,706.02,1.000,992.38,685.13,1.000,972.38,728.59,1.000,1033.00,743.61,1.000,ongoing
4.4952,Blue,1045.02,755.72,127.28,143.67,0.715,1090.52,732.27,1.000,1031.21,705.04,1.000,1006.52,744.54,1.000,1061.62,766.84,1.000,ongoing
4.6872,Blue,1063.09,767.55,128.91,142.89,0.713,1107.66,743.27,1.000,1048.97,717.80,1.000,1024.26,758.71,1.000,1076.50,778.31,1.000,ongoing
4.8806,Blue,1040.92,757.07,126.77,145.70,0.714,1088.24,740.28,1.000,1035.18,704.40,1.000,1004.18,739.67,1.000,1049.29,769.17,1.000,ongoing
5.0758,Blue,911.70,744.25,117.48,139.26,0.713,957.52,727.13,1.000,904.57,693.79,1.000,873.54,730.46,1.000,917.22,756.62,1.000,ongoing
5.0760,Red,546.09,916.08,58.45,97.48,0.634,538.43,913.46,1.000,545.07,913.41,1.000,542.58,911.75,1.000,540.96,909.89,1.000,ongoing
5.2693,Blue,778.02,723.49,106.23,108.76,0.715,811.35,709.05,1.000,763.01,689.57,1.000,747.82,722.15,1.000,782.24,734.42,1.000,ongoing
5.4642,Blue,717.82,726.52,109.15,131.14,0.711,760.72,704.49,1.000,705.27,679.96,1.000,682.29,717.25,1.000,726.56,736.08,1.000,ongoing
5.6586,Blue,700.52,730.32,109.26,132.09,0.713,743.33,708.99,1.000,684.75,684.42,1.000,662.27,725.09,1.000,708.46,742.52,1.000,ongoing
5.8544,Blue,697.37,732.27,111.74,131.81,0.711,738.50,708.91,1.000,680.55,689.59,1.000,660.09,731.39,1.000,711.70,744.61,1.000,ongoing
6.0500,Blue,677.02,735.10,107.37,127.20,0.712,717.70,705.57,1.000,653.83,692.79,1.000,645.12,735.92,1.000,702.39,741.80,1.000,ongoing
6.2421,Blue,656.96,733.67,111.87,129.92,0.718,698.00,704.19,1.000,635.71,688.91,1.000,621.72,731.22,1.000,678.72,741.08,1.000,ongoing
6.2423,Red,932.94,879.89,98.17,113.60,0.623,941.23,876.10,1.000,931.53,871.52,1.000,928.29,877.75,1.000,933.35,877.08,1.000,ongoing
6.4355,Blue,639.16,730.24,110.65,134.12,0.711,680.82,705.60,1.000,618.87,684.38,1.000,601.17,727.23,1.000,650.92,740.75,1.000,ongoing
6.6314,Blue,654.88,730.05,109.82,131.04,0.714,693.93,700.18,1.000,635.88,685.31,1.000,622.11,723.40,1.000,674.49,735.82,1.000,ongoing
6.6316,Red,944.15,870.47,125.88,110.69,0.611,951.70,873.93,1.000,941.54,859.97,1.000,931.81,867.28,1.000,931.10,875.71,1.000,ongoing
6.8273,Blue,691.80,732.45,108.42,128.94,0.714,731.50,701.44,1.000,667.96,689.64,1.000,659.25,731.40,1.000,717.46,738.23,1.000,ongoing
6.8276,Red,985.56,891.80,141.74,154.13,0.656,1011.76,884.18,1.000,1000.93,852.29,1.000,963.59,857.34,1.000,974.05,899.05,1.000,ongoing
7.0222,Blue,658.81,671.61,107.26,124.76,0.713,698.61,646.42,1.000,638.09,628.89,1.000,622.29,669.67,1.000,676.92,681.41,1.000,ongoing
7.0224,Red,942.47,822.91,133.06,157.06,0.652,972.07,815.49,1.000,960.82,786.69,1.000,924.31,789.07,1.000,933.99,829.98,1.000,ongoing
7.2162,Blue,662.33,680.25,104.79,127.76,0.711,703.04,656.27,1.000,645.37,635.12,1.000,624.28,676.07,1.000,679.67,690.75,1.000,ongoing
7.2163,Red,946.63,833.25,137.99,155.66,0.655,986.62,817.05,1.000,968.35,792.75,1.000,935.45,796.24,1.000,944.57,837.46,1.000,ongoing
7.4148,Blue,680.30,709.10,108.51,129.13,0.711,718.66,689.84,1.000,667.12,665.13,1.000,644.36,705.17,1.000,692.17,718.45,1.000,ongoing
7.4150,Red,965.57,868.29,133.96,158.31,0.651,993.48,844.69,1.000,978.43,833.63,1.000,959.91,841.70,1.000,968.98,870.26,1.000,ongoing
7.6045,Blue,712.11,728.87,106.47,131.84,0.710,753.45,699.79,1.000,693.80,681.57,1.000,678.34,723.18,1.000,734.22,735.33,1.000,ongoing
7.7973,Blue,743.81,771.31,100.03,132.90,0.713,787.57,750.80,1.000,736.00,725.16,1.000,709.28,760.00,1.000,753.98,780.20,1.000,ongoing
9.9390,Blue,820.62,669.17,99.04,123.21,0.708,856.19,645.16,1.000,798.98,629.72,1.000,784.07,670.22,1.000,834.86,680.58,1.000,ongoing
9.9392,Red,1088.65,882.22,144.60,165.14,0.626,1116.81,859.09,1.000,1098.04,846.59,1.000,1081.05,854.74,1.000,1092.58,882.22,1.000,ongoing
10.1315,Blue,866.13,641.68,102.29,122.71,0.711,902.24,617.20,1.000,844.47,602.19,1.000,826.80,644.13,1.000,878.83,654.10,1.000,ongoing
10.1318,Red,1132.58,864.78,153.70,168.37,0.655,1149.46,838.66,1.000,1139.23,841.35,1.000,1132.29,844.50,1.000,1135.37,858.44,1.000,ongoing
10.3281,Blue,847.97,666.40,99.32,123.86,0.710,885.75,643.87,1.000,827.45,626.82,1.000,809.96,665.97,1.000,860.10,679.60,1.000,ongoing
10.5231,Blue,854.80,707.20,96.57,120.25,0.706,889.58,689.96,1.000,841.24,668.79,1.000,821.99,701.46,1.000,859.75,717.31,1.000,ongoing
11.1048,Blue,973.00,603.76,113.84,115.84,0.605,989.51,589.68,1.000,960.62,580.96,1.000,956.01,599.12,1.000,983.04,600.89,1.000,ongoing
11.2995,Blue,962.08,610.09,143.67,135.72,0.690,982.55,596.27,1.000,956.16,581.82,1.000,952.32,603.31,1.000,968.07,602.27,1.000,ongoing
11.4946,Unknown,898.93,638.74,155.00,144.91,0.608,917.82,612.44,1.000,884.01,607.90,1.000,891.05,633.51,1.000,922.45,624.36,1.000,ongoing
11.6893,Unknown,829.80,715.25,173.06,168.32,0.659,863.92,702.58,1.000,836.81,681.97,1.000,814.12,689.18,1.000,826.38,728.38,1.000,ongoing
11.8832,Unknown,734.46,846.23,167.42,174.14,0.665,762.27,833.61,1.000,745.40,815.53,1.000,724.94,817.17,1.000,727.34,852.83,1.000,ongoing
12.0776,Unknown,681.56,916.17,157.17,131.75,0.613,690.51,902.79,1.000,663.74,904.28,1.000,680.27,923.49,1.000,693.83,909.16,1.000,ongoing
12.2716,Unknown,669.69,923.35,143.35,91.77,0.666,661.92,935.12,1.000,653.00,932.04,1.000,651.73,936.72,1.000,664.83,939.33,1.000,ongoing
12.4677,Unknown,656.31,918.34,153.40,104.78,0.657,694.22,927.60,1.000,649.38,916.87,1.000,637.81,945.61,1.000,680.42,972.33,1.000,ongoing
12.8599,Red,1054.53,908.24,142.99,149.54,0.668,1084.82,897.29,1.000,1068.74,878.66,1.000,1044.06,884.75,1.000,1053.33,920.62,1.000,ongoing
13.0522,Red,888.38,851.44,136.16,157.74,0.675,919.64,833.63,1.000,901.71,812.74,1.000,872.27,822.35,1.000,886.77,857.65,1.000,ongoing
13.2489,Red,919.75,844.08,139.06,162.32,0.673,954.96,830.97,1.000,940.28,805.53,1.000,905.56,809.75,1.000,913.09,852.67,1.000,ongoing
13.4410,Red,964.46,840.24,131.58,154.85,0.666,998.02,808.54,1.000,951.09,800.97,1.000,942.07,831.00,1.000,981.76,839.33,1.000,ongoing
13.4420,Unknown,387.80,916.07,163.83,123.75,0.650,415.91,898.82,1.000,355.11,912.84,1.000,371.44,958.69,1.000,433.70,951.45,1.000,ongoing
13.6379,Blue,436.10,895.84,170.35,165.79,0.691,472.81,850.22,1.000,412.09,855.98,1.000,415.77,914.16,1.000,489.70,906.26,1.000,ongoing
13.6381,Red,1013.36,835.59,146.39,159.59,0.659,1052.46,820.85,1.000,1035.32,797.69,1.000,1004.80,799.33,1.000,1009.43,842.24,1.000,ongoing
13.8307,Blue,593.62,900.70,164.45,154.74,0.691,636.28,860.57,1.000,565.69,860.26,1.000,566.86,918.22,1.000,652.30,913.46,1.000,ongoing
13.8308,Red,1190.64,899.53,164.39,160.56,0.623,1211.17,892.69,1.000,1205.17,878.18,1.000,1194.58,875.28,1.000,1184.15,899.95,1.000,ongoing
14.0227,Blue,684.05,910.01,163.99,148.63,0.700,721.75,866.55,1.000,649.22,879.06,1.000,655.76,936.87,1.000,739.20,917.63,1.000,ongoing
14.2163,Unknown,703.24,921.79,146.60,96.61,0.643,728.68,919.28,1.000,685.04,919.10,1.000,687.94,953.37,1.000,729.42,964.19,1.000,ongoing
