time_s,head_px,head_py,head_pz,head_rx,head_ry,head_rz,head_rw,handR_px,handR_py,handR_pz,handR_rx,handR_ry,handR_rz,handR_rw,handL_px,handL_py,handL_pz,handL_rx,handL_ry,handL_rz,handL_rw,gaze_x,gaze_y,gaze_z
1.2958,-0.0258,1.1401,-0.0265,0.1342,-0.0193,0.0369,0.9901,0.1663,0.8413,0.2247,0.4102,-0.0200,0.6902,-0.5958,-0.1266,0.6389,0.1035,-0.2118,-0.2269,-0.1723,-0.9349,-0.0282,-0.2672,0.9632
1.3513,-0.0246,1.1403,-0.0270,0.1426,-0.0088,0.0359,0.9891,0.1679,0.8490,0.2130,0.4226,-0.0153,0.6885,-0.5892,-0.1272,0.6384,0.1037,-0.2109,-0.2276,-0.1717,-0.9350,-0.0072,-0.2828,0.9592
1.4074,-0.0241,1.1470,-0.0277,0.1117,-0.0077,0.0341,0.9931,0.1701,0.8499,0.2104,0.3931,0.0032,0.6754,-0.6240,-0.1276,0.6377,0.1040,-0.2104,-0.2282,-0.1714,-0.9351,-0.0077,-0.2223,0.9749
1.4895,-0.0231,1.1499,-0.0279,0.0852,-0.0085,0.0342,0.9957,0.1714,0.8482,0.2084,0.3689,0.0172,0.6620,-0.6521,-0.1277,0.6373,0.1047,-0.2113,-0.2284,-0.1711,-0.9348,-0.0111,-0.1703,0.9853
1.5462,-0.0224,1.1512,-0.0273,0.0726,-0.0063,0.0327,0.9968,0.1713,0.8480,0.2070,0.3622,0.0173,0.6591,-0.6589,-0.1265,0.6396,0.1038,-0.2127,-0.2257,-0.1692,-0.9355,-0.0077,-0.1451,0.9894
1.6015,-0.0218,1.1492,-0.0265,0.0937,-0.0054,0.0301,0.9951,0.1727,0.8456,0.2068,0.3706,0.0194,0.6559,-0.6573,-0.1261,0.6400,0.1036,-0.2144,-0.2238,-0.1666,-0.9361,-0.0052,-0.1869,0.9824
1.6841,-0.0218,1.1422,-0.0246,0.1213,-0.0080,0.0281,0.9922,0.1730,0.8434,0.2068,0.4028,0.0268,0.6493,-0.6445,-0.1261,0.6410,0.1041,-0.2175,-0.2220,-0.1669,-0.9357,-0.0090,-0.2412,0.9704
1.7401,-0.0223,1.1406,-0.0226,0.1325,-0.0122,0.0262,0.9908,0.1705,0.8432,0.2047,0.4291,0.0165,0.6215,-0.6553,-0.1257,0.6419,0.1038,-0.2210,-0.2194,-0.1636,-0.9361,-0.0172,-0.2633,0.9646
1.7962,-0.0232,1.1466,-0.0220,0.1051,-0.0180,0.0248,0.9940,0.1677,0.8440,0.2018,0.4249,0.0103,0.6126,-0.6664,-0.1262,0.6419,0.1041,-0.2203,-0.2206,-0.1659,-0.9356,-0.0306,-0.2099,0.9773
1.8781,-0.0237,1.1479,-0.0226,0.0903,-0.0235,0.0257,0.9953,0.1653,0.8437,0.1985,0.4237,0.0148,0.5986,-0.6797,-0.1263,0.6412,0.1042,-0.2198,-0.2217,-0.1663,-0.9353,-0.0422,-0.1810,0.9826
1.9353,-0.0244,1.1487,-0.0222,0.0907,-0.0294,0.0249,0.9951,0.1616,0.8394,0.1966,0.4139,0.0211,0.6109,-0.6745,-0.1262,0.6414,0.1037,-0.2183,-0.2215,-0.1672,-0.9356,-0.0540,-0.1820,0.9818
1.9913,-0.0241,1.1404,-0.0216,0.1184,-0.0303,0.0270,0.9921,0.1600,0.8350,0.1978,0.4112,0.0243,0.6154,-0.6720,-0.1259,0.6424,0.1037,-0.2184,-0.2216,-0.1664,-0.9357,-0.0537,-0.2366,0.9701
2.0739,-0.0261,1.1405,-0.0197,0.1213,-0.0367,0.0287,0.9915,0.1586,0.8284,0.1995,0.4097,0.0283,0.6157,-0.6725,-0.1257,0.6420,0.1037,-0.2187,-0.2206,-0.1661,-0.9359,-0.0658,-0.2427,0.9679
2.1294,-0.0277,1.1437,-0.0195,0.1093,-0.0452,0.0284,0.9926,0.1541,0.8262,0.1966,0.3916,0.0455,0.6166,-0.6815,-0.1267,0.6417,0.1037,-0.2159,-0.2255,-0.1655,-0.9355,-0.0835,-0.2195,0.9720
2.1857,-0.0283,1.1462,-0.0207,0.0943,-0.0499,0.0283,0.9939,0.1498,0.8246,0.1932,0.3746,0.0594,0.6057,-0.6995,-0.1268,0.6416,0.1039,-0.2164,-0.2254,-0.1664,-0.9353,-0.0939,-0.1903,0.9772
2.2683,-0.0290,1.1440,-0.0205,0.1050,-0.0520,0.0286,0.9927,0.1452,0.8242,0.1870,0.3477,0.0739,0.5771,-0.7353,-0.1265,0.6411,0.1043,-0.2180,-0.2251,-0.1650,-0.9352,-0.0973,-0.2115,0.9725
2.3246,-0.0300,1.1388,-0.0201,0.1227,-0.0580,0.0301,0.9903,0.1387,0.8241,0.1858,0.3499,0.0733,0.5745,-0.7363,-0.1269,0.6413,0.1033,-0.2125,-0.2264,-0.1689,-0.9354,-0.1074,-0.2465,0.9632
2.3800,-0.0316,1.1363,-0.0186,0.1379,-0.0616,0.0328,0.9880,0.1365,0.8231,0.1872,0.3531,0.0752,0.5779,-0.7319,-0.1270,0.6404,0.1031,-0.2094,-0.2274,-0.1692,-0.9359,-0.1127,-0.2765,0.9544
2.4625,-0.0324,1.1399,-0.0190,0.1199,-0.0671,0.0329,0.9900,0.1351,0.8208,0.1900,0.3522,0.0860,0.5763,-0.7324,-0.1267,0.6379,0.1042,-0.2110,-0.2272,-0.1661,-0.9361,-0.1249,-0.2418,0.9622
2.5178,-0.0333,1.1435,-0.0193,0.1057,-0.0695,0.0335,0.9914,0.1328,0.8213,0.1884,0.3459,0.0902,0.5630,-0.7452,-0.1280,0.6377,0.1038,-0.2097,-0.2306,-0.1692,-0.9350,-0.1308,-0.2142,0.9680
2.5740,-0.0329,1.1442,-0.0193,0.0971,-0.0675,0.0338,0.9924,0.1323,0.8211,0.1867,0.3422,0.0959,0.5576,-0.7502,-0.1277,0.6368,0.1036,-0.2098,-0.2288,-0.1689,-0.9355,-0.1275,-0.1973,0.9720
2.6568,-0.0321,1.1411,-0.0186,0.1117,-0.0629,0.0338,0.9912,0.1332,0.8201,0.1863,0.3412,0.0979,0.5558,-0.7517,-0.1278,0.6383,0.1035,-0.2091,-0.2299,-0.1682,-0.9355,-0.1172,-0.2258,0.9671
2.7118,-0.0312,1.1366,-0.0180,0.1297,-0.0595,0.0346,0.9892,0.1354,0.8187,0.1880,0.3454,0.0934,0.5634,-0.7447,-0.1272,0.6369,0.1040,-0.2101,-0.2277,-0.1692,-0.9356,-0.1087,-0.2608,0.9593
2.7678,-0.0309,1.1363,-0.0170,0.1352,-0.0583,0.0354,0.9885,0.1364,0.8189,0.1884,0.3481,0.0917,0.5653,-0.7422,-0.1274,0.6372,0.1041,-0.2097,-0.2281,-0.1697,-0.9355,-0.1056,-0.2713,0.9567
2.8512,-0.0301,1.1407,-0.0173,0.1126,-0.0558,0.0343,0.9915,0.1368,0.8198,0.1883,0.3525,0.0910,0.5661,-0.7396,-0.1275,0.6382,0.1037,-0.2089,-0.2291,-0.1692,-0.9355,-0.1029,-0.2271,0.9684
2.9077,-0.0291,1.1437,-0.0179,0.0979,-0.0532,0.0337,0.9932,0.1377,0.8205,0.1876,0.3623,0.0973,0.5691,-0.7317,-0.1278,0.6369,0.1043,-0.2086,-0.2301,-0.1701,-0.9352,-0.0990,-0.1981,0.9752
2.9632,-0.0284,1.1422,-0.0178,0.1025,-0.0505,0.0326,0.9929,0.1381,0.8202,0.1875,0.3712,0.1045,0.5683,-0.7269,-0.1276,0.6368,0.1044,-0.2086,-0.2295,-0.1697,-0.9354,-0.0937,-0.2069,0.9739
3.0455,-0.0277,1.1386,-0.0169,0.1215,-0.0493,0.0338,0.9908,0.1392,0.8187,0.1876,0.3768,0.1185,0.5636,-0.7255,-0.1275,0.6382,0.1041,-0.2079,-0.2294,-0.1707,-0.9354,-0.0894,-0.2441,0.9656
3.1015,-0.0271,1.1379,-0.0160,0.1263,-0.0460,0.0348,0.9903,0.1356,0.8176,0.1860,0.3136,0.1633,0.5331,-0.7686,-0.1269,0.6390,0.1039,-0.2061,-0.2297,-0.1693,-0.9360,-0.0823,-0.2533,0.9639
3.1570,-0.0264,1.1394,-0.0164,0.1161,-0.0441,0.0337,0.9917,0.1288,0.8147,0.1850,0.1840,0.2614,0.4353,-0.8416,-0.1268,0.6386,0.1040,-0.2062,-0.2291,-0.1694,-0.9361,-0.0797,-0.2332,0.9692
3.2397,-0.0258,1.1398,-0.0170,0.1182,-0.0430,0.0319,0.9915,0.1209,0.8139,0.1810,0.0382,0.3316,0.2290,-0.9144,-0.1269,0.6383,0.1042,-0.2072,-0.2287,-0.1701,-0.9359,-0.0778,-0.2371,0.9684
3.2956,-0.0247,1.1387,-0.0168,0.1239,-0.0397,0.0313,0.9910,0.0851,0.8167,0.1869,-0.0542,0.3411,0.1114,-0.9318,-0.1271,0.6383,0.1048,-0.2075,-0.2289,-0.1695,-0.9358,-0.0709,-0.2480,0.9661
3.3513,-0.0231,1.1371,-0.0161,0.1277,-0.0358,0.0321,0.9907,0.0660,0.8244,0.1886,-0.0714,0.3298,0.1080,-0.9351,-0.1270,0.6366,0.1062,-0.2093,-0.2284,-0.1689,-0.9357,-0.0627,-0.2552,0.9648
3.4349,-0.0220,1.1371,-0.0163,0.1295,-0.0290,0.0316,0.9907,0.0565,0.8184,0.2012,0.0076,0.3385,0.2085,-0.9175,-0.1268,0.6360,0.1066,-0.2094,-0.2286,-0.1683,-0.9357,-0.0492,-0.2584,0.9648
3.4898,-0.0194,1.1369,-0.0161,0.1320,-0.0185,0.0311,0.9906,0.0463,0.7967,0.2241,-0.0177,0.3234,0.1520,-0.9338,-0.1275,0.6356,0.1059,-0.2077,-0.2269,-0.1712,-0.9360,-0.0285,-0.2627,0.9645
3.5461,-0.0170,1.1362,-0.0154,0.1333,-0.0022,0.0328,0.9905,0.0422,0.7871,0.2341,-0.0448,0.3136,0.1328,-0.9392,-0.1277,0.6359,0.1055,-0.2075,-0.2247,-0.1754,-0.9358,0.0045,-0.2642,0.9645
3.6143,-0.0145,1.1354,-0.0150,0.1365,0.0082,0.0305,0.9901,0.0410,0.7887,0.2297,-0.0452,0.2972,0.1216,-0.9460,-0.1282,0.6365,0.1054,-0.2087,-0.2250,-0.1758,-0.9354,0.0246,-0.2699,0.9626
3.6715,-0.0119,1.1349,-0.0147,0.1386,0.0204,0.0298,0.9897,0.0450,0.7874,0.2275,-0.0223,0.3065,0.1547,-0.9389,-0.1276,0.6371,0.1051,-0.2093,-0.2239,-0.1749,-0.9357,0.0487,-0.2730,0.9608
3.7272,-0.0097,1.1345,-0.0157,0.1409,0.0285,0.0285,0.9892,0.0459,0.7848,0.2274,-0.0054,0.3093,0.1620,-0.9371,-0.1274,0.6370,0.1052,-0.2100,-0.2196,-0.1796,-0.9356,0.0645,-0.2771,0.9587
3.8088,-0.0088,1.1347,-0.0160,0.1401,0.0337,0.0282,0.9892,0.0433,0.7854,0.2270,0.0129,0.3048,0.1670,-0.9376,-0.1277,0.6375,0.1052,-0.2094,-0.2204,-0.1818,-0.9352,0.0746,-0.2753,0.9585
3.8654,-0.0071,1.1340,-0.0163,0.1418,0.0408,0.0292,0.9886,0.0434,0.7885,0.2290,0.0206,0.2991,0.2153,-0.9294,-0.1277,0.6374,0.1051,-0.2070,-0.2229,-0.1810,-0.9353,0.0889,-0.2780,0.9565
3.9207,-0.0064,1.1334,-0.0166,0.1452,0.0437,0.0305,0.9880,0.0517,0.8019,0.2317,0.0300,0.2821,0.2964,-0.9120,-0.1279,0.6376,0.1051,-0.2058,-0.2235,-0.1813,-0.9353,0.0951,-0.2842,0.9540
4.0031,-0.0067,1.1335,-0.0170,0.1448,0.0462,0.0309,0.9879,0.0831,0.8451,0.2273,0.0949,0.2557,0.3840,-0.8822,-0.1278,0.6376,0.1050,-0.2048,-0.2235,-0.1800,-0.9358,0.1003,-0.2833,0.9538
4.0598,-0.0067,1.1332,-0.0172,0.1461,0.0503,0.0325,0.9875,0.1418,0.8967,0.1980,0.1473,0.2065,0.4336,-0.8647,-0.1279,0.6368,0.1056,-0.2019,-0.2268,-0.1764,-0.9363,0.1089,-0.2853,0.9522
4.1157,-0.0066,1.1327,-0.0173,0.1474,0.0519,0.0340,0.9871,0.1723,0.9032,0.1834,0.2024,0.1843,0.3929,-0.8779,-0.1282,0.6341,0.1065,-0.1985,-0.2302,-0.1740,-0.9366,0.1124,-0.2875,0.9512
4.1983,-0.0054,1.1324,-0.0175,0.1497,0.0528,0.0347,0.9867,0.1963,0.8996,0.1657,0.1894,0.1675,0.3945,-0.8834,-0.1283,0.6331,0.1072,-0.1966,-0.2332,-0.1714,-0.9368,0.1146,-0.2917,0.9496
4.2537,-0.0036,1.1317,-0.0184,0.1508,0.0551,0.0350,0.9864,0.2136,0.8684,0.1644,0.1462,0.1806,0.3734,-0.8981,-0.1278,0.6350,0.1065,-0.1964,-0.2327,-0.1741,-0.9365,0.1193,-0.2937,0.9484
4.3099,-0.0023,1.1321,-0.0187,0.1502,0.0562,0.0340,0.9865,0.2061,0.8531,0.1625,0.1103,0.2006,0.3665,-0.9018,-0.1274,0.6349,0.1069,-0.1977,-0.2315,-0.1750,-0.9363,0.1212,-0.2926,0.9485
4.3778,-0.0015,1.1318,-0.0189,0.1515,0.0541,0.0325,0.9864,0.2000,0.8352,0.1643,0.0059,0.2011,0.3454,-0.9166,-0.1269,0.6349,0.1069,-0.1977,-0.2302,-0.1756,-0.9366,0.1166,-0.2953,0.9483
4.4349,-0.0003,1.1317,-0.0193,0.1525,0.0537,0.0308,0.9864,0.1864,0.8211,0.1652,0.0076,0.1763,0.2838,-0.9425,-0.1268,0.6339,0.1071,-0.1961,-0.2315,-0.1756,-0.9365,0.1153,-0.2974,0.9478
4.4913,0.0004,1.1318,-0.0200,0.1515,0.0552,0.0291,0.9865,0.1770,0.8159,0.1676,0.0187,0.1604,0.2779,-0.9469,-0.1268,0.6335,0.1073,-0.1963,-0.2315,-0.1765,-0.9363,0.1177,-0.2956,0.9480
4.5738,-0.0003,1.1321,-0.0198,0.1501,0.0552,0.0297,0.9867,0.1703,0.8104,0.1715,0.0234,0.1523,0.2568,-0.9541,-0.1273,0.6327,0.1082,-0.1980,-0.2324,-0.1765,-0.9357,0.1178,-0.2928,0.9489
4.6289,-0.0003,1.1320,-0.0198,0.1501,0.0554,0.0300,0.9867,0.1702,0.8087,0.1725,0.0189,0.1498,0.2821,-0.9474,-0.1278,0.6329,0.1072,-0.1918,-0.2339,-0.1883,-0.9344,0.1182,-0.2929,0.9488
4.6849,-0.0008,1.1321,-0.0194,0.1518,0.0555,0.0310,0.9864,0.1713,0.8085,0.1732,0.0140,0.1456,0.2923,-0.9451,-0.1285,0.6335,0.1058,-0.1844,-0.2395,-0.1935,-0.9334,0.1190,-0.2961,0.9477
4.7677,-0.0011,1.1323,-0.0191,0.1507,0.0545,0.0310,0.9866,0.1726,0.8059,0.1771,0.0122,0.1439,0.2984,-0.9435,-0.1297,0.6348,0.1051,-0.1844,-0.2451,-0.1984,-0.9309,0.1170,-0.2939,0.9487
4.8242,-0.0010,1.1322,-0.0189,0.1507,0.0533,0.0304,0.9867,0.1724,0.8060,0.1800,0.0078,0.1428,0.2978,-0.9438,-0.1289,0.6367,0.1042,-0.1861,-0.2424,-0.1933,-0.9323,0.1143,-0.2942,0.9489
4.8793,-0.0008,1.1321,-0.0189,0.1512,0.0532,0.0303,0.9866,0.1716,0.8040,0.1827,0.0108,0.1440,0.2966,-0.9440,-0.1286,0.6368,0.1047,-0.1882,-0.2415,-0.1921,-0.9324,0.1141,-0.2951,0.9486
4.9620,-0.0007,1.1322,-0.0187,0.1511,0.0533,0.0301,0.9866,0.1707,0.8019,0.1863,0.0147,0.1434,0.2936,-0.9450,-0.1284,0.6367,0.1044,-0.1876,-0.2413,-0.1914,-0.9327,0.1143,-0.2950,0.9486
5.0180,-0.0006,1.1322,-0.0186,0.1509,0.0530,0.0298,0.9867,0.1679,0.8006,0.1896,0.0248,0.1369,0.2728,-0.9519,-0.1284,0.6373,0.1042,-0.1879,-0.2420,-0.1905,-0.9327,0.1136,-0.2947,0.9488
5.0740,-0.0007,1.1321,-0.0183,0.1508,0.0524,0.0293,0.9867,0.1662,0.8012,0.1886,0.0317,0.1366,0.2611,-0.9551,-0.1283,0.6376,0.1043,-0.1884,-0.2417,-0.1900,-0.9327,0.1122,-0.2946,0.9490
5.1567,-0.0007,1.1322,-0.0180,0.1513,0.0528,0.0294,0.9866,0.1658,0.7991,0.1886,0.0352,0.1360,0.2591,-0.9556,-0.1281,0.6378,0.1040,-0.1877,-0.2409,-0.1907,-0.9329,0.1131,-0.2955,0.9486
5.2131,-0.0003,1.1323,-0.0181,0.1511,0.0533,0.0289,0.9867,0.1665,0.7994,0.1882,0.0346,0.1379,0.2607,-0.9549,-0.1279,0.6386,0.1042,-0.1892,-0.2402,-0.1886,-0.9332,0.1140,-0.2950,0.9487
5.2691,-0.0005,1.1320,-0.0181,0.1511,0.0537,0.0289,0.9866,0.1669,0.7995,0.1883,0.0330,0.1378,0.2608,-0.9549,-0.1278,0.6382,0.1043,-0.1896,-0.2396,-0.1872,-0.9336,0.1146,-0.2950,0.9486
5.3506,-0.0007,1.1322,-0.0184,0.1503,0.0523,0.0287,0.9868,0.1673,0.8002,0.1873,0.0343,0.1416,0.2558,-0.9557,-0.1277,0.6381,0.1046,-0.1893,-0.2402,-0.1848,-0.9340,0.1120,-0.2936,0.9493
5.4080,-0.0010,1.1324,-0.0187,0.1500,0.0505,0.0281,0.9870,0.1681,0.7967,0.1895,0.0404,0.1561,0.2413,-0.9570,-0.1291,0.6375,0.1041,-0.1856,-0.2457,-0.1879,-0.9327,0.1082,-0.2932,0.9499
5.4636,-0.0012,1.1325,-0.0189,0.1494,0.0486,0.0278,0.9872,0.1684,0.7959,0.1900,0.0424,0.1633,0.2372,-0.9567,-0.1293,0.6384,0.1040,-0.1861,-0.2468,-0.1881,-0.9323,0.1043,-0.2923,0.9506
5.5460,-0.0017,1.1324,-0.0190,0.1491,0.0473,0.0277,0.9873,0.1680,0.7958,0.1901,0.0430,0.1645,0.2350,-0.9570,-0.1290,0.6380,0.1042,-0.1873,-0.2457,-0.1873,-0.9324,0.1017,-0.2917,0.9511
5.6034,-0.0021,1.1325,-0.0193,0.1487,0.0459,0.0277,0.9874,0.1684,0.7966,0.1895,0.0448,0.1664,0.2344,-0.9567,-0.1287,0.6374,0.1041,-0.1879,-0.2440,-0.1870,-0.9329,0.0990,-0.2911,0.9516
5.6570,-0.0025,1.1326,-0.0190,0.1485,0.0440,0.0280,0.9875,0.1703,0.7965,0.1897,0.0420,0.1681,0.2366,-0.9560,-0.1284,0.6376,0.1044,-0.1897,-0.2432,-0.1850,-0.9331,0.0953,-0.2907,0.9520
5.7393,-0.0041,1.1324,-0.0188,0.1492,0.0354,0.0256,0.9878,0.1741,0.7961,0.1891,0.0418,0.1730,0.2364,-0.9552,-0.1279,0.6381,0.1043,-0.1900,-0.2411,-0.1854,-0.9335,0.0775,-0.2930,0.9530
5.7950,-0.0066,1.1322,-0.0187,0.1505,0.0218,0.0226,0.9881,0.1760,0.7948,0.1892,0.0412,0.1755,0.2394,-0.9540,-0.1279,0.6390,0.1041,-0.1890,-0.2421,-0.1853,-0.9334,0.0499,-0.2964,0.9538
5.8513,-0.0093,1.1319,-0.0188,0.1496,0.0074,0.0202,0.9885,0.1761,0.7957,0.1892,0.0394,0.1741,0.2417,-0.9538,-0.1281,0.6383,0.1044,-0.1891,-0.2425,-0.1849,-0.9334,0.0207,-0.2955,0.9551
5.9337,-0.0117,1.1319,-0.0187,0.1505,-0.0075,0.0190,0.9884,0.1764,0.7965,0.1890,0.0372,0.1732,0.2433,-0.9536,-0.1278,0.6381,0.1043,-0.1888,-0.2406,-0.1844,-0.9340,-0.0091,-0.2978,0.9546
5.9899,-0.0156,1.1317,-0.0188,0.1507,-0.0263,0.0174,0.9881,0.1767,0.7990,0.1880,0.0309,0.1715,0.2455,-0.9536,-0.1273,0.6382,0.1041,-0.1889,-0.2358,-0.1837,-0.9354,-0.0468,-0.2987,0.9532
6.0461,-0.0171,1.1317,-0.0190,0.1514,-0.0346,0.0181,0.9877,0.1769,0.8010,0.1876,0.0279,0.1705,0.2431,-0.9545,-0.1273,0.6377,0.1044,-0.1904,-0.2336,-0.1835,-0.9357,-0.0629,-0.3003,0.9518
6.1282,-0.0187,1.1319,-0.0193,0.1498,-0.0388,0.0187,0.9878,0.1773,0.8005,0.1878,0.0280,0.1701,0.2423,-0.9548,-0.1277,0.6378,0.1042,-0.1897,-0.2341,-0.1859,-0.9352,-0.0710,-0.2974,0.9521
6.1846,-0.0213,1.1322,-0.0196,0.1488,-0.0488,0.0192,0.9875,0.1776,0.8005,0.1890,0.0245,0.1664,0.2417,-0.9557,-0.1280,0.6372,0.1037,-0.1899,-0.2335,-0.1886,-0.9348,-0.0908,-0.2958,0.9509
6.2404,-0.0231,1.1321,-0.0195,0.1479,-0.0558,0.0196,0.9872,0.1781,0.8013,0.1898,0.0204,0.1653,0.2415,-0.9560,-0.1279,0.6375,0.1033,-0.1897,-0.2338,-0.1880,-0.9349,-0.1044,-0.2943,0.9500
6.3223,-0.0243,1.1319,-0.0194,0.1489,-0.0586,0.0199,0.9869,0.1782,0.8015,0.1898,0.0209,0.1665,0.2429,-0.9554,-0.1279,0.6368,0.1039,-0.1912,-0.2335,-0.1885,-0.9346,-0.1098,-0.2963,0.9488
6.3785,-0.0262,1.1321,-0.0193,0.1484,-0.0645,0.0209,0.9866,0.1745,0.8063,0.1902,0.0045,0.1586,0.2614,-0.9521,-0.1280,0.6365,0.1036,-0.1917,-0.2327,-0.1887,-0.9346,-0.1210,-0.2955,0.9476
6.4344,-0.0277,1.1323,-0.0192,0.1476,-0.0675,0.0224,0.9865,0.1693,0.8125,0.1907,0.0048,0.1561,0.2675,-0.9508,-0.1278,0.6357,0.1039,-0.1930,-0.2320,-0.1869,-0.9349,-0.1266,-0.2942,0.9473
6.5175,-0.0292,1.1324,-0.0194,0.1468,-0.0714,0.0245,0.9863,0.1580,0.8231,0.1915,0.0114,0.1527,0.2588,-0.9537,-0.1279,0.6339,0.1053,-0.1967,-0.2331,-0.1845,-0.9343,-0.1336,-0.2930,0.9467
