time_s,tracker_id,qx,qy,qz,qw,raw_grip
0.0031,CubeRed,-0.0016,0.0122,0.0009,0.9999,0
0.0033,CubeBlue,-0.0043,-0.0131,0.0151,0.9998,2
0.1082,CubeRed,-0.0012,0.0122,0.0008,0.9999,0
0.1084,CubeBlue,-0.0033,-0.0131,0.0142,0.9998,0
0.1373,CubeRed,-0.0008,0.0121,0.0010,0.9999,0
0.1377,CubeBlue,-0.0032,-0.0131,0.0142,0.9998,0
0.1897,CubeRed,-0.0008,0.0121,0.0010,0.9999,0
0.1898,CubeBlue,-0.0032,-0.0131,0.0142,0.9998,0
0.3017,CubeRed,-0.0009,0.0121,0.0015,0.9999,0
0.3019,CubeBlue,-0.0042,-0.0131,0.0143,0.9998,0
0.3292,CubeRed,-0.0014,0.0121,0.0014,0.9999,0
0.3295,CubeBlue,-0.0046,-0.0131,0.0144,0.9998,0
0.3844,CubeRed,-0.0012,0.0121,0.0015,0.9999,0
0.3846,CubeBlue,-0.0035,-0.0131,0.0145,0.9998,0
0.4933,CubeRed,-0.0016,0.0121,0.0019,0.9999,0
0.4935,CubeBlue,-0.0041,-0.0131,0.0138,0.9998,0
0.5240,CubeRed,-0.0014,0.0121,0.0012,0.9999,0
0.5242,CubeBlue,-0.0032,-0.0131,0.0141,0.9998,0
0.5809,CubeRed,-0.0010,0.0121,0.0011,0.9999,0
0.5811,CubeBlue,-0.0036,-0.0131,0.0137,0.9998,0
0.6872,CubeRed,-0.0015,0.0121,0.0006,0.9999,0
0.6875,CubeBlue,-0.0038,-0.0131,0.0141,0.9998,0
0.7188,CubeRed,-0.0018,0.0121,0.0008,0.9999,0
0.7192,CubeBlue,-0.0033,-0.0131,0.0141,0.9998,0
0.7742,CubeRed,-0.0013,0.0121,0.0008,0.9999,0
0.7744,CubeBlue,-0.0035,-0.0131,0.0144,0.9998,0
0.8842,CubeRed,-0.0008,0.0120,0.0012,0.9999,0
0.8844,CubeBlue,-0.0038,-0.0131,0.0146,0.9998,0
0.9139,CubeRed,-0.0009,0.0120,0.0011,0.9999,0
0.9142,CubeBlue,-0.0036,-0.0131,0.0141,0.9998,0
0.9680,CubeRed,-0.0007,0.0120,0.0004,0.9999,0
0.9682,CubeBlue,-0.0031,-0.0131,0.0147,0.9998,0
1.0796,CubeRed,-0.0011,0.0120,0.0004,0.9999,0
1.0798,CubeBlue,-0.0038,-0.0131,0.0141,0.9998,0
1.1086,CubeRed,-0.0016,0.0120,0.0009,0.9999,0
1.1088,CubeBlue,-0.0040,-0.0132,0.0142,0.9998,0
1.1615,CubeRed,-0.0014,0.0120,0.0009,0.9999,0
