time_s,tracker_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,euler_x,euler_y,euler_z,vel_x,vel_y,vel_z,speed_mps,ang_vel_deg_s,is_gripping,grip_source,contact_level,raw_grip,imu_delta_deg,down_face_x,down_face_y,down_face_z
0.0032,CubeRed,-0.0420,0.7083,0.3253,0.0000,0.0599,0.0000,-0.9982,0.00,353.13,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,HeldSoft,0,0.000,0.00,-1.00,0.00
0.0034,CubeBlue,-0.1726,0.7083,0.4459,0.0000,0.0945,0.0000,0.9955,0.00,10.85,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,2,0.163,0.00,-1.00,0.00
0.1084,CubeRed,-0.0420,0.7083,0.3253,0.0000,0.0599,0.0000,-0.9982,0.00,353.13,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.1085,CubeBlue,-0.1726,0.7083,0.4459,0.0000,0.0945,0.0000,0.9955,0.00,10.85,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.1374,CubeRed,-0.0420,0.7083,0.3253,0.0000,0.0600,0.0000,-0.9982,0.00,353.12,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.1378,CubeBlue,-0.1726,0.7083,0.4459,0.0000,0.0945,0.0000,0.9955,0.00,10.85,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.1898,CubeRed,-0.0420,0.7083,0.3253,0.0000,0.0600,0.0000,-0.9982,0.00,353.12,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.1899,CubeBlue,-0.1726,0.7083,0.4459,0.0000,0.0945,0.0000,0.9955,0.00,10.85,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.3018,CubeRed,-0.0420,0.7083,0.3253,0.0000,0.0600,0.0000,-0.9982,0.00,353.12,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.3020,CubeBlue,-0.1726,0.7083,0.4459,0.0000,0.0945,0.0000,0.9955,0.00,10.85,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
0.3294,CubeRed,-0.0420,0.7083,0.3253,0.0000,0.0600,0.0000,-0.9982,0.00,353.12,0.00,0.0000,0.0000,0.0000,0.0000,0.00,0,none,Resting,0,0.000,0.00,-1.00,0.00
