time_s,tracker_id,pos_x,pos_y,pos_z,rot_y,is_gripping,down_face_x,down_face_y,down_face_z
0.0032,CubeRed,-0.0420,0.7083,0.3253,353.13,0,0.00,-1.00,0.00
0.0034,CubeBlue,-0.1726,0.7083,0.4459,10.85,0,0.00,-1.00,0.00
0.1083,CubeRed,-0.0420,0.7083,0.3253,353.13,0,0.00,-1.00,0.00
0.1085,CubeBlue,-0.1726,0.7083,0.4459,10.85,0,0.00,-1.00,0.00
0.1374,CubeRed,-0.0420,0.7083,0.3253,353.12,0,0.00,-1.00,0.00
0.1378,CubeBlue,-0.1726,0.7083,0.4459,10.85,0,0.00,-1.00,0.00
0.1897,CubeRed,-0.0420,0.7083,0.3253,353.12,0,0.00,-1.00,0.00
0.1898,CubeBlue,-0.1726,0.7083,0.4459,10.85,0,0.00,-1.00,0.00
0.3018,CubeRed,-0.0420,0.7083,0.3253,353.12,0,0.00,-1.00,0.00
0.3019,CubeBlue,-0.1726,0.7083,0.4459,10.85,0,0.00,-1.00,0.00
0.3293,CubeRed,-0.0420,0.7083,0.3253,353.12,0,0.00,-1.00,0.00
0.3295,CubeBlue,-0.1726,0.7083,0.4459,10.85,0,0.00,-1.00,0.00
0.3845,CubeRed,-0.0420,0.7083,0.3253,353.12,0,0.00,-1.00,0.00
0.3846,CubeBlue,-0.1726,0.7083,0.4459,10.84,0,0.00,-1.00,0.00
0.4933,CubeRed,-0.0420,0.7083,0.3253,353.12,0,0.00,-1.00,0.00
0.4936,CubeBlue,-0.1726,0.7083,0.4459,10.85,0,0.00,-1.00,0.00
0.5241,CubeRed,-0.0420,0.7083,0.3253,353.12,0,0.00,-1.00,0.00
0.5242,CubeBlue,-0.1726,0.7083,0.4459,10.85,0,0.00,-1.00,0.00
0.5809,CubeRed,-0.0420,0.7083,0.3253,353.12,0,0.00,-1.00,0.00
0.5811,CubeBlue,-0.1726,0.7083,0.4459,10.85,0,0.00,-1.00,0.00
0.6873,CubeRed,0.1541,0.7083,0.5458,353.12,0,0.00,-1.00,0.00
0.6875,CubeBlue,-0.1726,0.7083,0.4459,10.85,0,0.00,-1.00,0.00
0.7188,CubeRed,0.1541,0.7083,0.5458,353.12,0,0.00,-1.00,0.00
0.7192,CubeBlue,-0.1726,0.7083,0.4459,10.85,0,0.00,-1.00,0.00
0.7743,CubeRed,0.1541,0.7083,0.5458,353.12,0,0.00,-1.00,0.00
0.7744,CubeBlue,-0.1726,0.7083,0.4459,10.85,0,0.00,-1.00,0.00
0.8842,CubeRed,0.1541,0.7083,0.5458,353.11,0,0.00,-1.00,0.00
0.8844,CubeBlue,-0.1726,0.7083,0.4459,10.84,0,0.00,-1.00,0.00
0.9140,CubeRed,0.1541,0.7083,0.5458,353.11,0,0.00,-1.00,0.00
0.9142,CubeBlue,-0.1726,0.7083,0.4459,10.85,0,0.00,-1.00,0.00
0.9681,CubeRed,0.1541,0.7083,0.5458,353.11,0,0.00,-1.00,0.00
0.9682,CubeBlue,-0.1726,0.7083,0.4459,10.85,0,0.00,-1.00,0.00
1.0796,CubeRed,0.1541,0.7083,0.5458,353.11,0,0.00,-1.00,0.00
1.0798,CubeBlue,-0.1726,0.7083,0.4459,10.85,0,0.00,-1.00,0.00
1.1087,CubeRed,0.1541,0.7083,0.5458,353.11,0,0.00,-1.00,0.00
1.1088,CubeBlue,-0.1726,0.7083,0.4459,10.84,0,0.00,-1.00,0.00
