start_time_s,end_time_s,duration_s,tracker_id,start_x,start_y,start_z,end_x,end_y,end_z,path_length_m,avg_speed_mps,max_speed_mps,release_type,final_contact_level
9.4708,9.5240,0.0532,CubeRed,-0.0610,0.7083,0.4189,-0.0627,0.7083,0.4196,0.0000,0.0000,0.0000,placement,Resting
9.5241,9.6366,0.1125,CubeRed,-0.0676,0.6981,0.4049,-0.0036,0.7083,0.4004,0.0000,0.6212,0.6212,drop,Resting
10.6353,10.6357,0.0004,CubeBlue,0.0029,0.6960,0.4695,-0.0603,0.7083,0.4175,0.0000,0.0000,0.0000,placement,Resting
10.6906,10.6907,0.0001,CubeBlue,0.0991,0.6797,0.4773,-0.0603,0.7083,0.4175,0.0000,3.1677,3.1677,placement,Resting
16.4691,16.4695,0.0004,CubeBlue,0.1435,0.7083,0.3958,-0.0603,0.7083,0.4175,0.0000,0.0000,0.0000,placement,Resting
16.5243,16.5244,0.0001,CubeBlue,0.1220,0.7263,0.4096,-0.0603,0.7083,0.4175,0.0000,1.0308,1.0308,placement,Resting
16.6343,16.6344,0.0001,CubeBlue,0.0724,0.7708,0.4135,-0.0603,0.7083,0.4175,0.0000,1.2117,1.2117,placement,Resting
16.6631,16.6632,0.0001,CubeBlue,0.0007,0.8477,0.3890,-0.0603,0.7083,0.4175,0.0000,0.9782,0.9782,placement,Resting
16.7195,16.7196,0.0002,CubeBlue,-0.0603,0.8463,0.3841,-0.0603,0.7083,0.4175,0.0000,2.0749,2.0749,placement,Resting
16.8293,16.8294,0.0001,CubeBlue,-0.0866,0.8217,0.3762,-0.0603,0.7083,0.4175,0.0000,0.6666,0.6666,placement,Resting
16.8568,16.8570,0.0001,CubeBlue,-0.1188,0.7910,0.3551,-0.0603,0.7083,0.4175,0.0000,0.4478,0.4478,placement,Resting
16.9111,16.9112,0.0001,CubeBlue,-0.1160,0.7470,0.3691,-0.0603,0.7083,0.4175,0.0000,1.6849,1.6849,placement,Resting
18.8550,18.9670,0.1120,CubeRed,-0.0620,0.7083,0.4406,-0.0680,0.6878,0.3884,0.0000,0.0000,0.0000,drop,Resting
18.9673,18.9958,0.0285,CubeRed,-0.0653,0.7107,0.4501,-0.0657,0.6829,0.3996,0.0000,0.1885,0.1885,release,Resting
18.9959,19.0516,0.0557,CubeRed,-0.0665,0.6970,0.4512,-0.0572,0.6888,0.3984,0.0000,0.1228,0.1228,drop,Resting
19.0518,19.1587,0.1069,CubeRed,-0.0458,0.7315,0.4670,-0.0225,0.7145,0.3858,0.0000,1.5697,1.5697,drop,Resting
24.2445,24.2446,0.0002,CubeBlue,-0.0866,0.7083,0.3863,0.0150,0.6887,0.4412,0.0000,0.0000,0.0000,placement,Resting
24.3011,24.3013,0.0001,CubeBlue,-0.0870,0.8097,0.3926,0.0150,0.6887,0.4412,0.0000,3.6973,3.6973,placement,Resting
24.4136,24.4137,0.0001,CubeBlue,-0.0390,0.8673,0.4131,0.0150,0.6887,0.4412,0.0000,1.3322,1.3322,placement,Resting
24.4394,24.4396,0.0001,CubeBlue,-0.0031,0.9309,0.4245,0.0150,0.6887,0.4412,0.0000,0.6383,0.6383,placement,Resting
24.4931,24.4932,0.0001,CubeBlue,0.0221,1.0402,0.3539,0.0150,0.6887,0.4412,0.0000,6.5782,6.5782,placement,Resting
