time_s,tracker_id,pos_x,pos_y,pos_z,rot_y,is_gripping,down_face_x,down_face_y,down_face_z
0.0019,CubeRed,-0.0206,0.6885,0.3545,348.92,0,0.00,-1.00,0.00
0.0021,CubeBlue,-0.0592,0.7083,0.4189,10.18,0,0.00,-1.00,0.00
0.1125,CubeRed,-0.0206,0.6885,0.3545,348.92,0,0.00,-1.00,0.00
0.1128,CubeBlue,-0.0592,0.7083,0.4189,10.19,0,0.00,-1.00,0.00
0.1368,CubeRed,-0.0206,0.6885,0.3545,348.92,0,0.00,-1.00,0.00
0.1372,CubeBlue,-0.0592,0.7083,0.4189,10.20,0,0.00,-1.00,0.00
0.1899,CubeRed,-0.0206,0.6885,0.3545,348.92,0,0.00,-1.00,0.00
0.1901,CubeBlue,-0.0592,0.7083,0.4189,10.20,0,0.00,-1.00,0.00
0.3023,CubeRed,-0.0206,0.6885,0.3545,348.92,0,0.00,-1.00,0.00
0.3025,CubeBlue,-0.0592,0.7083,0.4189,10.20,0,0.00,-1.00,0.00
0.3306,CubeRed,-0.0206,0.6885,0.3545,348.91,0,0.00,-1.00,0.00
0.3308,CubeBlue,-0.0592,0.7083,0.4189,10.22,0,0.00,-1.00,0.00
0.3848,CubeRed,-0.0206,0.6885,0.3545,348.91,0,0.00,-1.00,0.00
0.3849,CubeBlue,-0.0592,0.7083,0.4189,10.22,0,0.00,-1.00,0.00
0.4964,CubeRed,-0.0206,0.6885,0.3545,348.91,0,0.00,-1.00,0.00
0.4967,CubeBlue,-0.0592,0.7083,0.4189,10.22,0,0.00,-1.00,0.00
0.5254,CubeRed,-0.0206,0.6885,0.3545,348.90,0,0.00,-1.00,0.00
0.5255,CubeBlue,-0.0592,0.7083,0.4189,10.22,0,0.00,-1.00,0.00
0.5820,CubeRed,-0.0206,0.6885,0.3545,348.90,0,0.00,-1.00,0.00
0.5821,CubeBlue,-0.0592,0.7083,0.4189,10.22,0,0.00,-1.00,0.00
0.6915,CubeRed,-0.0206,0.6885,0.3545,348.90,0,0.00,-1.00,0.00
0.6918,CubeBlue,-0.0592,0.7083,0.4189,10.23,0,0.00,-1.00,0.00
0.7202,CubeRed,-0.0206,0.6885,0.3545,348.89,0,0.00,-1.00,0.00
0.7206,CubeBlue,-0.0592,0.7083,0.4189,10.23,0,0.00,-1.00,0.00
0.7737,CubeRed,-0.0206,0.6885,0.3545,348.89,0,0.00,-1.00,0.00
0.7738,CubeBlue,-0.0592,0.7083,0.4189,10.23,0,0.00,-1.00,0.00
0.8872,CubeRed,-0.0206,0.6885,0.3545,348.89,0,0.00,-1.00,0.00
0.8875,CubeBlue,-0.0592,0.7083,0.4189,10.24,0,0.00,-1.00,0.00
0.9145,CubeRed,-0.0206,0.6885,0.3545,348.89,0,0.00,-1.00,0.00
0.9146,CubeBlue,-0.0592,0.7083,0.4189,10.24,0,0.00,-1.00,0.00
0.9674,CubeRed,-0.0206,0.6885,0.3545,348.89,0,0.00,-1.00,0.00
0.9675,CubeBlue,-0.0592,0.7083,0.4189,10.24,0,0.00,-1.00,0.00
1.0806,CubeRed,-0.0206,0.6885,0.3545,348.89,0,0.00,-1.00,0.00
1.0807,CubeBlue,-0.0592,0.7083,0.4189,10.24,0,0.00,-1.00,0.00
1.1086,CubeRed,-0.0206,0.6885,0.3545,348.88,0,0.00,-1.00,0.00
1.1087,CubeBlue,-0.0592,0.7083,0.4189,10.24,0,0.00,-1.00,0.00
1.1647,CubeRed,-0.0206,0.6885,0.3545,348.88,0,0.00,-1.00,0.00
1.1648,CubeBlue,-0.0592,0.7083,0.4189,10.24,0,0.00,-1.00,0.00
1.2745,CubeRed,-0.0206,0.6885,0.3545,348.88,0,0.00,-1.00,0.00
1.2747,CubeBlue,-0.0592,0.7083,0.4189,357.01,0,0.00,-1.00,0.00
1.3036,CubeRed,-0.0206,0.6885,0.3545,348.88,0,0.00,-1.00,0.00
1.3042,CubeBlue,-0.0592,0.7083,0.4189,357.02,0,0.00,-1.00,0.00
1.3572,CubeRed,-0.0206,0.6885,0.3545,348.87,0,0.00,-1.00,0.00
1.3573,CubeBlue,-0.0592,0.7083,0.4189,357.01,0,0.00,-1.00,0.00
1.4688,CubeRed,-0.0206,0.6885,0.3545,348.87,0,0.00,-1.00,0.00
1.4690,CubeBlue,-0.0592,0.7083,0.4189,357.01,0,0.00,-1.00,0.00
1.4966,CubeRed,-0.0206,0.6885,0.3545,348.87,0,0.00,-1.00,0.00
1.4968,CubeBlue,-0.0592,0.7083,0.4189,357.06,0,0.00,-1.00,0.00
1.5514,CubeRed,-0.0206,0.6885,0.3545,348.86,0,0.00,-1.00,0.00
1.5516,CubeBlue,-0.0592,0.7083,0.4189,357.06,0,0.00,-1.00,0.00
1.6604,CubeRed,-0.0206,0.6885,0.3545,348.86,0,0.00,-1.00,0.00
1.6606,CubeBlue,-0.0592,0.7083,0.4189,357.06,0,0.00,-1.00,0.00
1.6907,CubeRed,-0.0206,0.6885,0.3545,348.86,0,0.00,-1.00,0.00
1.6908,CubeBlue,-0.0592,0.7083,0.4189,357.07,0,0.00,-1.00,0.00
1.7468,CubeRed,-0.0206,0.6885,0.3545,348.86,0,0.00,-1.00,0.00
1.7469,CubeBlue,-0.0592,0.7083,0.4189,357.07,0,0.00,-1.00,0.00
1.8578,CubeRed,-0.0206,0.6885,0.3545,348.86,0,0.00,-1.00,0.00
1.8581,CubeBlue,-0.0592,0.7083,0.4189,357.07,0,0.00,-1.00,0.00
1.8866,CubeRed,-0.0206,0.6885,0.3545,348.85,0,0.00,-1.00,0.00
1.8871,CubeBlue,-0.0592,0.7083,0.4189,357.06,0,0.00,-1.00,0.00
1.9415,CubeRed,-0.0206,0.6885,0.3545,348.85,0,0.00,-1.00,0.00
1.9417,CubeBlue,-0.0592,0.7083,0.4189,357.06,0,0.00,-1.00,0.00
2.0493,CubeRed,-0.0206,0.6885,0.3545,348.85,0,0.00,-1.00,0.00
2.0494,CubeBlue,-0.0592,0.7083,0.4189,357.06,0,0.00,-1.00,0.00
2.0791,CubeRed,-0.0206,0.6885,0.3545,348.84,0,0.00,-1.00,0.00
2.0792,CubeBlue,-0.0592,0.7083,0.4189,357.06,0,0.00,-1.00,0.00
2.1347,CubeRed,-0.0206,0.6885,0.3545,348.84,0,0.00,-1.00,0.00
2.1349,CubeBlue,-0.0592,0.7083,0.4189,357.06,0,0.00,-1.00,0.00
2.2473,CubeRed,-0.0206,0.6885,0.3545,348.85,0,0.00,-1.00,0.00
2.2474,CubeBlue,-0.0592,0.7083,0.4189,357.06,0,0.00,-1.00,0.00
2.2760,CubeRed,-0.0206,0.6885,0.3545,348.85,0,0.00,-1.00,0.00
2.2762,CubeBlue,-0.0592,0.7083,0.4189,357.06,0,0.00,-1.00,0.00
