time_s,head_px,head_py,head_pz,head_rx,head_ry,head_rz,head_rw,handR_px,handR_py,handR_pz,handR_rx,handR_ry,handR_rz,handR_rw,handL_px,handL_py,handL_pz,handL_rx,handL_ry,handL_rz,handL_rw,gaze_x,gaze_y,gaze_z
1.9361,-0.0216,1.1376,-0.0259,0.1218,-0.0593,0.0305,0.9903,0.1512,0.8337,0.1515,0.4012,0.0401,0.4713,-0.7844,-0.1947,0.8005,0.0560,0.4514,0.0408,-0.3711,-0.8105,-0.1100,-0.2448,0.9633
1.9916,-0.0222,1.1375,-0.0257,0.1222,-0.0620,0.0301,0.9901,0.1420,0.8284,0.1482,0.3833,0.0719,0.4556,-0.8002,-0.1915,0.7996,0.0518,0.4056,-0.0035,-0.3928,-0.8253,-0.1154,-0.2457,0.9624
2.0736,-0.0226,1.1374,-0.0251,0.1229,-0.0598,0.0305,0.9901,0.1348,0.8217,0.1491,0.3823,0.0911,0.4450,-0.8047,-0.1895,0.7981,0.0500,0.4134,-0.0331,-0.4022,-0.8162,-0.1109,-0.2470,0.9627
2.1302,-0.0229,1.1372,-0.0246,0.1227,-0.0582,0.0306,0.9903,0.1338,0.8242,0.1508,0.3720,0.0627,0.4775,-0.7936,-0.1907,0.7972,0.0524,0.4476,-0.0032,-0.3783,-0.8103,-0.1077,-0.2466,0.9631
2.1862,-0.0232,1.1378,-0.0244,0.1211,-0.0575,0.0304,0.9905,0.1354,0.8288,0.1502,0.3431,0.0288,0.5103,-0.7881,-0.1920,0.7988,0.0525,0.4520,0.0053,-0.3757,-0.8090,-0.1066,-0.2434,0.9641
2.2704,-0.0239,1.1381,-0.0247,0.1201,-0.0603,0.0315,0.9904,0.1364,0.8314,0.1491,0.3268,0.0095,0.5182,-0.7903,-0.1916,0.8026,0.0508,0.4537,0.0064,-0.3784,-0.8068,-0.1119,-0.2417,0.9639
2.3244,-0.0246,1.1381,-0.0250,0.1203,-0.0636,0.0324,0.9902,0.1352,0.8300,0.1482,0.3231,0.0303,0.4878,-0.8104,-0.1932,0.8006,0.0517,0.4295,0.0098,-0.3859,-0.8164,-0.1182,-0.2423,0.9630
2.3807,-0.0247,1.1378,-0.0250,0.1208,-0.0658,0.0314,0.9900,0.1330,0.8277,0.1483,0.3189,0.0401,0.4623,-0.8264,-0.1924,0.7995,0.0524,0.4136,0.0252,-0.3860,-0.8242,-0.1227,-0.2434,0.9621
2.4635,-0.0241,1.1378,-0.0248,0.1215,-0.0643,0.0313,0.9900,0.1306,0.8242,0.1485,0.3215,0.0436,0.4586,-0.8273,-0.1910,0.7982,0.0526,0.4165,0.0378,-0.3666,-0.8311,-0.1198,-0.2446,0.9622
2.5192,-0.0235,1.1375,-0.0247,0.1229,-0.0623,0.0305,0.9900,0.1328,0.8242,0.1500,0.3213,0.0394,0.4675,-0.8226,-0.1924,0.7998,0.0523,0.4091,0.0559,-0.3400,-0.8449,-0.1159,-0.2471,0.9620
2.5743,-0.0232,1.1372,-0.0246,0.1243,-0.0604,0.0301,0.9899,0.1342,0.8255,0.1500,0.3200,0.0364,0.4731,-0.8200,-0.1942,0.8029,0.0511,0.4057,0.0550,-0.3355,-0.8484,-0.1122,-0.2497,0.9618
2.6565,-0.0233,1.1366,-0.0242,0.1271,-0.0593,0.0310,0.9896,0.1367,0.8272,0.1500,0.3196,0.0318,0.4701,-0.8221,-0.1961,0.8061,0.0492,0.3997,0.0588,-0.3462,-0.8467,-0.1094,-0.2553,0.9606
2.7130,-0.0235,1.1362,-0.0239,0.1283,-0.0577,0.0311,0.9896,0.1366,0.8290,0.1500,0.3180,0.0194,0.4707,-0.8228,-0.1944,0.8072,0.0477,0.3932,0.0791,-0.3575,-0.8434,-0.1062,-0.2575,0.9604
2.7685,-0.0240,1.1360,-0.0234,0.1292,-0.0591,0.0318,0.9893,0.1337,0.8294,0.1496,0.3167,0.0163,0.4666,-0.8257,-0.1938,0.8071,0.0470,0.3935,0.0746,-0.3602,-0.8425,-0.1087,-0.2594,0.9596
2.8512,-0.0243,1.1359,-0.0234,0.1303,-0.0588,0.0322,0.9892,0.1304,0.8315,0.1447,0.4049,-0.0236,0.4556,-0.7925,-0.1935,0.8059,0.0471,0.3896,0.0769,-0.3575,-0.8453,-0.1079,-0.2616,0.9591
2.9072,-0.0249,1.1357,-0.0233,0.1307,-0.0590,0.0328,0.9891,0.1021,0.8254,0.1649,0.1310,0.1391,0.3876,-0.9018,-0.1917,0.8037,0.0484,0.3930,0.0750,-0.3534,-0.8456,-0.1082,-0.2624,0.9589
2.9634,-0.0258,1.1359,-0.0232,0.1297,-0.0608,0.0331,0.9891,0.0836,0.8111,0.1832,-0.0057,0.2305,0.3521,-0.9071,-0.1906,0.8026,0.0490,0.3918,0.0771,-0.3552,-0.8452,-0.1118,-0.2606,0.9590
3.0467,-0.0276,1.1366,-0.0225,0.1284,-0.0637,0.0327,0.9891,0.0593,0.7841,0.2114,-0.0412,0.2724,0.2568,-0.9264,-0.1904,0.8025,0.0488,0.3905,0.0766,-0.3560,-0.8455,-0.1176,-0.2582,0.9589
3.1017,-0.0301,1.1370,-0.0213,0.1264,-0.0667,0.0321,0.9892,0.0462,0.7536,0.2309,-0.0281,0.2552,0.1805,-0.9495,-0.1910,0.8027,0.0486,0.3914,0.0763,-0.3570,-0.8447,-0.1239,-0.2544,0.9591
3.1579,-0.0322,1.1369,-0.0204,0.1263,-0.0689,0.0327,0.9891,0.0439,0.7497,0.2309,0.0164,0.2016,0.2508,-0.9467,-0.1919,0.8031,0.0481,0.3931,0.0757,-0.3558,-0.8445,-0.1281,-0.2543,0.9586
3.2405,-0.0344,1.1369,-0.0205,0.1282,-0.0683,0.0318,0.9889,0.0417,0.7450,0.2359,0.0458,0.1624,0.2797,-0.9452,-0.1948,0.8030,0.0472,0.3941,0.0753,-0.3555,-0.8442,-0.1269,-0.2579,0.9578
3.2965,-0.0381,1.1374,-0.0205,0.1267,-0.0711,0.0317,0.9889,0.0486,0.7608,0.2262,0.0736,0.1757,0.2341,-0.9534,-0.1982,0.8028,0.0456,0.3942,0.0793,-0.3552,-0.8439,-0.1325,-0.2551,0.9578
3.3518,-0.0404,1.1376,-0.0204,0.1238,-0.0750,0.0312,0.9890,0.0501,0.7651,0.2246,0.1016,0.1810,0.1991,-0.9577,-0.1993,0.8024,0.0452,0.3944,0.0785,-0.3563,-0.8434,-0.1407,-0.2496,0.9581
3.4354,-0.0426,1.1377,-0.0199,0.1239,-0.0810,0.0309,0.9885,0.0513,0.7659,0.2227,0.0932,0.1836,0.2251,-0.9523,-0.1985,0.8014,0.0458,0.3954,0.0778,-0.3602,-0.8413,-0.1525,-0.2499,0.9562
3.4908,-0.0452,1.1385,-0.0188,0.1213,-0.0876,0.0297,0.9883,0.0489,0.7835,0.2265,0.0771,0.1383,0.2746,-0.9484,-0.1990,0.7992,0.0472,0.4035,0.0725,-0.3564,-0.8396,-0.1659,-0.2451,0.9552
3.5468,-0.0462,1.1390,-0.0184,0.1209,-0.0892,0.0284,0.9882,0.0362,0.8273,0.2310,0.1525,0.1442,0.3432,-0.9155,-0.2006,0.7963,0.0491,0.4107,0.0667,-0.3586,-0.8357,-0.1694,-0.2440,0.9549
3.6306,-0.0477,1.1403,-0.0171,0.1168,-0.0896,0.0264,0.9887,0.0041,0.8826,0.2312,0.2250,0.1802,0.3809,-0.8785,-0.2034,0.7932,0.0513,0.4164,0.0602,-0.3679,-0.8292,-0.1710,-0.2358,0.9566
3.6854,-0.0498,1.1414,-0.0149,0.1133,-0.0925,0.0225,0.9890,-0.0391,0.9135,0.2472,0.2115,0.2342,0.3803,-0.8694,-0.2040,0.7952,0.0504,0.4156,0.0639,-0.3719,-0.8276,-0.1778,-0.2283,0.9572
3.7417,-0.0510,1.1414,-0.0136,0.1135,-0.0927,0.0194,0.9890,-0.0696,0.9046,0.2725,0.1995,0.2332,0.3462,-0.8865,-0.2054,0.7953,0.0492,0.4149,0.0655,-0.3713,-0.8281,-0.1790,-0.2281,0.9571
3.8241,-0.0521,1.1425,-0.0127,0.1099,-0.0913,0.0176,0.9896,-0.0996,0.8845,0.3090,0.1378,0.2310,0.3101,-0.9119,-0.2069,0.7947,0.0480,0.4184,0.0678,-0.3688,-0.8273,-0.1769,-0.2207,0.9592
3.8804,-0.0535,1.1437,-0.0113,0.1054,-0.0911,0.0156,0.9901,-0.1155,0.8326,0.3329,0.0769,0.2381,0.2085,-0.9455,-0.2130,0.7922,0.0451,0.4184,0.0666,-0.3695,-0.8270,-0.1771,-0.2116,0.9612
3.9363,-0.0543,1.1446,-0.0111,0.1025,-0.0904,0.0153,0.9905,-0.1202,0.8030,0.3428,0.0632,0.2232,0.1847,-0.9550,-0.2154,0.7915,0.0436,0.4162,0.0665,-0.3715,-0.8272,-0.1759,-0.2058,0.9627
4.0184,-0.0543,1.1453,-0.0110,0.0999,-0.0902,0.0157,0.9908,-0.1238,0.7768,0.3533,0.0868,0.2068,0.2189,-0.9496,-0.2162,0.7920,0.0429,0.4150,0.0652,-0.3713,-0.8280,-0.1755,-0.2009,0.9638
4.0751,-0.0546,1.1462,-0.0111,0.0977,-0.0896,0.0162,0.9910,-0.1089,0.7683,0.3470,0.0342,0.2021,0.1633,-0.9650,-0.2144,0.7922,0.0450,0.4164,0.0664,-0.3740,-0.8260,-0.1744,-0.1966,0.9648
4.1310,-0.0534,1.1460,-0.0123,0.0985,-0.0886,0.0159,0.9911,-0.1057,0.7719,0.3409,0.0272,0.1961,0.1494,-0.9687,-0.2139,0.7924,0.0458,0.4191,0.0648,-0.3764,-0.8237,-0.1724,-0.1981,0.9649
4.2146,-0.0514,1.1457,-0.0131,0.0986,-0.0863,0.0158,0.9913,-0.1003,0.7661,0.3436,0.0893,0.2010,0.1569,-0.9628,-0.2145,0.7903,0.0466,0.4220,0.0613,-0.3809,-0.8204,-0.1679,-0.1981,0.9657
4.2684,-0.0497,1.1458,-0.0144,0.0991,-0.0846,0.0170,0.9913,-0.0945,0.7825,0.3390,0.0188,0.2146,0.2037,-0.9550,-0.2132,0.7908,0.0468,0.4219,0.0620,-0.3786,-0.8215,-0.1643,-0.1993,0.9661
4.3245,-0.0486,1.1458,-0.0155,0.1004,-0.0859,0.0165,0.9911,-0.0863,0.7936,0.3408,0.0000,0.2144,0.2274,-0.9499,-0.2122,0.7912,0.0469,0.4226,0.0634,-0.3771,-0.8217,-0.1669,-0.2018,0.9651
4.4095,-0.0480,1.1458,-0.0167,0.1001,-0.0879,0.0155,0.9910,-0.0723,0.8186,0.3338,0.0746,0.1948,0.2395,-0.9482,-0.2104,0.7925,0.0462,0.4254,0.0623,-0.3762,-0.8208,-0.1711,-0.2011,0.9645
4.4628,-0.0470,1.1458,-0.0176,0.0993,-0.0892,0.0164,0.9909,-0.0426,0.8540,0.3188,0.1214,0.2503,0.2934,-0.9146,-0.2096,0.7920,0.0469,0.4244,0.0659,-0.3781,-0.8201,-0.1735,-0.1998,0.9644
4.5191,-0.0468,1.1455,-0.0182,0.1011,-0.0892,0.0170,0.9907,-0.0283,0.8739,0.3098,0.1226,0.2544,0.3147,-0.9062,-0.2082,0.7924,0.0473,0.4241,0.0684,-0.3835,-0.8176,-0.1732,-0.2034,0.9637
4.6011,-0.0474,1.1450,-0.0184,0.1019,-0.0901,0.0166,0.9906,-0.0236,0.8891,0.3082,0.0977,0.2338,0.3352,-0.9074,-0.2078,0.7919,0.0478,0.4245,0.0697,-0.3870,-0.8156,-0.1750,-0.2048,0.9630
4.6579,-0.0477,1.1449,-0.0185,0.1028,-0.0905,0.0167,0.9904,-0.0195,0.8823,0.3119,0.0912,0.2175,0.3547,-0.9047,-0.2071,0.7920,0.0472,0.4241,0.0680,-0.3846,-0.8171,-0.1758,-0.2067,0.9625
4.7133,-0.0486,1.1447,-0.0179,0.1030,-0.0905,0.0163,0.9904,-0.0222,0.8795,0.3093,0.0808,0.2137,0.3531,-0.9073,-0.2071,0.7912,0.0472,0.4244,0.0672,-0.3838,-0.8174,-0.1759,-0.2069,0.9624
4.7957,-0.0499,1.1442,-0.0168,0.1038,-0.0889,0.0180,0.9904,-0.0257,0.8738,0.3075,0.0728,0.2224,0.3379,-0.9116,-0.2068,0.7912,0.0475,0.4253,0.0668,-0.3826,-0.8175,-0.1724,-0.2089,0.9626
4.8525,-0.0511,1.1437,-0.0159,0.1055,-0.0876,0.0188,0.9904,-0.0337,0.8618,0.3066,0.0812,0.2217,0.3254,-0.9156,-0.2071,0.7912,0.0470,0.4269,0.0679,-0.3823,-0.8167,-0.1695,-0.2122,0.9624
4.9086,-0.0517,1.1434,-0.0155,0.1064,-0.0851,0.0180,0.9905,-0.0461,0.8432,0.2896,0.0845,0.2164,0.3127,-0.9210,-0.2072,0.7912,0.0464,0.4270,0.0691,-0.3836,-0.8159,-0.1648,-0.2139,0.9629
4.9918,-0.0510,1.1426,-0.0154,0.1072,-0.0832,0.0181,0.9906,-0.0493,0.8231,0.2405,0.0584,0.2465,0.2884,-0.9234,-0.2081,0.7907,0.0460,0.4254,0.0695,-0.3845,-0.8163,-0.1610,-0.2154,0.9632
5.0480,-0.0510,1.1420,-0.0152,0.1091,-0.0805,0.0183,0.9906,-0.0458,0.7910,0.2279,-0.0080,0.3803,0.2896,-0.8783,-0.2086,0.7900,0.0469,0.4322,0.0712,-0.3775,-0.8159,-0.1555,-0.2192,0.9632
5.1035,-0.0511,1.1416,-0.0150,0.1101,-0.0796,0.0193,0.9905,-0.0427,0.7737,0.2149,-0.0470,0.4155,0.2999,-0.8574,-0.2088,0.7896,0.0477,0.4347,0.0731,-0.3772,-0.8145,-0.1535,-0.2212,0.9631
5.1853,-0.0507,1.1410,-0.0146,0.1121,-0.0780,0.0197,0.9904,-0.0392,0.7669,0.2062,-0.0390,0.4224,0.3172,-0.8482,-0.2081,0.7901,0.0472,0.4377,0.0771,-0.3712,-0.8153,-0.1502,-0.2252,0.9627
5.2412,-0.0504,1.1406,-0.0145,0.1139,-0.0752,0.0215,0.9904,-0.0328,0.7747,0.2070,-0.0172,0.3859,0.3174,-0.8660,-0.2083,0.7887,0.0487,0.4307,0.0770,-0.3681,-0.8204,-0.1440,-0.2288,0.9628
5.2973,-0.0496,1.1402,-0.0153,0.1150,-0.0724,0.0206,0.9905,-0.0284,0.7789,0.2080,-0.0012,0.3784,0.3123,-0.8714,-0.2081,0.7867,0.0497,0.4250,0.0807,-0.3574,-0.8278,-0.1387,-0.2308,0.9631
5.3793,-0.0483,1.1400,-0.0163,0.1153,-0.0705,0.0207,0.9906,-0.0269,0.7810,0.2129,0.0109,0.3802,0.3017,-0.8742,-0.2080,0.7852,0.0499,0.4110,0.0867,-0.3370,-0.8426,-0.1349,-0.2314,0.9635
5.4352,-0.0468,1.1396,-0.0174,0.1175,-0.0678,0.0206,0.9905,-0.0157,0.7746,0.2093,0.0385,0.3716,0.3152,-0.8724,-0.2068,0.7835,0.0502,0.4026,0.0916,-0.3292,-0.8492,-0.1294,-0.2355,0.9632
5.4908,-0.0455,1.1393,-0.0182,0.1175,-0.0654,0.0205,0.9907,-0.0093,0.7704,0.2072,0.0579,0.3693,0.3077,-0.8750,-0.2055,0.7832,0.0497,0.4019,0.0867,-0.3338,-0.8483,-0.1247,-0.2354,0.9639
5.5740,-0.0449,1.1398,-0.0183,0.1160,-0.0659,0.0196,0.9909,0.0013,0.7683,0.2020,0.0536,0.3702,0.2988,-0.8780,-0.2066,0.7815,0.0506,0.3929,0.0792,-0.3337,-0.8532,-0.1260,-0.2326,0.9644
5.6287,-0.0441,1.1405,-0.0186,0.1143,-0.0655,0.0186,0.9911,-0.0014,0.7718,0.2016,0.0464,0.3474,0.2896,-0.8907,-0.1978,0.7873,0.0460,0.3999,0.0809,-0.3410,-0.8469,-0.1255,-0.2290,0.9653
5.6846,-0.0443,1.1413,-0.0175,0.1119,-0.0648,0.0175,0.9914,-0.0046,0.7739,0.2057,0.0518,0.3234,0.2863,-0.9004,-0.1936,0.7904,0.0440,0.3961,0.0840,-0.3495,-0.8449,-0.1246,-0.2242,0.9665
5.7682,-0.0456,1.1415,-0.0160,0.1117,-0.0668,0.0179,0.9913,-0.0041,0.7768,0.2158,0.0877,0.2981,0.3171,-0.8960,-0.1894,0.7945,0.0444,0.3977,0.0852,-0.3473,-0.8450,-0.1285,-0.2238,0.9661
5.8234,-0.0468,1.1419,-0.0139,0.1111,-0.0684,0.0171,0.9913,-0.0322,0.7953,0.2347,0.0874,0.2757,0.2771,-0.9163,-0.1938,0.7921,0.0457,0.3925,0.0937,-0.3477,-0.8463,-0.1317,-0.2226,0.9660
5.8793,-0.0478,1.1417,-0.0130,0.1114,-0.0676,0.0167,0.9913,-0.0516,0.7948,0.2462,0.1002,0.2773,0.2514,-0.9219,-0.1955,0.7912,0.0459,0.3927,0.0957,-0.3460,-0.8467,-0.1303,-0.2231,0.9660
5.9620,-0.0484,1.1411,-0.0127,0.1133,-0.0631,0.0183,0.9914,-0.0662,0.7920,0.2479,0.0897,0.2880,0.2290,-0.9255,-0.1974,0.7908,0.0456,0.3896,0.0972,-0.3467,-0.8477,-0.1209,-0.2269,0.9664
6.0183,-0.0492,1.1400,-0.0131,0.1155,-0.0583,0.0206,0.9914,-0.0733,0.8035,0.2083,0.0719,0.3641,0.2422,-0.8964,-0.2028,0.7904,0.0443,0.3923,0.0909,-0.3456,-0.8476,-0.1109,-0.2314,0.9665
6.0736,-0.0489,1.1392,-0.0145,0.1174,-0.0551,0.0226,0.9913,-0.0710,0.7957,0.1857,0.0538,0.4470,0.2497,-0.8573,-0.2080,0.7871,0.0440,0.3881,0.0849,-0.3444,-0.8506,-0.1039,-0.2353,0.9663
6.1573,-0.0473,1.1391,-0.0168,0.1184,-0.0523,0.0236,0.9913,-0.0638,0.7751,0.1731,0.0885,0.4888,0.2110,-0.8418,-0.2099,0.7846,0.0448,0.3647,0.0764,-0.3617,-0.8546,-0.0980,-0.2373,0.9665
6.2127,-0.0459,1.1388,-0.0188,0.1189,-0.0489,0.0263,0.9914,-0.0366,0.7609,0.1730,0.0802,0.4681,0.2281,-0.8499,-0.2053,0.7861,0.0454,0.3277,-0.0066,-0.4259,-0.8433,-0.0907,-0.2383,0.9670
6.2688,-0.0454,1.1390,-0.0201,0.1198,-0.0474,0.0282,0.9913,-0.0184,0.7564,0.1793,0.0793,0.4387,0.2393,-0.8626,-0.2031,0.7862,0.0467,0.3386,0.0103,-0.4010,-0.8512,-0.0872,-0.2402,0.9668
6.3521,-0.0439,1.1388,-0.0204,0.1205,-0.0457,0.0287,0.9912,-0.0046,0.7608,0.1847,0.1024,0.4194,0.2587,-0.8641,-0.1988,0.7890,0.0469,0.3385,0.0122,-0.3932,-0.8548,-0.0837,-0.2415,0.9668
6.4066,-0.0422,1.1384,-0.0213,0.1229,-0.0419,0.0297,0.9911,0.0134,0.7712,0.1855,0.1033,0.3585,0.2877,-0.8821,-0.1920,0.7918,0.0476,0.3439,0.0131,-0.3870,-0.8555,-0.0757,-0.2461,0.9663
6.4626,-0.0412,1.1385,-0.0216,0.1217,-0.0405,0.0295,0.9913,0.0240,0.7771,0.1844,0.0862,0.3297,0.2913,-0.8939,-0.1897,0.7914,0.0488,0.3456,0.0151,-0.3848,-0.8557,-0.0732,-0.2437,0.9671
6.5465,-0.0414,1.1382,-0.0212,0.1228,-0.0416,0.0288,0.9911,0.0306,0.7794,0.1850,0.0832,0.3047,0.2926,-0.9026,-0.1881,0.7909,0.0500,0.3442,0.0195,-0.3878,-0.8549,-0.0753,-0.2458,0.9664
