time_s,tracker_id,qx,qy,qz,qw,raw_grip
0.0018,CubeRed,-0.0007,0.1668,0.0024,0.9860,0
0.0021,CubeBlue,0.0388,-0.2163,0.0419,0.9747,0
0.1124,CubeRed,-0.0013,0.1668,0.0014,0.9860,0
0.1127,CubeBlue,0.0363,-0.2163,0.0420,0.9748,0
0.1367,CubeRed,-0.0015,0.1668,0.0020,0.9860,0
0.1372,CubeBlue,0.0316,-0.2161,0.0423,0.9750,0
0.1899,CubeRed,-0.0014,0.1668,0.0021,0.9860,0
0.1900,CubeBlue,0.0316,-0.2161,0.0423,0.9750,0
0.3022,CubeRed,-0.0014,0.1668,0.0025,0.9860,0
0.3025,CubeBlue,0.0305,-0.2160,0.0424,0.9750,0
0.3306,CubeRed,-0.0012,0.1667,0.0017,0.9860,0
0.3307,CubeBlue,0.0259,-0.2158,0.0426,0.9752,0
0.3847,CubeRed,-0.0012,0.1667,0.0017,0.9860,0
0.3849,CubeBlue,0.0248,-0.2158,0.0427,0.9752,0
0.4963,CubeRed,-0.0016,0.1667,0.0026,0.9860,0
0.4966,CubeBlue,0.0226,-0.2157,0.0427,0.9753,0
0.5253,CubeRed,-0.0011,0.1666,0.0015,0.9860,0
0.5255,CubeBlue,0.0193,-0.2156,0.0429,0.9753,0
0.5819,CubeRed,-0.0011,0.1666,0.0015,0.9860,0
0.5821,CubeBlue,0.0182,-0.2156,0.0429,0.9754,0
0.6914,CubeRed,0.0004,0.1666,0.0016,0.9860,0
0.6917,CubeBlue,0.0172,-0.2155,0.0431,0.9754,0
0.7202,CubeRed,-0.0004,0.1666,0.0018,0.9860,0
0.7206,CubeBlue,0.0128,-0.2153,0.0432,0.9755,0
0.7736,CubeRed,-0.0004,0.1666,0.0018,0.9860,0
0.7738,CubeBlue,0.0128,-0.2153,0.0432,0.9755,0
0.8872,CubeRed,-0.0002,0.1666,0.0019,0.9860,0
0.8874,CubeBlue,0.0106,-0.2152,0.0433,0.9755,0
0.9144,CubeRed,-0.0009,0.1666,0.0025,0.9860,0
0.9146,CubeBlue,0.0063,-0.2151,0.0437,0.9756,0
0.9673,CubeRed,-0.0002,0.1665,0.0017,0.9860,0
0.9675,CubeBlue,0.0051,-0.2151,0.0437,0.9756,0
1.0805,CubeRed,-0.0015,0.1665,0.0025,0.9860,0
1.0807,CubeBlue,0.0041,-0.2150,0.0437,0.9756,0
1.1085,CubeRed,-0.0009,0.1665,0.0022,0.9860,0
1.1087,CubeBlue,0.0008,-0.2149,0.0440,0.9757,0
1.1646,CubeRed,-0.0020,0.1665,0.0020,0.9860,0
1.1648,CubeBlue,-0.0002,-0.2148,0.0442,0.9757,0
1.2744,CubeRed,-0.0008,0.1665,0.0027,0.9860,0
1.2747,CubeBlue,-0.0024,-0.2148,0.0442,0.9757,0
1.3035,CubeRed,-0.0013,0.1664,0.0029,0.9860,0
1.3041,CubeBlue,-0.0057,-0.2146,0.0444,0.9757,0
1.3571,CubeRed,-0.0016,0.1664,0.0027,0.9861,0
1.3573,CubeBlue,-0.0067,-0.2146,0.0442,0.9757,0
1.4687,CubeRed,-0.0006,0.1664,0.0025,0.9861,0
1.4690,CubeBlue,-0.0078,-0.2145,0.0443,0.9757,0
1.4966,CubeRed,0.0003,0.1663,0.0022,0.9861,0
1.4968,CubeBlue,-0.0080,-0.2141,0.0440,0.9758,0
1.5514,CubeRed,-0.0003,0.1663,0.0020,0.9861,0
1.5516,CubeBlue,-0.0091,-0.2140,0.0440,0.9758,0
1.6603,CubeRed,-0.0004,0.1663,0.0021,0.9861,0
1.6606,CubeBlue,-0.0095,-0.2140,0.0441,0.9758,0
1.6906,CubeRed,-0.0009,0.1663,0.0016,0.9861,0
1.6908,CubeBlue,-0.0111,-0.2139,0.0445,0.9758,0
1.7467,CubeRed,-0.0002,0.1663,0.0009,0.9861,0
1.7469,CubeBlue,-0.0100,-0.2140,0.0447,0.9758,0
1.8577,CubeRed,-0.0013,0.1663,0.0017,0.9861,0
1.8580,CubeBlue,-0.0113,-0.2139,0.0443,0.9758,0
1.8866,CubeRed,-0.0013,0.1662,0.0017,0.9861,0
1.8870,CubeBlue,-0.0118,-0.2139,0.0442,0.9758,0
1.9414,CubeRed,-0.0003,0.1662,0.0020,0.9861,0
1.9416,CubeBlue,-0.0115,-0.2139,0.0443,0.9758,0
2.0492,CubeRed,-0.0002,0.1662,0.0020,0.9861,0
2.0494,CubeBlue,-0.0118,-0.2139,0.0450,0.9757,0
2.0790,CubeRed,-0.0014,0.1662,0.0022,0.9861,0
2.0792,CubeBlue,-0.0116,-0.2140,0.0450,0.9757,0
2.1346,CubeRed,-0.0012,0.1662,0.0027,0.9861,0
2.1349,CubeBlue,-0.0112,-0.2140,0.0446,0.9758,0
2.2472,CubeRed,-0.0011,0.1662,0.0014,0.9861,0
2.2474,CubeBlue,-0.0110,-0.2140,0.0448,0.9757,0
2.2760,CubeRed,-0.0016,0.1662,0.0009,0.9861,0
2.2761,CubeBlue,-0.0105,-0.2140,0.0447,0.9757,0
